mode,metric,mean_v11,n_groups_v11,mean_frac025,n_groups_frac025,delta,pct_delta,drop_from_a_to_b,pct_drop_from_a_to_b
binary+shuffle,GR,,,4.4790241832037765,100,,,,
cel+randN,GR,30.22731264743209,500.0,27.27143202126026,100,-2.9558806261718296,-9.77884028477451,2.9558806261718296,9.77884028477451
celW+connShuf,GR,6.974225534647704,500.0,6.753494333376487,100,-0.22073120127121637,-3.1649564553746026,0.22073120127121637,3.1649564553746026
cel_sample,GR,6.992528690516949,500.0,6.761636775086323,100,-0.23089191543062526,-3.3019802370457736,0.23089191543062526,3.3019802370457736
conn_shuf_only,GR,7.337818898275494,500.0,7.11516475657622,100,-0.222654141699274,-3.0343368347725415,0.222654141699274,3.0343368347725415
er+randN,GR,48.31299226181706,500.0,42.071743053644894,100,-6.241249208172164,-12.918366087427742,6.241249208172164,12.918366087427742
global_sign_pres,GR,4.637953953946631,500.0,4.530265533253551,100,-0.10768842069307993,-2.3218949942666707,0.10768842069307993,2.3218949942666707
local_sign,GR,5.473582373569409,500.0,5.295371792564789,100,-0.1782105810046195,-3.2558308040663615,0.1782105810046195,3.2558308040663615
local_sign+binary,GR,4.509633472959201,500.0,4.3632247028748194,100,-0.14640877008438125,-3.24657804148124,0.14640877008438125,3.24657804148124
local_sign+flat,GR,5.001558139209946,500.0,4.8188030957430605,100,-0.18275504346688543,-3.6539621929847987,0.18275504346688543,3.6539621929847987
local_sign+sample,GR,6.70957682488362,500.0,6.552642349352439,100,-0.15693447553118123,-2.33896234631613,0.15693447553118123,2.33896234631613
real,GR,4.717858808184664,500.0,4.6711315606037775,100,-0.0467272475808862,-0.9904333614185858,0.0467272475808862,0.9904333614185858
shuffle,GR,6.997659335379799,500.0,6.713924404184024,100,-0.28373493119577553,-4.054711977206815,0.28373493119577553,4.054711977206815
ws_p0.1+randN,GR,50.90209111537536,500.0,44.9400247096022,100,-5.9620664057731645,-11.712812332718245,5.9620664057731645,11.712812332718245
binary+shuffle,IPC,,,6.026684535679718,100,,,,
cel+randN,IPC,10.814600080234309,500.0,9.632088192837934,100,-1.182511887396375,-10.934402369234485,1.182511887396375,10.934402369234485
celW+connShuf,IPC,5.815713078523675,500.0,6.87216581090043,100,1.056452732376755,18.16548922054003,-1.056452732376755,-18.16548922054003
cel_sample,IPC,5.795911666375895,500.0,6.860260118593772,100,1.0643484522178772,18.363779737923437,-1.0643484522178772,-18.363779737923437
conn_shuf_only,IPC,5.853640722406407,500.0,6.907385588499407,100,1.053744866093,18.001529579010615,-1.053744866093,-18.001529579010615
er+randN,IPC,13.542131381447117,500.0,9.839403669262925,100,-3.702727712184192,-27.342281712441316,3.702727712184192,27.342281712441316
global_sign_pres,IPC,5.053431290313601,500.0,5.9072236051907145,100,0.8537923148771132,16.895298774788113,-0.8537923148771132,-16.895298774788113
local_sign,IPC,5.321485206107298,500.0,6.292110385286311,100,0.970625179179013,18.23974213185931,-0.970625179179013,-18.23974213185931
local_sign+binary,IPC,5.006790145238241,500.0,5.833618369077643,100,0.826828223839402,16.514137797961546,-0.826828223839402,-16.514137797961546
local_sign+flat,IPC,5.225017717865606,500.0,6.132145632642011,100,0.9071279147764049,17.361240932728588,-0.9071279147764049,-17.361240932728588
local_sign+sample,IPC,5.723722346348067,500.0,6.697313152775169,100,0.9735908064271017,17.009749032433174,-0.9735908064271017,-17.009749032433174
real,IPC,5.3416930956790845,500.0,6.0839941901216905,100,0.7423010944426061,13.896363590095735,-0.7423010944426061,-13.896363590095735
shuffle,IPC,5.796673294477165,500.0,6.85723023754855,100,1.0605569430713855,18.295958547152228,-1.0605569430713855,-18.295958547152228
ws_p0.1+randN,IPC,13.934342316426337,500.0,9.840633395798504,100,-4.093708920627833,-29.37855858329253,4.093708920627833,29.37855858329253
binary+shuffle,KR,,,2.871879882887006,100,,,,
cel+randN,KR,14.980023553113142,500.0,14.024413764029742,100,-0.9556097890834003,-6.379227547241112,0.9556097890834003,6.379227547241112
celW+connShuf,KR,4.0070938889185586,500.0,3.9745840731263162,100,-0.032509815792242325,-0.8113065651430525,0.032509815792242325,0.8113065651430525
cel_sample,KR,4.032674909080068,500.0,3.99099411778152,100,-0.0416807912985484,-1.033576775670633,0.0416807912985484,1.033576775670633
conn_shuf_only,KR,4.189256450076898,500.0,4.140507998069127,100,-0.04874845200777056,-1.163654041921347,0.04874845200777056,1.163654041921347
er+randN,KR,24.2700937495927,500.0,22.07497333139181,100,-2.19512041820089,-9.044548574262217,2.19512041820089,9.044548574262217
global_sign_pres,KR,2.930054023429751,500.0,2.9136791511873406,100,-0.016374872242410632,-0.5588590555488515,0.016374872242410632,0.5588590555488515
local_sign,KR,3.3310264594803254,500.0,3.27096189143757,100,-0.06006456804275517,-1.8031849573517307,0.06006456804275517,1.8031849573517307
local_sign+binary,KR,2.8676112385193506,500.0,2.819253168478608,100,-0.04835807004074244,-1.6863537634101136,0.04835807004074244,1.6863537634101136
local_sign+flat,KR,3.098475117355585,500.0,3.0436547862986725,100,-0.05482033105691242,-1.7692680747973606,0.05482033105691242,1.7692680747973606
local_sign+sample,KR,3.9136678848365944,500.0,3.902588823636373,100,-0.011079061200221396,-0.2830863917489507,0.011079061200221396,0.2830863917489507
real,KR,2.997134475901723,500.0,3.0098778731375933,100,0.012743397235870368,0.42518603480534084,-0.012743397235870368,-0.42518603480534084
shuffle,KR,4.0427241291503115,500.0,3.9707506262511014,100,-0.07197350289921012,-1.7803218968180574,0.07197350289921012,1.7803218968180574
ws_p0.1+randN,KR,25.781991100549696,500.0,23.619503070662418,100,-2.162488029887278,-8.387591251015412,2.162488029887278,8.387591251015412
binary+shuffle,MC,,,4.086877366751432,100,,,,
cel+randN,MC,8.390947617180645,500.0,7.454866080346207,100,-0.936081536834438,-11.155850084414672,0.936081536834438,11.155850084414672
celW+connShuf,MC,4.323562081456185,500.0,4.728870590341588,100,0.40530850888540293,9.374411682991127,-0.40530850888540293,-9.374411682991127
cel_sample,MC,4.3167158990502354,500.0,4.724593472592533,100,0.40787757354229726,9.448793552340069,-0.40787757354229726,-9.448793552340069
conn_shuf_only,MC,4.345412526128193,500.0,4.696826288377245,100,0.3514137622490523,8.08700578221432,-0.3514137622490523,-8.08700578221432
er+randN,MC,10.619928397561113,500.0,7.971849471131961,100,-2.648078926429152,-24.934997933105542,2.648078926429152,24.934997933105542
global_sign_pres,MC,3.774888774772485,500.0,3.9903729850798846,100,0.2154842103073995,5.708359190540307,-0.2154842103073995,-5.708359190540307
local_sign,MC,3.9691551595230896,500.0,4.296489349640906,100,0.32733419011781617,8.246948707269654,-0.32733419011781617,-8.246948707269654
local_sign+binary,MC,3.73798441636314,500.0,3.980638846779863,100,0.24265443041672308,6.491584859329428,-0.24265443041672308,-6.491584859329428
local_sign+flat,MC,3.896512479317685,500.0,4.172578950859606,100,0.27606647154192077,7.08496310501391,-0.27606647154192077,-7.08496310501391
local_sign+sample,MC,4.266244120612741,500.0,4.612873481636246,100,0.3466293610235054,8.124930295215284,-0.3466293610235054,-8.124930295215284
real,MC,4.065282045227786,500.0,4.231684262653192,100,0.16640221742540628,4.093251478596547,-0.16640221742540628,-4.093251478596547
shuffle,MC,4.324177439033985,500.0,4.732266455578308,100,0.4080890165443227,9.43737906915053,-0.4080890165443227,-9.43737906915053
ws_p0.1+randN,MC,10.951571093142032,500.0,8.009105483641227,100,-2.9424656095008057,-26.867977064436012,2.9424656095008057,26.867977064436012
binary+shuffle,cosine_similarity,,,0.8777351513504982,100,,,,
cel+randN,cosine_similarity,-0.0009433169633557535,500.0,-0.0013446876517991739,100,-0.0004013706884434204,-42.54886788164874,0.0004013706884434204,42.54886788164874
celW+connShuf,cosine_similarity,0.030147510698065077,500.0,0.030073516438715073,100,-7.399425935000412e-05,-0.24544069356530057,7.399425935000412e-05,0.24544069356530057
cel_sample,cosine_similarity,0.5645815497040748,500.0,0.5631227520108223,100,-0.0014587976932525226,-0.2583856475680353,0.0014587976932525226,0.2583856475680353
conn_shuf_only,cosine_similarity,0.03054406573250881,500.0,0.029943714821711095,100,-0.0006003509107977145,-1.9655238960501127,0.0006003509107977145,1.9655238960501127
er+randN,cosine_similarity,8.041325440717347e-05,500.0,0.00020553384700178903,100,0.00012512059259461557,155.59697653954652,-0.00012512059259461557,-155.59697653954652
global_sign_pres,cosine_similarity,0.8777351497113705,500.0,0.8777351479232312,100,-1.7881393032936899e-09,-2.0372196600326323e-07,1.7881393032936899e-09,2.0372196600326323e-07
local_sign,cosine_similarity,0.7001677178144455,500.0,0.700063341408968,100,-0.00010437640547755755,-0.014907343315308175,0.00010437640547755755,0.014907343315308175
local_sign+binary,cosine_similarity,0.8777352720499039,500.0,0.8777352720499039,100,0.0,0.0,0.0,0.0
local_sign+flat,cosine_similarity,0.7600686056315898,500.0,0.7602096612751484,100,0.00014105564355859634,0.018558277833536373,-0.00014105564355859634,-0.018558277833536373
local_sign+sample,cosine_similarity,0.5638730151951313,500.0,0.5646731573343277,100,0.0008001421391963248,0.14190112270569133,-0.0008001421391963248,-0.14190112270569133
real,cosine_similarity,0.5628096461296082,500.0,0.5628096461296082,100,0.0,0.0,0.0,0.0
shuffle,cosine_similarity,0.562809636771679,500.0,0.5628096374869347,100,7.152557435219364e-10,1.2708661984267017e-07,-7.152557435219364e-10,-1.2708661984267017e-07
ws_p0.1+randN,cosine_similarity,-0.00023134398230467714,500.0,-0.00020067721168743165,100,3.066677061724549e-05,13.255918875321226,-3.066677061724549e-05,-13.255918875321226
binary+shuffle,wt_mean,,,0.001941681472526311,100,,,,
cel+randN,wt_mean,-6.54201556909263e-06,500.0,-8.680556685189123e-06,100,-2.1385411160964927e-06,-32.68933088756171,2.1385411160964927e-06,32.68933088756171
celW+connShuf,wt_mean,0.0019672574430004723,500.0,0.001969113458762785,100,1.8560157623126287e-06,0.09434534198441374,-1.8560157623126287e-06,-0.09434534198441374
cel_sample,wt_mean,0.001939532261108888,500.0,0.0019304821200784332,100,-9.050141030454923e-06,-0.4666146169324705,9.050141030454923e-06,0.4666146169324705
conn_shuf_only,wt_mean,0.0020251856790272542,500.0,0.002043126880016555,100,1.7941200989300774e-05,0.8859040025366152,-1.7941200989300774e-05,-0.8859040025366152
er+randN,wt_mean,6.079375121883829e-06,500.0,1.164846990916473e-05,100,5.569094787280901e-06,91.60636867486463,-5.569094787280901e-06,-91.60636867486463
global_sign_pres,wt_mean,0.001941425865748803,500.0,0.00193612624250809,100,-5.299623240713003e-06,-0.27297582329619124,5.299623240713003e-06,0.27297582329619124
local_sign,wt_mean,0.0018600651039158928,500.0,0.001858864324167281,100,-1.2007797486118452e-06,-0.0645557914120269,1.2007797486118452e-06,0.0645557914120269
local_sign+binary,wt_mean,0.0018588659586384,500.0,0.0018588659586384001,100,2.168404344971009e-19,1.1665200144712654e-14,-2.168404344971009e-19,-1.1665200144712654e-14
local_sign+flat,wt_mean,0.0018624060014261893,500.0,0.0018623600297722948,100,-4.597165389444609e-08,-0.0024684012969912045,4.597165389444609e-08,0.0024684012969912045
local_sign+sample,wt_mean,0.0018599413285263842,500.0,0.001868663417990231,100,8.722089463846774e-06,0.4689443333547092,-8.722089463846774e-06,-0.4689443333547092
real,wt_mean,0.0013147402059985,500.0,0.0013147402059985002,100,2.168404344971009e-19,1.649302527661106e-14,-2.168404344971009e-19,-1.649302527661106e-14
shuffle,wt_mean,0.0019374288267571481,500.0,0.001935605959733853,100,-1.8228670232952379e-06,-0.09408691550988932,1.8228670232952379e-06,0.09408691550988932
ws_p0.1+randN,wt_mean,6.168282155167609e-06,500.0,1.1969141515348917e-05,100,5.800859360181308e-06,94.04335298315618,-5.800859360181308e-06,-94.04335298315618
