config,model,washout,t_train,t_test,mean_score,std_score,cv_score,mean_capture_pct,std_capture_pct,n_runs
baseline,real,500,1500,500,4.440345883369446,0.8503488306423407,0.19150508833718932,100.0,0.0,8
baseline,shuffle_weights,500,1500,500,4.409974783658981,1.479769897070872,0.335550648170169,100.0,0.0,8
baseline,cel_randN,500,1500,500,6.699689745903015,2.6454318617278996,0.39485886094137873,100.0,0.0,8
baseline,er_randN,500,1500,500,11.451788902282715,2.545411061507307,0.2222719160497207,100.0,0.0,8
baseline,ws_p01_randN,500,1500,500,11.196560144424438,2.387646050777203,0.21324817800993828,100.0,0.0,8
baseline,conn_shuf,500,1500,500,4.84170526266098,0.8880114490776646,0.1834088200134713,100.0,0.0,8
baseline,local_sign,500,1500,500,4.041347861289978,0.791959860542768,0.19596428907507565,100.0,0.0,8
baseline,conn_shuf_only,500,1500,500,4.558160692453384,1.1220858447145692,0.24617075185004453,100.0,0.0,8
baseline,cel_sample,500,1500,500,4.6572675704956055,1.2912958212229457,0.2772646839970012,100.0,0.0,8
baseline,local_sign+flat,500,1500,500,4.03193536400795,0.8958404609080576,0.22218621580717662,100.0,0.0,8
baseline,local_sign+sample,500,1500,500,4.2151544988155365,0.8060983078853369,0.19123814040786677,100.0,0.0,8
baseline,local_sign+binary,500,1500,500,3.720895528793335,0.795705357646397,0.2138478093483156,100.0,0.0,8
baseline,global_sign_pres,500,1500,500,4.1931896805763245,0.9002526940511745,0.21469400686101112,100.0,0.0,8
baseline,binary+shuffle,500,1500,500,3.6064541935920715,0.49701568402694696,0.13781283702702832,100.0,0.0,8
washout_x0.25,real,125,1500,500,3.942666858434677,0.6747569990745853,0.17114228092364828,91.9793775326259,23.354366859953547,8
washout_x0.25,shuffle_weights,125,1500,500,4.2294560968875885,1.1760615405804946,0.2780644871679708,100.55840965300177,24.934133371375246,8
washout_x0.25,cel_randN,125,1500,500,7.156679093837738,2.440483547525825,0.3410078215784755,109.34742519753988,12.852429708034101,8
washout_x0.25,er_randN,125,1500,500,11.47806704044342,2.453143210952945,0.21372441912991086,100.3714795004939,1.525792704231329,8
washout_x0.25,ws_p01_randN,125,1500,500,11.294130802154541,2.2508754958240695,0.19929603572456217,101.16632287905479,1.9978322545081757,8
washout_x0.25,conn_shuf,125,1500,500,4.243787318468094,1.3501606947160734,0.3181499432925044,85.72065531133967,14.692256872342192,8
washout_x0.25,local_sign,125,1500,500,3.9459392726421356,1.1564206271987567,0.2930659970406581,99.32170525981948,31.038804881701402,8
washout_x0.25,conn_shuf_only,125,1500,500,4.421921193599701,1.1521926084487608,0.26056380428408515,98.93498994170113,21.419972805954092,8
washout_x0.25,cel_sample,125,1500,500,4.273820638656616,1.0004815999854257,0.23409536444653084,94.14168650549638,13.424049728155776,8
washout_x0.25,local_sign+flat,125,1500,500,3.720394715666771,1.159233594197088,0.31158887236225136,91.79546308722658,22.169967851474375,8
washout_x0.25,local_sign+sample,125,1500,500,4.293391048908234,0.8246147164483901,0.19206606317821467,102.91327693651454,14.379722893789591,8
washout_x0.25,local_sign+binary,125,1500,500,3.9529820382595062,1.0902852274077,0.27581335226297954,106.37108989496923,22.68973959933566,8
washout_x0.25,global_sign_pres,125,1500,500,4.105794042348862,0.7332668963998866,0.17859319996002426,101.66389474938732,24.962632452068625,8
washout_x0.25,binary+shuffle,125,1500,500,3.3580837547779083,1.0378539467445624,0.30906136431763964,93.05985585382774,25.308253863131977,8
t_train_x0.25,real,500,375,500,4.348406940698624,1.048978013548289,0.24123271530326415,98.44158459903076,17.9369998515867,8
t_train_x0.25,shuffle_weights,500,375,500,4.914710462093353,1.3417264149230073,0.27300212805446067,116.66850626434427,28.633941951366875,8
t_train_x0.25,cel_randN,500,375,500,7.436445772647858,2.3070917323409685,0.3102411828008925,116.59488835620645,23.40389310582767,8
t_train_x0.25,er_randN,500,375,500,7.880492329597473,2.3638333987253106,0.2999601166855082,67.92526757718645,8.056443869453226,8
