mode,normalization,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src,raw_rho,ref_rho,post_rho,raw_fro,ref_fro,post_fro,scale_factor
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,0.6,0.1,0.1,3.994591474533081,5.357477773638038,2.8361868858337402,3.0865392684936523,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,0.6,0.5,0.1,3.697965621948242,7.477739488171437,3.4001805782318115,4.997102737426758,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,0.6,1.0,0.1,2.6237120628356934,4.734002991211863,3.698209762573242,6.880765914916992,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,0.6,1.5,0.1,2.6025519371032715,5.05374817987618,3.8624000549316406,8.223772048950195,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,0.8,0.1,0.1,4.750177383422852,6.686469832264439,3.02280855178833,3.338217258453369,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,0.8,0.5,0.1,3.7823336124420166,7.873297094058915,3.77732253074646,5.779894828796387,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,0.8,1.0,0.1,3.198105573654175,7.359668375298245,4.229775905609131,8.274723052978516,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,0.8,1.5,0.1,2.747396469116211,6.0501610687832645,4.448536396026611,9.984288215637207,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,1.0,0.1,0.1,5.915279865264893,8.147178542138938,3.3116495609283447,3.7051196098327637,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,1.0,0.5,0.1,5.631683349609375,12.139326919836435,4.355922222137451,6.951833724975586,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,1.0,1.0,0.1,4.605068683624268,7.326720075156047,5.037614822387695,10.355831146240234,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.0__norm_spectral_radius,spectral_radius,95,1.0,1.0,1.5,0.1,3.0859532356262207,6.186284593191658,5.335927963256836,12.581948280334473,0.0033579126466065645,0.04189792275428772,0.0,9512346,matched_er_4to1_chunk_19,12.167532920837402,12.167532920837402,0.9999990463256836,60.0333251953125,60.0333251953125,4.933894634246826,0.08218592926816402
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,0.6,0.1,0.1,3.867086410522461,5.344831283787158,3.1117043495178223,3.4538612365722656,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,0.6,0.5,0.1,4.233506202697754,9.304763009820704,3.9671380519866943,6.032975196838379,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,0.6,1.0,0.1,2.882594585418701,6.264684515000113,4.420398712158203,8.593855857849121,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,0.6,1.5,0.1,2.5122945308685303,5.50152464312805,4.687093257904053,10.500764846801758,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,0.8,0.1,0.1,5.356480598449707,7.651233224837597,3.395915985107422,3.8269617557525635,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,0.8,0.5,0.1,3.951697826385498,9.866107564077573,4.547107219696045,7.2438154220581055,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,0.8,1.0,0.1,3.681917190551758,8.484574064957751,5.236490726470947,10.776923179626465,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,0.8,1.5,0.1,2.5560147762298584,5.982215593347672,5.593961715698242,13.283834457397461,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,1.0,0.1,0.1,5.756804466247559,7.353279653515614,3.855435609817505,4.407344341278076,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,1.0,0.5,0.1,6.440147399902344,13.55223204612713,5.4951395988464355,9.198887825012207,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,1.0,1.0,0.1,5.051150321960449,11.488670648110315,6.5599164962768555,14.243352890014648,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
sign_test_er0.1__norm_spectral_radius,spectral_radius,95,1.0,1.0,1.5,0.1,4.380444049835205,8.997433911843189,7.053311824798584,17.612728118896484,0.003377774031832814,0.03523864969611168,0.0,9512346,matched_er_4to1_chunk_19,9.679474830627441,12.167532920837402,1.0000009536743164,60.0333251953125,60.0333251953125,6.2021260261535645,0.10331139008036226
