local_sign+binary,0,0.6,0.6,0.1,4.1884589195251465,4.33882063627243,1.520132541656494,1.5684757232666016,chunk_0
local_sign+binary,0,0.6,0.6,0.5,4.319421768188477,5.724781155586243,2.179651021957397,2.8099372386932373,chunk_0
local_sign+binary,0,0.6,0.6,1.0,2.7973575592041016,4.675629734992981,2.062267303466797,3.1978328227996826,chunk_0
local_sign+binary,0,0.6,0.6,1.5,2.8688621520996094,4.346788108348846,2.2549245357513428,3.8074347972869873,chunk_0
local_sign+binary,0,0.6,0.8,0.1,5.077373027801514,5.226622462272644,1.8178861141204836,1.892024636268616,chunk_0
local_sign+binary,0,0.6,0.8,0.5,1.9495854377746584,2.9142082929611206,1.844225287437439,2.4355180263519287,chunk_0
local_sign+binary,0,0.6,0.8,1.0,2.127311944961548,3.0227367877960205,2.3273205757141118,3.845233678817749,chunk_0
local_sign+binary,0,0.6,0.8,1.5,2.134076833724976,3.7644083499908447,2.33993935585022,4.083223819732666,chunk_0
local_sign+binary,0,0.6,1.0,0.1,5.411864280700684,6.258109509944916,1.7842835187911987,1.87268590927124,chunk_0
local_sign+binary,0,0.6,1.0,0.5,4.329113006591797,6.333514153957367,2.3184070587158203,3.114031791687012,chunk_0
local_sign+binary,0,0.6,1.0,1.0,2.997156858444214,4.440092504024506,2.6194875240325928,4.274137496948242,chunk_0
local_sign+binary,0,0.6,1.0,1.5,2.641183853149414,3.7340189814567566,2.785378932952881,5.130558967590332,chunk_0
local_sign+binary,0,0.8,0.6,0.1,5.085325241088867,5.707748472690582,1.923335075378418,1.983581304550171,chunk_0
local_sign+binary,0,0.8,0.6,0.5,4.494463920593262,6.341898739337921,2.104301691055298,2.865196466445923,chunk_0
local_sign+binary,0,0.8,0.6,1.0,2.934312105178833,4.267334818840027,2.5786139965057373,4.068171977996826,chunk_0
local_sign+binary,0,0.8,0.6,1.5,1.3268206119537354,1.8943472504615784,2.5831291675567627,4.692193031311035,chunk_0
local_sign+binary,0,0.8,0.8,0.1,5.883730411529541,6.266512036323547,2.011845588684082,2.081570625305176,chunk_0
local_sign+binary,0,0.8,0.8,0.5,4.168424129486084,6.052322924137116,2.5127203464508057,3.436511993408203,chunk_0
local_sign+binary,0,0.8,0.8,1.0,2.1212146282196045,3.4275928139686584,3.1902225017547607,5.167483806610107,chunk_0
local_sign+binary,0,0.8,0.8,1.5,2.794668674468994,4.087664425373077,2.9610631465911865,5.649250984191895,chunk_0
local_sign+binary,0,0.8,1.0,0.1,6.201890468597412,7.146574378013611,2.0875706672668457,2.173497438430786,chunk_0
local_sign+binary,0,0.8,1.0,0.5,5.315676689147949,7.701695144176483,2.3702971935272217,3.248964786529541,chunk_0
local_sign+binary,0,0.8,1.0,1.0,4.499934196472168,5.99802041053772,3.551063776016236,6.313346862792969,chunk_0
