mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,mean
ws_p0.1+randN,0,0.95,0.8,1.0,9.136611938476562,13.65258663892746,18.010269165039062,41.601661682128906,chunk_0,-0.0002736308961175
ws_p0.1+randN,0,0.95,0.8,1.5,6.925113201141357,10.258884251117706,22.91761016845703,58.98180770874024,chunk_0,-9.720441448735072e-05
ws_p0.1+randN,0,0.95,1.0,0.1,25.212013244628903,28.71519386768341,13.390517234802246,15.915078163146973,chunk_0,-0.0003483825712464
ws_p0.1+randN,0,0.95,1.0,0.5,13.517481803894045,19.02280211448669,18.592041015625,35.265159606933594,chunk_0,-1.0729718269431032e-05
ws_p0.1+randN,0,0.95,1.0,1.0,9.743256568908691,13.524671137332916,41.08853912353516,90.6443099975586,chunk_0,-0.000121482022223
ws_p0.1+randN,0,0.95,1.0,1.5,7.6915388107299805,10.828737378120422,44.66914749145508,104.48031616210938,chunk_0,8.057201193878427e-05
ws_p0.1+randN,0,1.05,0.6,0.1,14.939334869384766,17.36725288629532,9.85098934173584,11.245251655578612,chunk_0,0.0001686137984506
ws_p0.1+randN,0,1.05,0.6,0.5,9.975095748901367,15.845054268836977,10.526854515075684,19.099409103393555,chunk_0,-0.0001454285957152
ws_p0.1+randN,0,1.05,0.6,1.0,6.7304558753967285,10.773014426231384,14.569364547729492,32.44164276123047,chunk_0,-0.0001214418298332
ws_p0.1+randN,0,1.05,0.6,1.5,5.611484527587891,8.261212408542633,14.298002243041992,38.64307022094727,chunk_0,9.40201643970795e-05
ws_p0.1+randN,0,1.05,0.8,0.1,18.07383155822754,22.96898818016052,12.504191398620604,14.942692756652832,chunk_0,-0.0001465353707317
ws_p0.1+randN,0,1.05,0.8,0.5,12.542037963867188,16.989763736724854,22.27269744873047,42.52332305908203,chunk_0,1.8407468814984892e-05
ws_p0.1+randN,0,1.05,0.8,1.0,8.679887771606445,12.992669582366943,29.60821914672852,66.8759536743164,chunk_0,0.0001758807629812
ws_p0.1+randN,0,1.05,0.8,1.5,6.840733528137207,10.09433263540268,23.424196243286133,60.852783203125,chunk_0,-0.0001229041081387
ws_p0.1+randN,0,1.05,1.0,0.1,26.482318878173828,28.214162588119507,29.00859832763672,33.11227798461914,chunk_0,-0.0001756306446623
ws_p0.1+randN,0,1.05,1.0,0.5,15.066534042358398,19.243806421756744,47.25483703613281,88.56932830810547,chunk_0,0.0001446380920242
ws_p0.1+randN,0,1.05,1.0,1.0,10.127888679504396,14.588375091552734,28.855329513549805,65.5303726196289,chunk_0,-0.0002558901906013
ws_p0.1+randN,0,1.05,1.0,1.5,8.680246353149414,12.819714844226835,38.07052230834961,90.05435180664062,chunk_0,7.392279803752899e-05
ws_p0.1+randN,1,0.6,0.6,0.1,8.612897872924805,10.016747295856476,3.074404239654541,3.2870397567749023,chunk_0,0.0001684414746705
ws_p0.1+randN,1,0.6,0.6,0.5,5.49530839920044,8.061690986156464,3.593329429626465,5.451180934906006,chunk_0,-8.480140968458727e-05
ws_p0.1+randN,1,0.6,0.6,1.0,2.339829683303833,2.3869298696517944,4.84110689163208,9.493499755859377,chunk_0,-3.026704143849201e-05
ws_p0.1+randN,1,0.6,0.6,1.5,1.492248773574829,2.149743676185608,4.695695877075195,10.06063461303711,chunk_0,1.124277673625329e-06
ws_p0.1+randN,1,0.6,0.8,0.1,9.49172019958496,11.25741159915924,3.272213697433472,3.4951748847961426,chunk_0,6.921424210304394e-05
ws_p0.1+randN,1,0.6,0.8,0.5,6.876687049865723,9.401628971099854,4.6251606941223145,7.239964485168457,chunk_0,5.263695129542612e-05
ws_p0.1+randN,1,0.6,0.8,1.0,3.71833086013794,5.402368068695068,6.844531536102295,15.114861488342283,chunk_0,-7.195139187388122e-05
ws_p0.1+randN,1,0.6,0.8,1.5,2.944707155227661,5.471705734729767,6.788286685943604,16.935306549072266,chunk_0,-9.083211625693366e-05
ws_p0.1+randN,1,0.6,1.0,0.1,12.702167510986328,15.327543437480928,4.429644107818604,4.817633152008057,chunk_0,0.0001393160637235
ws_p0.1+randN,1,0.6,1.0,0.5,8.741701126098633,12.145354688167572,7.403294086456299,13.437110900878906,chunk_0,0.0001122673929785
ws_p0.1+randN,1,0.6,1.0,1.0,6.355698585510254,9.981379687786102,9.976191520690918,24.28917121887207,chunk_0,-4.637264282791875e-06
ws_p0.1+randN,1,0.6,1.0,1.5,6.421149253845215,10.102849066257477,10.930720329284668,29.244644165039062,chunk_0,-3.096788714174181e-05
ws_p0.1+randN,1,0.8,0.6,0.1,9.308836936950684,10.968089997768402,3.757026433944702,3.9726812839508057,chunk_0,7.595663919346407e-05
ws_p0.1+randN,1,0.8,0.6,0.5,6.46876335144043,9.749223709106444,5.241305828094482,8.417978286743164,chunk_0,3.412321530049667e-05
ws_p0.1+randN,1,0.8,0.6,1.0,3.3805065155029297,4.8718666434288025,7.034026622772217,15.44473648071289,chunk_0,7.340212323470041e-05
ws_p0.1+randN,1,0.8,0.6,1.5,2.9369192123413086,3.877713620662689,9.220650672912598,23.05810165405273,chunk_0,-2.231008511444088e-05
ws_p0.1+randN,1,0.8,0.8,0.1,13.64992332458496,16.63779515028,5.174307346343994,5.6704511642456055,chunk_0,-0.0001635206717764
ws_p0.1+randN,1,0.8,0.8,0.5,10.31629753112793,15.852347314357758,8.13718032836914,14.184758186340332,chunk_0,0.000196126406081
ws_p0.1+randN,1,0.8,0.8,1.0,6.576410293579102,9.822690844535828,10.190264701843262,23.32691192626953,chunk_0,0.0001670836791163
ws_p0.1+randN,1,0.8,0.8,1.5,4.785146713256836,8.369577705860138,10.396332740783691,25.949174880981445,chunk_0,5.162480374565348e-05
ws_p0.1+randN,1,0.8,1.0,0.1,16.89381217956543,20.028578639030457,6.13231086730957,6.786573886871338,chunk_0,-0.0002264490758534
ws_p0.1+randN,1,0.8,1.0,0.5,10.195039749145508,15.564351081848145,8.336256980895996,14.721841812133787,chunk_0,-0.0001021233401843
ws_p0.1+randN,1,0.8,1.0,1.0,8.792241096496582,13.334162592887878,17.400484085083008,41.59637451171875,chunk_0,-3.910283339791931e-05
ws_p0.1+randN,1,0.8,1.0,1.5,7.342124462127685,11.15164715051651,24.291858673095703,64.43067932128906,chunk_0,-0.000126288679894
ws_p0.1+randN,1,0.95,0.6,0.1,10.790367126464844,12.229262113571169,4.552126407623291,4.844649314880371,chunk_0,0.0001047062905854
ws_p0.1+randN,1,0.95,0.6,0.5,9.687788009643556,15.403044283390043,10.251710891723633,18.08263397216797,chunk_0,0.0002058807876892
ws_p0.1+randN,1,0.95,0.6,1.0,6.606418132781982,10.435837149620056,9.8682861328125,22.420703887939453,chunk_0,0.0001773184339981
ws_p0.1+randN,1,0.95,0.6,1.5,5.897106647491455,9.56466007232666,12.675167083740234,30.92874336242676,chunk_0,-4.0245618038170505e-06
ws_p0.1+randN,1,0.95,0.8,0.1,17.755598068237305,20.41940873861313,8.120343208312988,9.113665580749512,chunk_0,0.000295889476547
ws_p0.1+randN,1,0.95,0.8,0.5,11.088043212890623,16.853083610534668,10.504520416259766,19.51953125,chunk_0,-9.87885650829412e-05
ws_p0.1+randN,1,0.95,0.8,1.0,7.79390287399292,11.788061618804932,20.6053524017334,47.90966796875,chunk_0,-0.0001346139324596
ws_p0.1+randN,1,0.95,0.8,1.5,6.091142654418945,9.539285898208618,16.75514030456543,45.95849990844727,chunk_0,8.527636964572594e-05
ws_p0.1+randN,1,0.95,1.0,0.1,25.916133880615234,29.860234677791595,14.699546813964844,17.66489601135254,chunk_0,-0.0002173680986743
ws_p0.1+randN,1,0.95,1.0,0.5,13.612213134765623,18.787903130054477,24.63473892211914,48.52254486083984,chunk_0,-2.2244599676923823e-05
ws_p0.1+randN,1,0.95,1.0,1.0,9.896464347839355,14.317472457885742,27.743257522583008,65.1712646484375,chunk_0,-0.0002116206887876
ws_p0.1+randN,1,0.95,1.0,1.5,7.511129379272461,11.307488322257996,26.567352294921875,67.76387023925781,chunk_0,0.0001294510730076
ws_p0.1+randN,1,1.05,0.6,0.1,15.305505752563477,20.97337257862091,9.487695693969728,12.12962245941162,chunk_0,0.0002795567852444
ws_p0.1+randN,1,1.05,0.6,0.5,8.917444229125977,14.104233264923096,15.983525276184082,29.926156997680664,chunk_0,-0.0001559394004289
ws_p0.1+randN,1,1.05,0.6,1.0,6.821163654327393,10.276515185832976,16.972530364990234,39.41391754150391,chunk_0,9.482204768573864e-05
ws_p0.1+randN,1,1.05,0.6,1.5,5.819586277008057,8.70202511548996,14.620826721191406,36.83852005004883,chunk_0,9.286822023568676e-05
ws_p0.1+randN,1,1.05,0.8,0.1,14.552248001098633,17.2576687335968,5.796845436096191,6.353465557098389,chunk_0,5.696614607586525e-06
ws_p0.1+randN,1,1.05,0.8,0.5,11.96693229675293,16.618570744991302,24.977294921875,48.133487701416016,chunk_0,-4.7793502744752914e-05
ws_p0.1+randN,1,1.05,0.8,1.0,8.990509986877441,13.753193795681,19.35549736022949,44.732032775878906,chunk_0,8.456294017378241e-05
ws_p0.1+randN,1,1.05,0.8,1.5,6.447697639465332,9.645528197288511,25.9373722076416,66.59308624267578,chunk_0,-4.8760623030830175e-05
ws_p0.1+randN,1,1.05,1.0,0.1,27.191104888916016,28.47064232826233,31.26326942443848,43.23714065551758,chunk_0,0.0001551418681629
ws_p0.1+randN,1,1.05,1.0,0.5,14.591808319091797,18.76630806922913,47.23823547363281,87.77571105957031,chunk_0,-0.0002053668576991
ws_p0.1+randN,1,1.05,1.0,1.0,9.848548889160156,13.810304343700407,49.19555282592773,105.29541015625,chunk_0,2.8914537324453704e-05
ws_p0.1+randN,1,1.05,1.0,1.5,8.014774322509766,11.46074205636978,43.70354080200195,103.77590942382812,chunk_0,-0.0001091461381292
ws_p0.1+randN,2,0.6,0.6,0.1,7.47808027267456,8.828687012195587,2.7573063373565674,2.9084932804107666,chunk_0,-0.000131988999783
ws_p0.1+randN,2,0.6,0.6,0.5,5.923355102539063,8.2003533244133,4.218475818634033,6.641695976257324,chunk_0,-0.0001398437161697
ws_p0.1+randN,2,0.6,0.6,1.0,0.8541185855865479,0.863910973072052,4.714061737060547,9.568470001220703,chunk_0,9.147833770839496e-05
ws_p0.1+randN,2,0.6,0.6,1.5,2.3307604789733887,3.3438058495521545,5.612621784210205,12.760564804077148,chunk_0,5.722917194361799e-05
ws_p0.1+randN,2,0.6,0.8,0.1,8.75411319732666,10.24957948923111,3.041994333267212,3.2278311252593994,chunk_0,-7.373665721388534e-05
ws_p0.1+randN,2,0.6,0.8,0.5,5.802722454071045,9.134211719036102,4.746505737304688,7.80565071105957,chunk_0,-7.800672756275162e-05
ws_p0.1+randN,2,0.6,0.8,1.0,3.414052724838257,3.648150622844696,5.992390155792236,12.301885604858398,chunk_0,0.0001199448379338
ws_p0.1+randN,2,0.6,0.8,1.5,2.8176498413085938,4.442967832088471,5.311879634857178,12.150032043457031,chunk_0,8.682159386808053e-05
ws_p0.1+randN,2,0.6,1.0,0.1,10.211490631103516,11.775477409362791,3.3884499073028564,3.605525970458984,chunk_0,1.2821065865864512e-05
ws_p0.1+randN,2,0.6,1.0,0.5,8.009557723999023,11.648660898208618,6.662564754486084,11.598613739013672,chunk_0,-2.4553755793021992e-05
ws_p0.1+randN,2,0.6,1.0,1.0,5.596187591552734,8.533921837806702,5.617714881896973,11.47953987121582,chunk_0,-0.0001388975797453
ws_p0.1+randN,2,0.6,1.0,1.5,4.833209037780762,6.566705882549286,10.293400764465332,27.354251861572266,chunk_0,-0.0001878341427072
ws_p0.1+randN,2,0.8,0.6,0.1,11.335738182067873,12.797977805137634,4.2360520362854,4.601863384246826,chunk_0,1.5626802678525564e-06
ws_p0.1+randN,2,0.8,0.6,0.5,5.480385780334473,9.293629825115204,4.476062297821045,7.159482955932617,chunk_0,-7.493045359296957e-06
ws_p0.1+randN,2,0.8,0.6,1.0,3.27502965927124,5.721876800060272,8.274359703063965,18.30395126342773,chunk_0,0.0001840741024352
ws_p0.1+randN,2,0.8,0.6,1.5,0.9703656435012816,1.3603203892707825,7.340285301208496,17.717872619628906,chunk_0,7.658612594241276e-05
ws_p0.1+randN,2,0.8,0.8,0.1,13.636862754821776,16.590009689331055,5.16602897644043,5.710556983947754,chunk_0,3.841218494926579e-05
ws_p0.1+randN,2,0.8,0.8,0.5,10.947220802307127,16.411524713039398,9.055088996887209,16.953994750976562,chunk_0,0.0002245936484541
ws_p0.1+randN,2,0.8,0.8,1.0,7.125082492828369,10.911170363426208,9.992225646972656,23.966402053833008,chunk_0,7.107428700692253e-06
ws_p0.1+randN,2,0.8,0.8,1.5,6.641480445861816,10.19903802871704,14.940000534057615,38.83127212524414,chunk_0,-0.0001247729378519
ws_p0.1+randN,2,0.8,1.0,0.1,16.192981719970703,19.59078824520111,5.997474670410156,6.6720404624938965,chunk_0,-0.00024694314925
ws_p0.1+randN,2,0.8,1.0,0.5,13.035333633422852,19.944240629673004,13.03269863128662,24.55824089050293,chunk_0,-8.386715489905328e-05
ws_p0.1+randN,2,0.8,1.0,1.0,8.450472831726074,13.246207296848295,13.87029266357422,33.364288330078125,chunk_0,-3.7985351809766144e-05
ws_p0.1+randN,2,0.8,1.0,1.5,8.148597717285156,12.480028688907623,16.897245407104492,43.36382675170898,chunk_0,9.236287587555124e-05
ws_p0.1+randN,2,0.95,0.6,0.1,13.12503719329834,15.516204178333282,4.800077438354492,5.169563293457031,chunk_0,2.1252013539196923e-05
ws_p0.1+randN,2,0.95,0.6,0.5,9.604469299316406,14.632466912269592,11.156444549560549,20.645261764526367,chunk_0,-0.0001421245833626
ws_p0.1+randN,2,0.95,0.6,1.0,6.458979606628418,9.909405410289764,10.154752731323242,23.38762092590332,chunk_0,-9.10991439013742e-05
ws_p0.1+randN,2,0.95,0.6,1.5,5.510532379150391,8.865084528923035,16.098512649536133,38.88752746582031,chunk_0,0.0001226756285177
ws_p0.1+randN,2,0.95,0.8,0.1,19.88072204589844,22.43879628181457,8.59285831451416,9.546019554138184,chunk_0,-0.0001595432840986
ws_p0.1+randN,2,0.95,0.8,0.5,11.194589614868164,16.718996047973633,10.86131763458252,20.887664794921875,chunk_0,-2.974512062792201e-05
ws_p0.1+randN,2,0.95,0.8,1.0,8.784086227416992,13.23996651172638,18.703014373779297,43.50650024414063,chunk_0,-0.000209156787605
ws_p0.1+randN,2,0.95,0.8,1.5,6.486430644989014,10.333024144172668,11.566206932067873,29.903902053833008,chunk_0,2.4229881091741845e-05
ws_p0.1+randN,2,0.95,1.0,0.1,19.88081359863281,23.107040107250214,8.489407539367676,9.517533302307127,chunk_0,2.494638101779856e-05
ws_p0.1+randN,2,0.95,1.0,0.5,13.411636352539062,18.89755940437317,25.76675796508789,51.935691833496094,chunk_0,0.0002782051160465
ws_p0.1+randN,2,0.95,1.0,1.0,9.713769912719728,14.18054860830307,24.255558013916016,56.6287956237793,chunk_0,9.05837005120702e-05
ws_p0.1+randN,2,0.95,1.0,1.5,7.995615005493164,11.656050503253937,29.10628890991211,74.88386535644531,chunk_0,0.0002585157344583
ws_p0.1+randN,2,1.05,0.6,0.1,17.417160034179688,18.84987300634384,10.51896858215332,12.13178253173828,chunk_0,-0.0003325940633658
ws_p0.1+randN,2,1.05,0.6,0.5,10.849803924560549,15.528513610363008,13.447458267211914,25.77588653564453,chunk_0,-3.020681469934061e-05
ws_p0.1+randN,2,1.05,0.6,1.0,6.84431791305542,11.085683703422546,15.135719299316406,33.455326080322266,chunk_0,0.0003213708987459
ws_p0.1+randN,2,1.05,0.6,1.5,5.308524131774902,8.305450797080994,15.51937484741211,38.97452926635742,chunk_0,0.0001219304394908
ws_p0.1+randN,2,1.05,0.8,0.1,23.927217483520508,26.308136701583862,14.006658554077148,5.727681636810303,chunk_0,9.98786636046134e-05
ws_p0.1+randN,2,1.05,0.8,0.5,11.697080612182615,17.345647513866425,19.25615692138672,37.41864013671875,chunk_0,-5.441609027911909e-05
ws_p0.1+randN,2,1.05,0.8,1.0,8.978591918945312,13.305264592170715,23.835731506347656,53.69842529296875,chunk_0,0.0001763114269124
ws_p0.1+randN,2,1.05,0.8,1.5,6.769315719604492,10.34335744380951,23.37619400024414,59.702762603759766,chunk_0,-9.612843132345006e-05
ws_p0.1+randN,2,1.05,1.0,0.1,25.945049285888672,29.11251085996628,17.73123550415039,21.00870132446289,chunk_0,-0.0001871335698524
ws_p0.1+randN,2,1.05,1.0,0.5,14.19317626953125,17.34852683544159,63.27676010131836,112.12957000732422,chunk_0,0.0002134226233465
ws_p0.1+randN,2,1.05,1.0,1.0,9.97161102294922,14.392468690872192,35.18427658081055,77.16498565673828,chunk_0,6.389398913597688e-05
ws_p0.1+randN,2,1.05,1.0,1.5,7.638230800628662,11.129485309123991,44.91437149047852,107.8750457763672,chunk_0,0.0001271037908736
ws_p0.1+randN,3,0.6,0.6,0.1,7.19061803817749,8.839158713817596,2.8560822010040283,3.003915309906006,chunk_0,-1.5141394214879256e-05
ws_p0.1+randN,3,0.6,0.6,0.5,5.399897575378418,8.261769950389862,3.642256021499634,5.589414119720459,chunk_0,5.572089321503881e-06
ws_p0.1+randN,3,0.6,0.6,1.0,1.632703185081482,2.641878306865692,4.658353805541992,9.159845352172852,chunk_0,-9.485399641562252e-05
ws_p0.1+randN,3,0.6,0.6,1.5,1.0368437767028809,1.739681601524353,5.463374137878418,12.31466579437256,chunk_0,-3.7745514418929815e-05
ws_p0.1+randN,3,0.6,0.8,0.1,9.301807403564451,11.2367085814476,3.468503475189209,3.707923173904419,chunk_0,-9.609696280676872e-05
ws_p0.1+randN,3,0.6,0.8,0.5,5.999757766723633,9.016647517681122,4.635880470275879,7.499528408050537,chunk_0,-1.5934492694213986e-05
ws_p0.1+randN,3,0.6,0.8,1.0,3.6666488647460938,5.125943899154663,5.589170455932617,11.54801082611084,chunk_0,0.0001848100073402
ws_p0.1+randN,3,0.6,0.8,1.5,3.724809885025024,5.874761044979096,8.09074878692627,19.96970558166504,chunk_0,0.0001723783061606
ws_p0.1+randN,3,0.6,1.0,0.1,10.91460418701172,13.093492925167084,3.812233448028565,4.045767784118652,chunk_0,-6.709390436299145e-05
ws_p0.1+randN,3,0.6,1.0,0.5,7.418205738067627,11.41221809387207,6.162508487701416,10.591236114501951,chunk_0,0.0001388905511703
ws_p0.1+randN,3,0.6,1.0,1.0,6.3410964012146,9.275866270065308,9.064777374267578,20.358583450317383,chunk_0,4.022298162453808e-05
ws_p0.1+randN,3,0.6,1.0,1.5,5.3927903175354,7.653376519680023,8.382896423339844,21.747461318969727,chunk_0,-0.0001166983493021
ws_p0.1+randN,3,0.8,0.6,0.1,9.969808578491213,11.661721169948578,3.693352460861206,3.91257905960083,chunk_0,6.845719326520339e-05
ws_p0.1+randN,3,0.8,0.6,0.5,6.083284378051758,8.663745045661926,5.000951290130615,7.839269638061523,chunk_0,7.888164691394195e-05
ws_p0.1+randN,3,0.8,0.6,1.0,3.3219027519226074,4.424583375453949,7.721041202545166,16.818628311157227,chunk_0,-0.0001356141729047
ws_p0.1+randN,3,0.8,0.6,1.5,1.90343713760376,2.7528036236763,7.140722751617432,16.76495361328125,chunk_0,-5.50085460417904e-05
ws_p0.1+randN,3,0.8,0.8,0.1,13.75810432434082,16.722900450229645,5.309266567230225,5.795710563659668,chunk_0,0.0001440937776351
ws_p0.1+randN,3,0.8,0.8,0.5,9.086921691894531,13.561993896961212,6.950371742248535,11.96064281463623,chunk_0,-5.8628742408473045e-05
ws_p0.1+randN,3,0.8,0.8,1.0,5.897637367248535,8.972135424613953,10.281269073486328,23.677433013916016,chunk_0,-8.29102355055511e-05
ws_p0.1+randN,3,0.8,0.8,1.5,6.471427440643311,10.1998890042305,11.712120056152344,31.31591415405273,chunk_0,-0.0001584447745699
ws_p0.1+randN,3,0.8,1.0,0.1,15.5966796875,18.9650998711586,5.71323823928833,6.264148712158203,chunk_0,1.1400648872950114e-05
ws_p0.1+randN,3,0.8,1.0,0.5,13.73609733581543,20.16482639312744,18.77596092224121,36.70792770385742,chunk_0,-0.0001154086494352
ws_p0.1+randN,3,0.8,1.0,1.0,9.609410285949709,14.740145146846771,19.3197021484375,45.57317352294922,chunk_0,0.0001613656495464
ws_p0.1+randN,3,0.8,1.0,1.5,7.272527694702148,11.511753380298616,14.137197494506836,37.60501480102539,chunk_0,0.0002116739633493
ws_p0.1+randN,3,0.95,0.6,0.1,16.09161376953125,18.396536886692047,7.1461358070373535,8.172107696533203,chunk_0,0.0002703655336517
ws_p0.1+randN,3,0.95,0.6,0.5,10.375088691711426,15.29016125202179,7.259457111358643,12.619178771972656,chunk_0,-0.0001673808146733
ws_p0.1+randN,3,0.95,0.6,1.0,6.601566314697266,10.469079613685608,14.671283721923828,34.32793045043945,chunk_0,6.976659642532468e-05
ws_p0.1+randN,3,0.95,0.6,1.5,1.9581934213638303,2.719063639640808,8.238039016723633,20.340059280395508,chunk_0,0.0001669685152592
ws_p0.1+randN,3,0.95,0.8,0.1,12.944975852966309,15.104678452014925,5.045040130615234,5.453274250030518,chunk_0,-0.0001325102493865
ws_p0.1+randN,3,0.95,0.8,0.5,11.23752212524414,16.646837830543518,12.651432991027832,24.71553039550781,chunk_0,-0.0002205313940066
ws_p0.1+randN,3,0.95,0.8,1.0,8.551162719726562,13.169529676437378,18.821102142333984,43.994441986083984,chunk_0,-3.775485311052762e-05
ws_p0.1+randN,3,0.95,0.8,1.5,6.554416656494141,10.26259046792984,20.52565193176269,54.17692947387695,chunk_0,4.655377415474504e-05
ws_p0.1+randN,3,0.95,1.0,0.1,20.06632232666016,24.099007606506348,8.488428115844727,9.723697662353516,chunk_0,0.0001702257868601
ws_p0.1+randN,3,0.95,1.0,0.5,12.76740837097168,19.13096058368683,13.421646118164062,25.77743148803711,chunk_0,8.946494926931337e-05
ws_p0.1+randN,3,0.95,1.0,1.0,10.031208038330078,14.454928457736967,28.665239334106445,65.8501205444336,chunk_0,-0.0001529513247078
ws_p0.1+randN,3,0.95,1.0,1.5,7.929654598236084,11.238918781280518,29.513072967529297,74.51470947265625,chunk_0,-3.959876630688086e-05
ws_p0.1+randN,3,1.05,0.6,0.1,16.305940628051758,17.805217802524567,8.41892147064209,9.431867599487305,chunk_0,-0.000309186958475
ws_p0.1+randN,3,1.05,0.6,0.5,9.48568630218506,15.3356055021286,8.735116958618164,15.402260780334473,chunk_0,-0.0002146042243111
ws_p0.1+randN,3,1.05,0.6,1.0,6.354986190795898,9.718925893306732,13.320110321044922,30.26715087890625,chunk_0,0.0001824776845751
ws_p0.1+randN,3,1.05,0.6,1.5,5.652426719665527,8.810075759887695,11.997222900390623,30.356077194213867,chunk_0,0.0002039438841165
ws_p0.1+randN,3,1.05,0.8,0.1,17.971281051635742,20.707442939281464,10.23205852508545,12.738890647888184,chunk_0,7.731794903520495e-05
ws_p0.1+randN,3,1.05,0.8,0.5,12.2415132522583,17.58461421728134,16.825214385986328,31.975557327270508,chunk_0,-0.000131339445943
ws_p0.1+randN,3,1.05,0.8,1.0,8.895173072814941,13.546653151512146,26.5766658782959,60.70503234863281,chunk_0,6.431744259316474e-05
ws_p0.1+randN,3,1.05,0.8,1.5,6.882232666015625,9.905685186386108,28.206504821777344,70.97205352783203,chunk_0,0.0001551308378111
