mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,seed,src
binary+shuffle,125,0.6,0.6,0.1,3.7427048683166504,4.299170970916748,1.6274954080581665,1.687264084815979,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,0.6,0.5,3.6079657077789307,5.279703378677368,1.896191954612732,2.543417453765869,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,0.6,1.0,2.3661868572235107,4.288460075855255,2.1436283588409424,3.4059231281280518,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,0.6,1.5,1.497467041015625,2.7555909156799316,2.276845693588257,3.969249963760376,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,0.8,0.1,4.188180446624756,4.928938210010529,1.7136770486831665,1.7792004346847534,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,0.8,0.5,3.99874210357666,6.93936550617218,2.0242621898651123,2.757901430130005,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,0.8,1.0,2.700439929962158,3.8797317147254944,2.3107945919036865,3.7857813835144043,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,0.8,1.5,1.9768140316009521,3.9286271929740906,2.4622631072998047,4.460978984832764,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,1.0,0.1,4.86289119720459,5.848785161972046,1.8362860679626465,1.9101203680038452,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,1.0,0.5,4.415591716766357,6.2075066566467285,2.204801082611084,3.0597569942474365,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,1.0,1.0,3.234466075897217,6.181501805782318,2.5450313091278076,4.312359809875488,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.6,1.0,1.5,2.6565845012664795,2.4500149488449097,2.719897985458374,5.13670015335083,0.0014029601588845253,0.0527670755982399,12550345,chunk_5
binary+shuffle,125,0.8,0.6,0.1,4.308813571929932,4.99823260307312,1.987061619758606,2.0612027645111084,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,0.6,0.5,3.2808656692504883,5.891469299793243,2.2756335735321045,3.123570442199707,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,0.6,1.0,1.2244470119476318,2.36479252576828,2.5215320587158203,4.185482501983643,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,0.6,1.5,1.8706910610198975,2.454131543636322,2.6482605934143066,4.872695446014404,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,0.8,0.1,4.971895694732666,5.86821061372757,2.1055908203125,2.1901235580444336,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,0.8,0.5,4.778039932250977,6.776885509490967,2.473536491394043,3.472679853439331,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,0.8,1.0,3.1916418075561523,5.597272515296936,2.783208131790161,4.811954021453857,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,0.8,1.5,1.9469298124313354,3.784814476966858,2.936396598815918,5.675701141357422,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,1.0,0.1,5.7942328453063965,6.974777162075043,2.279958963394165,2.3798794746398926,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,1.0,0.5,5.3154191970825195,9.034158825874329,2.760619640350342,3.9846158027648926,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,1.0,1.0,2.9387660026550293,5.36973249912262,3.1642675399780273,5.721795082092285,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.8,1.0,1.5,2.3295063972473145,3.844782590866089,3.354447841644287,6.835951328277588,0.001870613545179367,0.052767056971788406,12550345,chunk_5
binary+shuffle,125,0.95,0.6,0.1,4.52001953125,5.2622294425964355,2.525169610977173,2.589750051498413,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,0.6,0.5,2.915651321411133,4.8118191957473755,2.714708089828491,3.8087074756622314,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,0.6,1.0,2.4201695919036865,3.663626790046692,2.8975751399993896,4.976220607757568,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,0.6,1.5,1.2105402946472168,2.1887468099594116,2.9931106567382812,5.737460136413574,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,0.8,0.1,5.373668193817139,6.338898301124573,2.6608166694641113,2.75834321975708,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,0.8,0.5,3.3986217975616455,6.3540462255477905,2.986351490020752,4.31299352645874,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,0.8,1.0,2.2621045112609863,4.926706790924072,3.258000135421753,5.873563289642334,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,0.8,1.5,1.081939935684204,2.3097440004348755,3.3842616081237793,6.868262767791748,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,1.0,0.1,6.2809295654296875,7.608123481273651,2.8745944499969482,3.0096192359924316,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,1.0,0.5,5.1695709228515625,7.4030245542526245,3.3931491374969482,5.076982498168945,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,1.0,1.0,3.664393901824951,5.133979499340057,3.7970192432403564,7.218605041503906,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,0.95,1.0,1.5,2.9649293422698975,5.41364198923111,3.969423294067383,8.555148124694824,0.0022213535849004984,0.05276705324649811,12550345,chunk_5
binary+shuffle,125,1.05,0.6,0.1,2.855907440185547,2.9224995970726013,2.587474822998047,2.930647611618042,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,0.6,0.5,3.7488677501678467,6.073680937290192,3.239396333694458,4.656709671020508,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,0.6,1.0,2.289846181869507,2.2536009550094604,3.2239174842834473,5.6726837158203125,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,0.6,1.5,1.165117859840393,1.3500407338142395,3.2699434757232666,6.44211483001709,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,0.8,0.1,4.912404537200928,5.578565001487732,2.784890651702881,3.18146014213562,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,0.8,0.5,3.5069403648376465,4.952831208705902,3.572211980819702,5.339435577392578,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,0.8,1.0,3.2237906455993652,4.296529531478882,3.6722917556762695,6.816376686096191,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,0.8,1.5,1.7896921634674072,1.9008288979530334,3.747572422027588,7.855654239654541,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,1.0,0.1,5.797468185424805,6.645553290843964,3.0923006534576416,3.563936233520508,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,1.0,0.5,3.9171812534332275,6.946552932262421,4.09256649017334,6.386414527893066,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,1.0,1.0,4.494124412536621,6.302053093910217,4.354226589202881,8.56541633605957,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,125,1.05,1.0,1.5,3.6763436794281006,4.339127421379089,4.475277900695801,10.00414752960205,0.0024551802780479193,0.052767086774110794,12550345,chunk_5
binary+shuffle,126,0.6,0.6,0.1,4.26228666305542,4.592653930187225,1.4948976039886475,1.5380033254623413,0.0013949128333479166,0.046010300517082214,12650345,chunk_5
binary+shuffle,126,0.6,0.6,0.5,4.050515174865723,6.3324732184410095,1.763938546180725,2.2627649307250977,0.0013949128333479166,0.046010300517082214,12650345,chunk_5
binary+shuffle,126,0.6,0.6,1.0,3.4450180530548096,5.198741972446442,2.048863172531128,3.119760751724243,0.0013949128333479166,0.046010300517082214,12650345,chunk_5
