EI_bal,MC_mean,MC_disp,IPC_mean,IPC_disp,KR_mean,KR_disp,GR_mean,GR_disp
133,5.553981720959698,0.5992353575806955,7.804988612952056,0.5850180161562231,23.280131205806025,0.7672989696054815,48.7814864370558,0.7345853622209699
134,5.515060379770067,0.5924480175771645,7.827696510155996,0.5711875442495019,23.026295178024856,0.7987944061169734,48.36556199391683,0.75814807759732
135,5.4981515151483045,0.5962975922499855,7.885782183541192,0.570549242890398,22.787159510012025,0.7685621426778549,47.90173023365162,0.7338944760775789
136,5.508362482653724,0.5810753629430329,7.919974010962027,0.5580303180857927,22.999239988680237,0.7602278639341782,48.45006636866817,0.725136159069009
137,5.472729490421436,0.6098334713587085,7.760581016099011,0.5844666607506027,23.47891404187238,0.775719970688957,49.177983121518736,0.7313684920196323
138,5.482960207374008,0.5923819453215795,7.904727311046035,0.5687297345838267,23.354688234682435,0.7743339206459167,49.09921772921527,0.7389366923908871
139,5.45474967735785,0.6070071314235042,7.798582828486407,0.5853807322920201,23.6189744454843,0.7832879524655536,49.06700135336982,0.7464067400947278
140,5.520390568839179,0.5931157018450016,7.886524435767421,0.5793860839396714,24.02081493801541,0.7856295973747053,50.1332365459866,0.7370609523328933
141,5.4972524457507665,0.605932687654911,7.836363856880753,0.5833685044315178,24.046055737248174,0.7760312384307559,49.935205166428176,0.7389082163852667
142,5.545842915994149,0.6070857918321622,7.953274840337259,0.5919128215803263,23.36497072643704,0.7432063302300795,48.86073791009409,0.7185070900803869
143,5.644351875340497,0.5911258651852015,8.048423837732386,0.5591867744684885,23.90436183081733,0.7703030821816158,49.76929679799963,0.7301194473787416
144,5.691480495753112,0.5790944480515793,8.082637594364307,0.5565131472640805,23.293717190071387,0.7991857647683658,49.07675990705137,0.7543519880865215
145,5.614067517828058,0.6074361208959379,7.970552312886274,0.5805779627345293,23.61393577787611,0.7973613473571978,48.730231535876236,0.7428878841502401
146,5.537849296905376,0.5882511661133905,7.943946966418514,0.5819207529339321,24.056830091829653,0.7800674273312252,50.198902663478144,0.7384160094693228
147,5.601686719170323,0.5846345484264842,7.947204811926241,0.5676716217891158,23.368956774252432,0.7764894680431998,49.13200392193264,0.7291472746341714
148,5.577928300257082,0.5939734009528048,7.9420398244151365,0.5694440796626704,24.007223468356663,0.7753983735166547,49.99866958900734,0.7249598025711558
149,5.628222301712743,0.5875443519286578,8.068326693994027,0.5685079333101283,23.86918734797725,0.7833793419550398,50.021018762941715,0.7450137501820917
150,5.546895121645044,0.619359319568552,7.847256580105534,0.5954878467275091,23.770061242138897,0.7956598203713925,49.836595125551575,0.748332728139048
151,5.607261577358952,0.5867315424792046,8.06462085423646,0.5609839912562553,23.16545972470884,0.7702640209537112,48.721958764394124,0.7293097585795214
