normalization,sign_frac,raw_rho,raw_rho_std,raw_rho_n,raw_rho_sem,ref_rho,ref_rho_std,ref_rho_n,ref_rho_sem,post_rho,post_rho_std,post_rho_n,post_rho_sem,raw_fro,raw_fro_std,raw_fro_n,raw_fro_sem,ref_fro,ref_fro_std,ref_fro_n,ref_fro_sem,post_fro,post_fro_std,post_fro_n,post_fro_sem,scale_factor,scale_factor_std,scale_factor_n,scale_factor_sem
original_radius,0.0,100.5592269897461,0.0,100,0.0,68.22114112854004,2.5931888684871027,100,0.2593188868487103,1.4761015450954438,0.055358443899895325,100,0.005535844389989533,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.1,80.87448837280273,7.570314575378499,100,0.75703145753785,68.22114112854004,2.5931888684871027,100,0.2593188868487103,1.1875063890218736,0.12361267343603785,100,0.012361267343603785,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.2,62.42941780090332,10.47374842638115,100,1.0473748426381149,68.22114112854004,2.5931888684871027,100,0.2593188868487103,0.916389318704605,0.15878673423962986,100,0.015878673423962986,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.22058823529411764,59.44750877380371,10.356747212889344,100,1.0356747212889343,68.22114112854004,2.5931888684871027,100,0.2593188868487103,0.8726557511091232,0.1567092433959447,100,0.01567092433959447,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.3,48.4885827255249,8.80127040133609,100,0.880127040133609,68.22114112854004,2.5931888684871027,100,0.2593188868487103,0.7119194450974464,0.13300762973465446,100,0.013300762973465446,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.4,47.213699150085446,7.815672638156979,100,0.7815672638156979,68.22114112854004,2.5931888684871027,100,0.2593188868487103,0.6930523774027825,0.11765280624992,100,0.011765280624992,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.5,46.280703659057615,7.3207864155817415,100,0.7320786415581741,68.22114112854004,2.5931888684871027,100,0.2593188868487103,0.6796795812249183,0.11317738872681292,100,0.011317738872681293,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.6,46.40715812683106,6.994998149177583,100,0.6994998149177583,68.22114112854004,2.5931888684871027,100,0.2593188868487103,0.6816170412302017,0.10864334762435776,100,0.010864334762435776,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.7,50.663607139587405,8.642645620892546,100,0.8642645620892546,68.22114112854004,2.5931888684871027,100,0.2593188868487103,0.7441011768579483,0.1334552659533824,100,0.013345526595338239,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.8,63.807907791137694,10.362235325413153,100,1.0362235325413152,68.22114112854004,2.5931888684871027,100,0.2593188868487103,0.9370291119813919,0.15776057713925126,100,0.015776057713925127,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
original_radius,0.9,79.93590110778808,7.81869188216512,100,0.781869188216512,68.22114112854004,2.5931888684871027,100,0.2593188868487103,1.1734931063652039,0.1231258009195325,100,0.01231258009195325,515.4706420898438,0.0,100,0.0,515.4706420898438,0.0,100,0.0,7.566548857688904,0.2837695497915019,100,0.028376954979150187,0.014678912855820252,0.000550505705017616,100,5.50505705017616e-05
