model,neuron_bias,capacity_threshold,order,parity,mean_ipc_contrib,std_ipc_contrib,median_ipc_contrib,ratio_to_order3
binary_base,0.0,0.0,1,odd,3.8323844374124882,0.6134636227959761,3.975826666891348,2.0847626881596275
binary_base,0.0,0.0,2,even,0.04071210995787519,0.005575062476824319,0.039869724509806526,0.022146809429623753
binary_base,0.0,0.0,3,odd,1.8382833015855702,0.5162326806151328,1.9115578663274109,1.0
binary_base,0.0,0.0,4,even,0.043208904582657845,0.005874009768544854,0.04315524667205081,0.02350503023412603
binary_base,0.0,0.0,5,odd,0.5430786225075559,0.2872951809731982,0.4825356036562318,0.2954270552526564
binary_base,0.0,0.0,6,even,0.04194046718466155,0.006444479572621259,0.04123684730744559,0.022815018310010617
binary_base,0.0,0.0,7,odd,0.18739930211326983,0.10860186450443352,0.1580122068649672,0.10194255801139723
binary_base,0.0,0.0,8,even,0.0431561895214732,0.00722561859244297,0.04319826078624015,0.023476353989752174
binary_base,0.0,0.0,9,odd,0.08516410019702901,0.03881188556686543,0.07423287853629269,0.04632806060065531
binary_base,0.0,0.0,10,even,0.03834791753157722,0.004783064758864854,0.03941685151633223,0.020860722337248606
binary_base,0.0,0.001,1,odd,3.819428699318087,0.6134097252086161,3.9651393075473607,2.0944379665892066
binary_base,0.0,0.001,2,even,0.023294300434645265,0.00553249099862875,0.023636740224901587,0.0127737604433268
binary_base,0.0,0.001,3,odd,1.823605549673084,0.5156925327201098,1.894798643188551,1.0
binary_base,0.0,0.001,4,even,0.025772610027343035,0.006090900917784743,0.024965188174974173,0.01413277670270485
binary_base,0.0,0.001,5,odd,0.5262830084073358,0.2874402016604914,0.46839152881875634,0.28859476135158835
binary_base,0.0,0.001,6,even,0.02492634881637059,0.006444248773043254,0.0238298253971152,0.013668717349998805
binary_base,0.0,0.001,7,odd,0.17120513265253975,0.10875679986929492,0.14252380304969847,0.09388276575667996
binary_base,0.0,0.001,8,even,0.025929504953091966,0.007943519002010289,0.026377732341643423,0.014218812263288144
binary_base,0.0,0.001,9,odd,0.06862995002884417,0.03853781945894823,0.059036471240688115,0.0376342077052504
binary_base,0.0,0.001,10,even,0.021385375264799222,0.0053077259032289084,0.021254766266793013,0.011726974217989716
binary_base,0.0,0.005,1,odd,3.788759485515766,0.6102723646290497,3.930432560155168,2.1084221820742592
binary_base,0.0,0.005,2,even,0.0010305584641173483,0.003208859550156032,0.0,0.000573499672907742
binary_base,0.0,0.005,3,odd,1.796964345057495,0.5153538701841258,1.8654608484357595,1.0
binary_base,0.0,0.005,4,even,0.0014769919216632843,0.0032152942399199446,0.0,0.0008219372441783351
binary_base,0.0,0.005,5,odd,0.5041726757772267,0.2881289907397563,0.43742320826277137,0.280569103757646
binary_base,0.0,0.005,6,even,0.0005990681936964392,0.0017972257038189777,0.0,0.0003333778966422796
binary_base,0.0,0.005,7,odd,0.1496628810185939,0.1081428211246547,0.1250618752092123,0.08328650561723046
binary_base,0.0,0.005,8,even,0.0017094815149903298,0.0032064312065297625,0.0,0.0009513163239394345
binary_base,0.0,0.005,9,odd,0.04281914934981614,0.03982097545110847,0.028797108214348555,0.023828602647341962
binary_base,0.0,0.005,10,even,0.0005977356573566795,0.0018064279721465633,0.0,0.0003326363480726461
binary_base,0.0,0.01,1,odd,3.7762380794622006,0.6116893444040303,3.9270059186965227,2.1086044957833034
binary_base,0.0,0.01,2,even,0.0006511397194117307,0.0028382522350411644,0.0,0.0003635883413182973
binary_base,0.0,0.01,3,odd,1.7908707332331688,0.5150764711979962,1.8609747542068362,1.0
binary_base,0.0,0.01,4,even,0.0,0.0,0.0,0.0
binary_base,0.0,0.01,5,odd,0.49956448418088256,0.28901113056487054,0.4309947551228106,0.2789506103988802
binary_base,0.0,0.01,6,even,0.0,0.0,0.0,0.0
binary_base,0.0,0.01,7,odd,0.1461717329453677,0.10721795493318768,0.11585219809785485,0.08162048227873762
binary_base,0.0,0.01,8,even,0.0005820760503411293,0.002537210680892277,0.0,0.000325024045309106
binary_base,0.0,0.01,9,odd,0.03957982608117163,0.041085734312505645,0.028797108214348555,0.02210088385872259
binary_base,0.0,0.01,10,even,0.0,0.0,0.0,0.0
binary_base,0.1,0.0,1,odd,3.53487555099571,0.4921075168179721,3.657542404543303,2.271587113938903
binary_base,0.1,0.0,2,even,1.1962615879658125,0.43805198940951706,1.0957496007586396,0.7687434448315398
binary_base,0.1,0.0,3,odd,1.5561259039131812,0.35449269397652133,1.4760013554884073,1.0
binary_base,0.1,0.0,4,even,0.2828096025238508,0.17965294048756084,0.23341694659995582,0.1817395377923284
binary_base,0.1,0.0,5,odd,0.5278878620973334,0.32658715871550104,0.39999623730101064,0.33923210247310753
binary_base,0.1,0.0,6,even,0.10570912605585843,0.06457485040089195,0.0705174005365965,0.06793095969293506
binary_base,0.1,0.0,7,odd,0.1273854339659442,0.08258679002457239,0.08947609821202851,0.08186062171808127
binary_base,0.1,0.0,8,even,0.05913076975820961,0.02745743293206174,0.052522309003179224,0.037998705380788145
binary_base,0.1,0.0,9,odd,0.07656894923710582,0.03175176614484486,0.062486104143403054,0.049204854854326574
binary_base,0.1,0.0,10,even,0.0422465113743533,0.009191533320517366,0.04190687878092092,0.027148517525552546
binary_base,0.1,0.001,1,odd,3.521188280824572,0.4924140811594249,3.642643974395469,2.285870654934265
binary_base,0.1,0.001,2,even,1.1807174424524418,0.43867442534446094,1.0790817200322635,0.7664933364026318
binary_base,0.1,0.001,3,odd,1.5404144907428416,0.3548291423241586,1.4625051215407439,1.0
binary_base,0.1,0.001,4,even,0.2668335121299606,0.17965793212435888,0.2174429009319283,0.1732218917268716
binary_base,0.1,0.001,5,odd,0.5116488699277397,0.32715625705721985,0.38430818170309067,0.3321501277756773
binary_base,0.1,0.001,6,even,0.0888838071085047,0.06487916774874593,0.0562648888444528,0.05770122758689567
binary_base,0.1,0.001,7,odd,0.11011342569254338,0.08315235284234453,0.07264259620569646,0.07148298484224389
