ep,ret,len,avg100_ret,avg100_|delta|,td_mean,td_std,v_grad_norm,actor_grad_norm,feat_norm_mean,z_norm_mean,act_mean,act_std,logstd_mean,logstd_min,logstd_max,entropy_approx,eval_ret
32,25.480663691642892,1000,29.53399807532326,0.09669090791118218,0.021547422851014682,0.35565832756752286,4.2950026591441,10.820487367573252,19.211265169620514,19.185074565410613,0.5795921683311462,0.5379825830459595,-0.6072356700897217,-0.6283761262893677,-0.5860952138900757,1.623405726229902,nan
33,37.9389999796064,1000,29.78869510272578,0.097338892532107,0.03479586185305271,0.22768539485288386,2.1307256325609236,4.903600604811967,18.824448622226715,18.797628972530365,-0.4787534475326538,0.6214555501937866,-0.610765814781189,-0.6304154396057129,-0.591116189956665,1.6163454368469674,nan
34,24.831313324583846,1000,29.64288975630984,0.09735251942948822,0.02890348528926176,0.20614815985606433,1.6069159045740646,3.966913594476655,18.117258885622025,18.089428885936737,0.47861987352371216,0.6215454339981079,-0.611822247505188,-0.6266912817955017,-0.596953272819519,1.6142325713989694,nan
35,32.65678489631791,1000,29.729001046024358,0.09707578185838857,0.021572219031871533,0.18213519015065038,1.4154722721690838,3.41481105155791,18.168950980186462,18.141181344985963,0.4756726324558258,0.62511146068573,-0.6206951141357422,-0.6390649080276489,-0.6023253202438354,1.596486838137861,nan
36,22.332098144407308,1000,29.523531520979443,0.09684282924512508,0.0257210031128456,0.23109654469361518,1.2886667668288754,2.954688387715922,19.19812935447693,19.17197537994385,-0.49328505992889404,0.6246404051780701,-0.6149119138717651,-0.632533848285675,-0.5972899794578552,1.608053238665815,nan
37,32.94078911841739,1000,29.61588983442371,0.09649032069154372,0.02254839154734808,0.1668063547602506,1.3942398692723454,3.252223343610702,19.120168962240218,19.09381220340729,-0.4893498122692108,0.6252735257148743,-0.6245696544647217,-0.6482530236244202,-0.6008862257003784,1.588737757479902,nan
38,28.83012836484098,1000,29.595211901013638,0.09711205828086988,0.034844156582624165,0.23958066024594862,1.8889946571416514,4.548091700399169,17.949489573478697,17.9214513566494,0.48287132382392883,0.6280112266540527,-0.6277762651443481,-0.645964503288269,-0.609588086605072,1.582324536120649,nan
39,21.708606998011298,1000,29.392991262475114,0.09687918243072603,0.015985948650842827,0.19304083487560794,1.4776317980710658,3.8179756630888884,18.119540350437163,18.09174456977844,0.4802401661872864,0.6240457892417908,-0.6324359178543091,-0.654216468334198,-0.6106553077697754,1.5730052307007272,nan
40,22.68919921872234,1000,29.225396461381298,0.09616286379347898,0.022979300754745816,0.15040336801609475,1.1782490870580633,2.606509323161216,19.33334431052208,19.307231421232224,-0.49922096729278564,0.6072370409965515,-0.6354037523269653,-0.6543896794319153,-0.6164178252220154,1.5670695617554147,nan
41,29.64427698532768,1000,29.23561305952633,0.09543888893376282,0.021048350248078985,0.16034462582604786,1.0461043590696317,2.3557379489867936,19.253932188987733,19.227772573471068,-0.49089527130126953,0.6231533885002136,-0.6388970613479614,-0.6643761992454529,-0.6134179830551147,1.5600829437134225,nan
42,28.552535932454845,1000,29.219349318405584,0.0947469407334087,0.018989731218256863,0.15684595049250383,1.1419097606468647,2.7760176756469948,19.26732082724571,19.241102930307388,-0.51584792137146,0.5833223462104797,-0.6405751705169678,-0.6665332317352295,-0.6146171689033508,1.5567267253754098,nan
43,29.765628274894947,1000,29.232053480184405,0.09474903556823211,0.03254094796289849,0.15675384457591307,1.5832678431083262,3.9904099999079605,18.127406425476075,18.099580005645752,0.48634329438209534,0.6276699304580688,-0.6456928253173828,-0.6696813106536865,-0.6217043995857239,1.5464914157745797,nan
44,21.948569790294783,1000,29.066519759959643,0.09425142293113818,0.019882343022351215,0.1771491086574271,1.2438131181506038,3.0650182936160104,19.059359493255617,19.03292018890381,-0.49920856952667236,0.6104674935340881,-0.652184009552002,-0.6757070422172546,-0.6286609768867493,1.5335090473053414,nan
45,35.08853135568404,1000,29.200342239864625,0.09450581868238764,0.03440093816898615,0.16728940706595435,1.7806004759549074,4.548929980796234,18.26340376830101,18.235806285619734,0.4875720739364624,0.6320269107818604,-0.6555235385894775,-0.6822649836540222,-0.6287820339202881,1.5268299892303903,nan
46,31.58167628214161,1000,29.252110371218475,0.09418685196471911,0.026677926936725792,0.18931899851952813,1.3741999775867146,3.364569275726638,18.824765006780623,18.797916601657867,-0.48747608065605164,0.6233009696006775,-0.660774827003479,-0.6926583647727966,-0.6288912296295166,1.5163274124023873,nan
47,21.94064595129089,1000,29.09654729845406,0.09396117836546768,0.02385168198212962,0.1957478752182554,1.2826300336915184,3.152953661550088,18.430601578235628,18.403339334487914,0.4892513155937195,0.6183223724365234,-0.6631377935409546,-0.6949427723884583,-0.6313328742980957,1.5116014793274362,nan
48,26.436866876682025,1000,29.041137289667137,0.09370594361814093,0.018092253435508982,0.18280833722824857,1.2418063739478211,3.1877048275937394,18.359207614898683,18.33182499909401,0.4915350675582886,0.6310291290283203,-0.6642206907272339,-0.7011594176292419,-0.6272820234298706,1.5094356849548776,nan
49,26.110125066745184,1000,28.98132071368914,0.09343607668490805,0.02658835354117338,0.2003775019393617,1.3942096600184692,3.449238555029139,18.95805119276047,18.93142096376419,-0.489531546831131,0.620193600654602,-0.6634559631347656,-0.6946134567260742,-0.6322985291481018,1.510965140139814,nan
50,15.097106708621032,1000,28.703636433587782,0.09323499449996282,0.02041781648925257,0.19945316725857692,1.3111400981454295,3.556483128903946,18.353554758548736,18.32616697883606,0.4876305162906647,0.6274793744087219,-0.6638769507408142,-0.6921754479408264,-0.635578453540802,1.510123164927717,6.507970591078886
51,31.735405049920615,1000,28.76308287704529,0.09283103817488349,0.021172530764289564,0.14804003533913984,1.2483147762804507,3.1970780757879114,18.28252378487587,18.254860874652863,0.48615360260009766,0.6275179982185364,-0.6715284585952759,-0.7051433324813843,-0.6379135847091675,1.4948201492187936,nan
52,26.499550544748033,1000,28.719553409116493,0.0923638414737804,0.026128232804504072,0.14195353554544626,1.0264201064295528,2.524595970607493,19.058915167808532,19.03254966878891,-0.49730342626571655,0.6230342984199524,-0.6716666221618652,-0.7076503038406372,-0.6356828808784485,1.4945438220856149,nan
53,24.80317198924191,1000,28.64565942006226,0.09153334378743325,0.01570920214525827,0.1668464077131728,0.8086175324453229,2.1912983497997307,19.59358792066574,19.56785519337654,-0.664132833480835,0.429195761680603,-0.6763450503349304,-0.7136296629905701,-0.6390604376792908,1.4851869657394845,nan
54,21.411564139452665,1000,28.51169469264356,0.09042054341114918,0.01604478711399151,0.1426496953141619,0.381077527751119,0.8795541669101831,19.729295906543733,19.70378741979599,-0.782953143119812,0.3065926432609558,-0.6788016557693481,-0.7158548831939697,-0.6417483687400818,1.480273754870649,nan
55,34.205492532804534,1000,28.615218289737395,0.09241562442221214,0.04143373283063479,0.29350406249682465,3.5424770361792346,9.496210290443384,18.612930157899857,18.585864179611207,0.4928232729434967,0.6233057379722595,-0.6850022077560425,-0.7202500104904175,-0.6497544646263123,1.4678726508972604,nan
56,33.02935815829148,1000,28.69404221596157,0.09236219525387293,0.02672886480695803,0.2011952189032293,1.431632653439391,3.958032706091315,18.1140423746109,18.08621966958046,0.48164790868759155,0.6309813261032104,-0.6915158033370972,-0.7299581170082092,-0.6530734300613403,1.454845459735151,nan
57,24.45804484237036,1000,28.619726472565233,0.09196299343947052,0.015361959951427367,0.14726228536425662,1.0010905655699391,2.7626453837400047,18.295742914676666,18.26826717066765,0.49648597836494446,0.6249654293060303,-0.6973600387573242,-0.7435447573661804,-0.6511753797531128,1.443156988894697,nan
58,-2.291510683467044,1000,28.086774107806058,0.09128176340862738,0.015529227661321532,0.20441724363289684,0.8109844928972662,2.2413225576620857,19.62407761144638,19.598420212745665,-0.7998454570770264,0.30621376633644104,-0.699741005897522,-0.7497498393058777,-0.649732232093811,1.4383950546143014,nan
59,22.01424879113506,1000,27.983849949896378,0.09025241519531338,0.014860769198185816,0.14512824187668336,0.3609650452407186,0.8479875878292934,19.912914944171906,19.887704384803772,-0.817234992980957,0.26783767342567444,-0.6994224190711975,-0.7461159825325012,-0.6527288556098938,1.4390322282669503,nan
60,11.637335391124688,1000,27.711408040583517,0.08932881497250941,0.008877479901095836,0.1729886498626438,0.4847532720031927,1.2120114190021407,19.64119808101654,19.61559638643265,-0.8286944627761841,0.2705360949039459,-0.7018238306045532,-0.7511517405509949,-0.6524959802627563,1.434229405200239,nan
61,22.823376599896896,1000,27.63127637762144,0.09031646391102514,0.017143020067670423,0.2434251424738743,2.6665717864366534,7.448360733493671,19.37145799255371,19.34547863149643,0.6071658134460449,0.5235639810562134,-0.6917244791984558,-0.7236698865890503,-0.6597790718078613,1.4544281080124337,nan
62,31.73181329991725,1000,27.697414069916537,0.08988764718838713,0.016318028902002152,0.14439910779260326,1.07073516756526,3.0649784027035536,18.337190952777863,18.309699481010437,0.48823678493499756,0.6285655498504639,-0.6952446699142456,-0.7334397435188293,-0.6570495367050171,1.4473877265808541,nan
63,36.5138161740316,1000,27.83735696045804,0.08977014911120557,0.03220127724524436,0.16965831141351997,1.2400166813859557,3.051004367275129,18.778167612791062,18.75134884262085,-0.49395135045051575,0.6267469525337219,-0.697715163230896,-0.7374592423439026,-0.6579710245132446,1.4424467399475533,nan
64,29.297433164393,1000,27.860170651144532,0.0895876836765619,0.03174232501161984,0.14862459518861076,1.151977183887179,3.354067555012534,17.95718963766098,17.929161111354826,0.4920155107975006,0.6290311813354492,-0.6933428049087524,-0.729526698589325,-0.6571588516235352,1.4511914565918405,nan
65,21.176627570231517,1000,27.757346911438177,0.08954472695853141,0.019271594792345723,0.21881889718466116,1.207826221658375,3.188257219135405,17.906242300510407,17.878177523612976,0.4923340082168579,0.6315847635269165,-0.6956526041030884,-0.7347276210784912,-0.6565775275230408,1.4465718582031686,nan
66,25.866707494945988,1000,27.728700859673143,0.08927867476327953,0.017136030965560586,0.1940412761547287,0.9964190418077685,2.622174560631848,17.81945208835602,17.79119277191162,0.4915640354156494,0.6300888061523438,-0.6981523036956787,-0.738963782787323,-0.6573408246040344,1.441572459017988,nan
67,29.818786473155196,1000,27.759896167337054,0.08906630271699838,0.019060445761711176,0.16059281731110706,1.1614538294690628,3.2550857661166486,17.608276701450347,17.579681624174118,0.4896130859851837,0.6322429776191711,-0.6946275234222412,-0.7428162693977356,-0.6464388370513916,1.448622019564863,nan
68,25.55414222647308,1000,27.72745860938317,0.08879975291461321,0.024712180846166745,0.17617230064416084,1.160817976745002,3.0659479815863073,19.61984822511673,19.59412630677223,-0.6559568047523499,0.4651241600513458,-0.695588231086731,-0.7438133358955383,-0.6473631262779236,1.4467006042358834,nan
69,21.002163294913792,1000,27.62999056134738,0.08792882563243783,0.015480934504146317,0.1634511414072097,0.3081378924654799,0.7565198509756924,19.90083265900612,19.875537719011305,-0.8448536396026611,0.23630622029304504,-0.6988577842712402,-0.7460287809371948,-0.6516867876052856,1.4401614978668649,nan
70,31.341968848566573,1000,27.683018822593368,0.08982167957175907,0.02916595118537919,0.3150759712931322,3.9706539565266104,10.377377820448228,18.675680757761,18.648659395694732,0.5161709189414978,0.6023300290107727,-0.6840317249298096,-0.7241437435150146,-0.6439196467399597,1.4698136165497262,nan
71,32.45121602487408,1000,27.750176529667748,0.08941974105534256,0.023556808677268837,0.13339354582422538,0.8474209969280562,2.2442213024035933,17.746258877038954,17.717895170211793,0.4944591820240021,0.6304835081100464,-0.6850950717926025,-0.7281971573829651,-0.64199298620224,1.4676869228241403,nan
72,25.411904185088588,1000,27.717700524881927,0.08942494577913956,0.0248978482164995,0.19720477071734432,1.4171115909768819,3.6219895206844246,19.17855304479599,19.152308041095733,-0.5191617608070374,0.5924239158630371,-0.6863117218017578,-0.7261063456535339,-0.6465170979499817,1.4652536228058297,nan
73,25.23005162357433,1000,27.683623142672236,0.09013771883324993,0.03263908371831603,0.25029072962832477,2.5024726423332013,6.593513178383181,17.59426395750046,17.565476058006286,0.48188233375549316,0.6326707005500793,-0.6778292059898376,-0.7100427746772766,-0.6456156373023987,1.48221865442967,nan
74,19.492798725769838,1000,27.57293632622761,0.08996920367147197,0.020210032461665483,0.203951198659575,1.2080383082097577,3.3817392819924,17.50800501012802,17.479235028743744,0.49053266644477844,0.6359547972679138,-0.6756644248962402,-0.7039000988006592,-0.6474287509918213,1.4865482166168649,nan
75,12.059695398928381,1000,27.36609311386362,0.08981145506158597,0.020150594268785554,0.19089408952072426,1.270006774617448,3.311208836735176,19.70689211368561,19.681394558906554,-0.7358438968658447,0.3843526542186737,-0.6833962202072144,-0.7185686826705933,-0.6482237577438354,1.4710846259949166,nan
76,22.021087175871894,1000,27.29576408836373,0.09094602046150806,0.015084886091278107,0.2693586606725921,3.1602417499346362,8.61570777603076,18.784157541513444,18.75732355284691,0.5492453575134277,0.5732074975967407,-0.6810840368270874,-0.7086033225059509,-0.6535646915435791,1.4757089927551705,nan
77,28.877659973680856,1000,27.316308190770442,0.09067925856348107,0.026462588460910666,0.1584396085243871,1.0075677686533249,2.478430622478212,19.16857449388504,19.1423339138031,-0.4981432259082794,0.619106650352478,-0.6840670108795166,-0.7141212821006775,-0.6540126800537109,1.4697430446503121,nan
78,23.25933860324238,1000,27.264295760161104,0.09007836847123465,0.014956934510543089,0.13968958268418583,0.5401643457188258,1.6067773438297706,19.74986645913124,19.724398926258086,-0.73959881067276,0.3785170018672943,-0.6834498047828674,-0.720049262046814,-0.6468503475189209,1.4709774568436105,nan
79,26.742604689654257,1000,27.25769207572431,0.0892935457450197,0.01709506572356474,0.13731041645662126,0.33379636008659674,0.8844724031072526,19.922821741104126,19.89742238497734,-0.8160237073898315,0.28180891275405884,-0.6814867854118347,-0.7169872522354126,-0.6459863185882568,1.474903495585676,nan
80,13.824256744723359,1000,27.0897741340868,0.08859785152681413,0.010358809412162369,0.17450865192838605,0.5631394130699959,1.6492917253924713,19.661805635929106,19.636186991214753,-0.8605713844299316,0.24864087998867035,-0.6881924271583557,-0.7257001399993896,-0.6506847143173218,1.461492212092634,nan
81,24.418395488554943,1000,27.056794150808624,0.08783496615048568,0.01566330216824483,0.139500601167795,0.22345302893202384,0.5454960002989304,19.90244789457321,19.877217913150787,-0.8592026233673096,0.23788779973983765,-0.6905909776687622,-0.7305461168289185,-0.6506357789039612,1.456695111071821,nan
82,27.69747585658727,1000,27.06460734234251,0.08938179776415331,0.019973398245790003,0.3197899595399417,3.919128831065855,10.800412746459639,18.973032307386397,18.946452304363252,0.5412847399711609,0.5745493173599243,-0.6764870882034302,-0.715054988861084,-0.6379191875457764,1.484902890002485,nan
83,31.99058930434324,1000,27.12395652260758,0.08911883333236613,0.017773418013739054,0.1497228891121832,0.9015563853728844,2.4171900314434254,17.837308727025984,17.809071403264998,0.49586111307144165,0.6298831701278687,-0.6817321181297302,-0.7294365763664246,-0.6340276598930359,1.474412830149885,nan
84,20.58765918955379,1000,27.046143459118845,0.08861374127946171,0.02037514170649169,0.17633996117174872,0.6639365414258178,1.892753393647199,19.518563059329985,19.49279315471649,-0.6843289136886597,0.42125049233436584,-0.6853675842285156,-0.7290759682655334,-0.6416592001914978,1.467141897952314,nan
85,27.282926808949625,1000,27.04892914558744,0.08813020197582984,0.01661375658140523,0.15708460002913766,0.7417113052936426,2.000769986091899,19.525253056526186,19.49941027593613,-0.6675323247909546,0.44287607073783875,-0.6831196546554565,-0.7285499572753906,-0.6376893520355225,1.4716377570984323,nan
86,29.888415655820367,1000,27.081946430590147,0.08820433592924788,0.03255666364489421,0.16831286771019693,1.5350753648159667,4.161398783099618,17.65242584347725,17.62382730793953,0.49210798740386963,0.6323639154434204,-0.6770209074020386,-0.7160874605178833,-0.6379543542861938,1.4838352516052682,nan
87,29.079138896416165,1000,27.104902665829528,0.0880032651299906,0.026351897571247868,0.1481530004231336,1.016703419133605,2.7001607993878745,17.561589586734772,17.532907055616377,0.49467235803604126,0.629257321357727,-0.6757817268371582,-0.7147188186645508,-0.6368446946144104,1.486313612735029,nan
88,25.146638799584593,1000,27.082649667349475,0.08799247940375936,0.02237226676232549,0.18771631472267833,1.3026078529647733,3.308739014432936,17.44909228658676,17.420214971542357,0.4900074303150177,0.6333519816398621,-0.6804211139678955,-0.7174603939056396,-0.6433817744255066,1.4770348384735543,nan
89,23.724117207002,1000,27.044913347570294,0.0878655346927984,0.020196278330251647,0.15431522150663582,1.2407862758694816,3.2653445857529713,17.357917100429535,17.328860424518584,0.4897828996181488,0.6303103566169739,-0.6805015206336975,-0.7156971096992493,-0.6453059315681458,1.4768740251419503,nan
90,31.587573957143768,1000,27.095387354343334,0.08787081445414341,0.02439181499614346,0.19587956318802063,1.4172258857101803,3.7265301018085313,19.423314643859865,19.39738240432739,-0.6361874938011169,0.49185964465141296,-0.6840449571609497,-0.7255833745002747,-0.6425065398216248,1.469787152087446,nan
91,5.122108329819098,1000,26.853922749678233,0.08817839536754003,0.011909835895677625,0.2769017764014537,1.8664788718378005,5.300766306160636,18.40548987007141,18.378106296539308,0.5353593826293945,0.5851795077323914,-0.6837801337242126,-0.7155110836029053,-0.65204918384552,1.47031679896092,nan
92,23.337392471829304,1000,26.815699594484222,0.08770106818766368,0.019117680325075333,0.17035092863693063,0.7174582502468052,1.7358466278703089,19.681753385543825,19.656167968511582,-0.7490200400352478,0.3595035672187805,-0.6842818260192871,-0.7208326458930969,-0.6477310061454773,1.4693134143707711,nan
93,-7.677294275001274,1000,26.444807187285456,0.08715557362022168,0.0068722739081228034,0.2089541282017554,0.46629258395479856,1.2500622095386154,19.447458028316497,19.421612832546234,-0.9389334917068481,0.1567598134279251,-0.6822101473808289,-0.7204623818397522,-0.6439579129219055,1.4734567716476876,nan
94,20.038353227283075,1000,26.376653421753513,0.08654671351128229,0.01516494013613014,0.16059927615492864,0.3015898195423421,0.5340317830252294,19.776262670516967,19.750865002155304,-0.9293339252471924,0.15921258926391602,-0.6818088293075562,-0.7203370332717896,-0.643280565738678,1.474259407794233,nan
95,17.41401660697872,1000,26.282309876334832,0.08592850316300303,0.013071631516091146,0.1683862282232206,0.25829525006556686,0.3904682555757329,19.696185134410857,19.670669147968294,-0.9470770359039307,0.1388794630765915,-0.6806045770645142,-0.7194526195526123,-0.641756534576416,1.476667912280317,nan
96,-12.078584531034778,1000,25.882717226258062,0.08537290061018286,0.0069264075048719965,0.18836068033315698,0.3728346091988975,0.9439015531375401,19.39387117600441,19.367944558620454,-0.9758984446525574,0.10132812708616257,-0.6803404092788696,-0.7187179327011108,-0.6419629454612732,1.477196247851606,nan
97,18.810718011288444,1000,25.80981001785631,0.0848058581049464,0.015038146389843757,0.18393803472383904,0.36599547740754423,1.040395418884265,19.61288285326958,19.587216472148896,-0.963560938835144,0.1383642554283142,-0.6807701587677002,-0.7216264009475708,-0.6399139761924744,1.476336748873945,nan
