mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity,seed
binary_base,0,0.6,0.6,0.1,3.948055744171143,4.489511966705322,1.567683458328247,1.6130903959274292,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,0.6,0.5,2.9935927391052246,5.128106355667114,1.8132086992263796,2.3648250102996826,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,0.6,1.0,2.541343212127685,3.916068732738495,2.058233976364136,3.22050404548645,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,0.6,1.5,2.4130115509033203,4.182766139507294,2.202522754669189,3.814070224761963,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,0.8,0.1,4.283871650695801,4.992685854434967,1.6346527338027954,1.684314250946045,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,0.8,0.5,4.580558776855469,7.388591289520264,1.9104341268539429,2.5227808952331543,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,0.8,1.0,2.0337538719177246,4.317256450653076,2.1874732971191406,3.5054500102996826,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,0.8,1.5,1.6390883922576904,3.3930078744888306,2.3504750728607178,4.196537971496582,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,1.0,0.1,4.862338066101074,5.8119407296180725,1.7272155284881592,1.7816424369812012,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,1.0,0.5,3.883544921875,5.693926095962524,2.0443553924560547,2.7400949001312256,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,1.0,1.0,2.99041485786438,6.94852340221405,2.3638715744018555,3.891931772232056,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.6,1.0,1.5,2.591730117797852,4.591426610946655,2.550896644592285,4.710036754608154,chunk_0,0.0013699823757633,1.000000238418579,12346
binary_base,0,0.8,0.6,0.1,4.741513252258301,5.429092347621918,1.9259769916534424,1.9717119932174685,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,0.6,0.5,4.439435958862305,7.319191992282867,2.210357427597046,2.933450222015381,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,0.6,1.0,3.457467555999756,6.326083898544312,2.479419231414795,4.020055294036865,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,0.6,1.5,2.426713466644287,5.3232157826423645,2.628610849380493,4.762302875518799,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,0.8,0.1,5.235591888427734,6.105534374713898,2.0147974491119385,2.069995164871216,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,0.8,0.5,4.210597515106201,7.794909596443176,2.3573477268218994,3.1902663707733154,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,0.8,1.0,3.382469654083252,5.656315863132477,2.683135747909546,4.498598098754883,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,0.8,1.5,0.9994807243347168,2.7078059911727905,2.8630971908569336,5.403567790985107,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,1.0,0.1,6.009291648864746,7.151444613933563,2.140700340270996,2.205851793289185,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,1.0,0.5,4.361975193023682,7.035491824150085,2.562976360321045,3.547879219055176,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,1.0,1.0,4.29421854019165,5.692001104354858,2.9656364917755127,5.159896373748779,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.8,1.0,1.5,2.710391044616699,3.5948206782341003,3.185727834701538,6.283225536346436,chunk_0,0.00182664336171,1.0000003576278689,12346
binary_base,0,0.95,0.6,0.1,5.025004386901856,5.786327004432678,2.474698305130005,2.485336780548096,chunk_0,0.002169138751924,1.000000238418579,12346
binary_base,0,0.95,0.6,0.5,4.2190046310424805,7.264207601547241,2.729435443878174,3.668518543243408,chunk_0,0.002169138751924,1.000000238418579,12346
binary_base,0,0.95,0.6,1.0,2.847665548324585,5.536243438720703,2.9584801197052,4.94530200958252,chunk_0,0.002169138751924,1.000000238418579,12346
binary_base,0,0.95,0.6,1.5,1.307559609413147,2.100200355052948,3.0810446739196777,5.792926788330078,chunk_0,0.002169138751924,1.000000238418579,12346
binary_base,0,0.95,0.8,0.1,5.769635677337647,6.710473597049713,2.575066566467285,2.610241651535034,chunk_0,0.002169138751924,1.000000238418579,12346
binary_base,0,0.95,0.8,0.5,4.7744140625,7.829020321369171,2.9290413856506348,4.055112838745117,chunk_0,0.002169138751924,1.000000238418579,12346
binary_base,0,0.95,0.8,1.0,2.7436208724975586,4.388753831386566,3.2451210021972656,5.657044410705566,chunk_0,0.002169138751924,1.000000238418579,12346
