mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,mean,src
weight_test0.0,21,0.6,0.6,0.1,4.001609802246094,4.159300982952118,1.401314377784729,1.4421274662017822,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,0.6,0.5,3.9687864780426025,6.068051874637604,1.8317137956619263,2.4098565578460693,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,0.6,1.0,3.187547206878662,4.534812152385712,2.091157913208008,3.207960367202759,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,0.6,1.5,2.595571994781494,4.278022050857544,2.192279815673828,3.727461576461792,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,0.8,0.1,4.989358901977539,4.930974185466766,1.5148028135299683,1.56002938747406,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,0.8,0.5,4.015049934387207,5.723177969455719,1.9877822399139404,2.6478374004364014,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,0.8,1.0,2.9365952014923096,4.86228346824646,2.163374185562134,3.3348145484924316,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,0.8,1.5,3.2008180618286133,4.484568297863007,2.336188793182373,4.123257637023926,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,1.0,0.1,4.940880298614502,5.983287990093231,1.7459150552749634,1.8378173112869263,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,1.0,0.5,4.367276191711426,6.229144513607025,1.9037022590637207,2.5121495723724365,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,1.0,1.0,2.995924234390259,4.548157632350922,2.3899118900299072,3.85787034034729,0.0013699823757633567,chunk_7
weight_test0.0,21,0.6,1.0,1.5,2.444153070449829,3.434168219566345,2.407057762145996,4.341087341308594,0.0013699823757633567,chunk_7
weight_test0.0,21,0.8,0.6,0.1,4.825495719909668,5.400848805904388,1.8168020248413086,1.8640925884246826,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,0.6,0.5,4.246997356414795,6.74878853559494,1.9417451620101929,2.5118801593780518,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,0.6,1.0,3.402066707611084,5.180027008056641,2.381295680999756,3.8618457317352295,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,0.6,1.5,2.1346912384033203,3.1500441431999207,2.542452096939087,4.49779748916626,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,0.8,0.1,5.466264724731445,5.781517267227173,2.1129257678985596,2.162557601928711,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,0.8,0.5,4.364758491516113,6.568243682384491,2.1852259635925293,2.9728236198425293,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,0.8,1.0,3.1419732570648193,5.47180837392807,2.619762420654297,4.171440124511719,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,0.8,1.5,3.038691520690918,3.3166524171829224,2.9858455657958984,5.758656024932861,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,1.0,0.1,6.527027606964111,6.949558436870575,2.4043455123901367,2.4852161407470703,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,1.0,0.5,4.969860553741455,6.9304816126823425,2.3558919429779053,3.190216541290283,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,1.0,1.0,3.9017248153686523,5.730381667613983,2.996762275695801,5.341833114624023,0.001826643361710012,chunk_7
weight_test0.0,21,0.8,1.0,1.5,3.6582980155944824,6.018150627613068,3.22967529296875,6.146150588989258,0.001826643361710012,chunk_7
weight_test0.0,21,0.95,0.6,0.1,5.073530673980713,6.202746152877808,1.8905059099197388,1.9473482370376587,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,0.6,0.5,4.8699798583984375,7.0782612562179565,3.140036106109619,4.278419494628906,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,0.6,1.0,2.5459718704223633,3.7185075283050537,2.5414249897003174,4.443084239959717,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,0.6,1.5,1.828603744506836,2.0170690417289734,3.3343701362609863,6.372884273529053,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,0.8,0.1,6.88609504699707,7.640029311180115,2.0970845222473145,2.1862027645111084,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,0.8,0.5,4.860589504241943,6.5319355726242065,2.6804275512695312,3.5226147174835205,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,0.8,1.0,3.544926881790161,5.021791934967041,3.8522531986236572,6.807422637939453,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,0.8,1.5,1.458113193511963,1.9239742755889893,3.1812455654144287,6.292076110839844,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,1.0,0.1,6.346922874450684,6.8796327114105225,2.702381134033203,2.769402265548706,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,1.0,0.5,5.503906726837158,7.711895525455475,2.294853925704956,3.1904101371765137,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,1.0,1.0,4.772331714630127,6.161320686340332,3.151710033416748,5.4164934158325195,0.002169138751924038,chunk_7
weight_test0.0,21,0.95,1.0,1.5,3.7416179180145264,5.752585411071777,4.027429580688477,7.9919514656066895,0.002169138751924038,chunk_7
weight_test0.0,21,1.05,0.6,0.1,4.640029430389404,4.982011318206787,2.9251585006713867,3.181227684020996,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,0.6,0.5,4.146973609924316,6.1580890417099,4.108171463012695,5.858935356140137,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,0.6,1.0,0.9064176678657532,1.286467730998993,3.063565254211426,5.050912380218506,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,0.6,1.5,0.8036776781082153,1.1039540767669678,3.2398078441619873,5.931164264678955,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,0.8,0.1,4.769283771514893,6.787430047988892,3.058753490447998,3.35250186920166,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,0.8,0.5,3.855869770050049,5.166420102119446,4.1328206062316895,5.965023994445801,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,0.8,1.0,3.582395315170288,4.774225533008575,3.1052303314208984,5.372948169708252,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,0.8,1.5,2.174457311630249,3.252982020378113,3.650719165802002,7.118847370147705,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,1.0,0.1,4.6945905685424805,6.616971969604492,2.4463443756103516,6.838937282562256,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,1.0,0.5,4.911489009857178,7.365062713623047,4.0673723220825195,6.145642280578613,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,1.0,1.0,1.9054394960403442,3.5942371487617493,4.809540271759033,8.859643936157227,0.0023974692448973656,chunk_7
weight_test0.0,21,1.05,1.0,1.5,3.739013195037842,3.6987518072128296,3.7942495346069336,7.957632541656494,0.0023974692448973656,chunk_7
weight_test1.0,21,0.6,0.6,0.1,3.4804811477661133,3.7749341130256653,1.4307703971862793,1.4750211238861084,0.0013879283796995878,chunk_7
weight_test1.0,21,0.6,0.6,0.5,4.2439141273498535,6.0406123995780945,1.8402860164642334,2.4341752529144287,0.0013883758801966906,chunk_7
weight_test1.0,21,0.6,0.6,1.0,3.0671024322509766,3.8375132083892822,2.096798896789551,3.2198667526245117,0.0013703294098377228,chunk_7
weight_test1.0,21,0.6,0.6,1.5,1.6337368488311768,1.89898020029068,2.208174705505371,3.772278308868408,0.0013523641973733902,chunk_7
weight_test1.0,21,0.6,0.8,0.1,5.011350631713867,4.991618096828461,1.5413932800292969,1.5884151458740234,0.0013656668597832322,chunk_7
weight_test1.0,21,0.6,0.8,0.5,4.547819137573242,6.670366048812866,2.0312340259552,2.7253575325012207,0.0013915981398895383,chunk_7
weight_test1.0,21,0.6,0.8,1.0,3.763563394546509,5.578221321105957,2.2553138732910156,3.504040002822876,0.0013593973126262426,chunk_7
weight_test1.0,21,0.6,0.8,1.5,2.5565714836120605,3.542617678642273,2.3759801387786865,4.220607757568359,0.001356288674287498,chunk_7
weight_test1.0,21,0.6,1.0,0.1,5.054380416870117,6.152018308639526,1.799302339553833,1.895418643951416,0.0013711785431951284,chunk_7
weight_test1.0,21,0.6,1.0,0.5,4.86198616027832,6.79287976026535,1.9446208477020264,2.5721702575683594,0.0013559682993218303,chunk_7
weight_test1.0,21,0.6,1.0,1.0,3.865412950515747,5.949211239814758,2.4101498126983643,3.917558431625366,0.0013762289891019464,chunk_7
weight_test1.0,21,0.6,1.0,1.5,2.958282709121704,4.859781622886658,2.4747414588928223,4.512869358062744,0.001369815319776535,chunk_7
weight_test1.0,21,0.8,0.6,0.1,4.81669282913208,5.407451927661896,1.8706419467926025,1.919671654701233,0.0018356117652729154,chunk_7
weight_test1.0,21,0.8,0.6,0.5,4.106203079223633,5.671960175037384,1.9844367504119873,2.569746494293213,0.0018434906378388405,chunk_7
weight_test1.0,21,0.8,0.6,1.0,3.2329607009887695,4.386951386928558,2.51731538772583,4.1326069831848145,0.0018232358852401376,chunk_7
weight_test1.0,21,0.8,0.6,1.5,2.1149325370788574,2.363509774208069,2.5661346912384033,4.586981296539307,0.0018296490889042616,chunk_7
weight_test1.0,21,0.8,0.8,0.1,5.55537748336792,5.93236643075943,2.0942530632019043,2.1448068618774414,0.0018521646270528436,chunk_7
weight_test1.0,21,0.8,0.8,0.5,3.6225061416625977,5.762109339237213,2.248913049697876,3.096619129180908,0.0018275779439136386,chunk_7
weight_test1.0,21,0.8,0.8,1.0,3.2526731491088867,4.047462821006775,2.576925277709961,4.112138748168945,0.001830293913371861,chunk_7
weight_test1.0,21,0.8,0.8,1.5,1.96006178855896,3.521080434322357,3.047192335128784,5.952779293060303,0.0017904952401295304,chunk_7
weight_test1.0,21,0.8,1.0,0.1,6.601156711578369,7.042944252490997,2.4240217208862305,2.506190538406372,0.001822007237933576,chunk_7
weight_test1.0,21,0.8,1.0,0.5,5.425532341003418,8.104204416275024,2.3872575759887695,3.231041431427002,0.0018107995856553316,chunk_7
weight_test1.0,21,0.8,1.0,1.0,3.4834206104278564,4.184203863143921,3.089820623397827,5.560998916625977,0.0018341686809435487,chunk_7
weight_test1.0,21,0.8,1.0,1.5,2.9443626403808594,5.1987141370773315,3.2505338191986084,6.237517356872559,0.0017836653860285878,chunk_7
weight_test1.0,21,0.95,0.6,0.1,5.152897357940674,6.297534763813019,2.0196986198425293,2.0673186779022217,0.0021907975897192955,chunk_7
weight_test1.0,21,0.95,0.6,0.5,4.901560306549072,7.321009814739227,3.1491551399230957,4.3050432205200195,0.0021381096448749304,chunk_7
weight_test1.0,21,0.95,0.6,1.0,2.4402518272399902,4.147567391395569,2.6096811294555664,4.583536624908447,0.002162798075005412,chunk_7
weight_test1.0,21,0.95,0.6,1.5,2.372744560241699,3.244340658187866,3.3804781436920166,6.4987640380859375,0.0021231654100120068,chunk_7
weight_test1.0,21,0.95,0.8,0.1,6.963984489440918,7.801366150379181,2.232585906982422,2.3306894302368164,0.002175127388909459,chunk_7
weight_test1.0,21,0.95,0.8,0.5,3.9065370559692383,5.1351540088653564,2.7020556926727295,3.5710289478302,0.002171212574467063,chunk_7
weight_test1.0,21,0.95,0.8,1.0,3.2797749042510986,5.194454848766327,3.9982223510742188,7.12786865234375,0.002201338531449437,chunk_7
weight_test1.0,21,0.95,0.8,1.5,2.96759033203125,4.842878699302673,3.3143906593322754,6.724704742431641,0.0022007175721228123,chunk_7
weight_test1.0,21,0.95,1.0,0.1,6.374845504760742,6.955517828464508,2.847730875015259,2.9257025718688965,0.0021662316285073757,chunk_7
weight_test1.0,21,0.95,1.0,0.5,4.368122577667236,6.0542415380477905,2.4985404014587402,3.4877257347106934,0.002133988542482257,chunk_7
weight_test1.0,21,0.95,1.0,1.0,4.473224639892578,5.53920978307724,3.380937337875366,5.8939208984375,0.0022179926745593548,chunk_7
weight_test1.0,21,0.95,1.0,1.5,4.324396133422852,6.684839427471161,4.0715789794921875,8.13193130493164,0.0021625205408781767,chunk_7
weight_test1.0,21,1.05,0.6,0.1,4.801032066345215,5.359006822109222,2.9924111366271973,3.252760410308838,0.0023497692309319973,chunk_7
weight_test1.0,21,1.05,0.6,0.5,3.8270280361175537,5.802561461925507,4.220728397369385,6.0617780685424805,0.0024146251380443573,chunk_7
weight_test1.0,21,1.05,0.6,1.0,2.7777822017669678,4.449879229068756,3.0372836589813232,5.063277244567871,0.002402029000222683,chunk_7
weight_test1.0,21,1.05,0.6,1.5,1.9599778652191162,2.039110481739044,3.329089879989624,6.157792091369629,0.00243135797791183,chunk_7
weight_test1.0,21,1.05,0.8,0.1,5.382026672363281,6.907303631305695,3.0704662799835205,3.369945526123047,0.0024191318079829216,chunk_7
weight_test1.0,21,1.05,0.8,0.5,3.4160561561584473,5.609242677688599,4.176241874694824,6.076021671295166,0.002369820838794112,chunk_7
weight_test1.0,21,1.05,0.8,1.0,3.178396224975586,4.283419966697693,3.531826972961426,6.136944770812988,0.0024156218860298395,chunk_7
weight_test1.0,21,1.05,0.8,1.5,2.30720853805542,3.817035973072052,3.845348834991455,7.6495771408081055,0.0023927593138068914,chunk_7
weight_test1.0,21,1.05,1.0,0.1,5.218407154083252,8.50047916173935,2.496011257171631,2.8436062335968018,0.0024115073028951883,chunk_7
weight_test1.0,21,1.05,1.0,0.5,5.52281379699707,7.992800056934357,4.272369384765625,6.5531816482543945,0.0024079291615635157,chunk_7
weight_test1.0,21,1.05,1.0,1.0,3.7026095390319824,5.574549674987793,4.853330135345459,8.991816520690918,0.002400358207523823,chunk_7
weight_test1.0,21,1.05,1.0,1.5,3.506039619445801,5.521838665008545,4.033975124359131,8.618280410766602,0.0024032534565776587,chunk_7
weight_test5.0,21,0.6,0.6,0.1,3.9582672119140625,4.21552312374115,1.4951732158660889,1.5416957139968872,0.0014014077605679631,chunk_7
weight_test5.0,21,0.6,0.6,0.5,3.1611838340759277,4.458947598934174,1.8855655193328857,2.5157229900360107,0.0014059488894417882,chunk_7
weight_test5.0,21,0.6,0.6,1.0,3.909912109375,5.436768591403961,2.150045156478882,3.3257336616516113,0.0013668659375980496,chunk_7
weight_test5.0,21,0.6,0.6,1.5,2.5372581481933594,3.906346619129181,2.2739784717559814,3.929083824157715,0.0013384955236688256,chunk_7
weight_test5.0,21,0.6,0.8,0.1,5.078176975250244,5.123561263084412,1.5909830331802368,1.640808343887329,0.0013647428713738918,chunk_7
weight_test5.0,21,0.6,0.8,0.5,4.5995988845825195,6.992568731307983,2.1044578552246094,2.8503942489624023,0.001411205274052918,chunk_7
weight_test5.0,21,0.6,0.8,1.0,3.5016908645629883,4.821034908294678,2.384793758392334,3.7544219493865967,0.0013491618447005749,chunk_7
weight_test5.0,21,0.6,0.8,1.5,2.951101064682007,4.2792123556137085,2.4610302448272705,4.426804065704346,0.0013427215162664652,chunk_7
weight_test5.0,21,0.6,1.0,0.1,5.2444071769714355,6.436124801635742,1.8806912899017334,1.9839212894439697,0.0013711069477722049,chunk_7
weight_test5.0,21,0.6,1.0,0.5,4.549677848815918,6.6965256333351135,2.039020299911499,2.718562126159668,0.0013462526258081198,chunk_7
weight_test5.0,21,0.6,1.0,1.0,3.0076754093170166,4.356908857822418,2.5264639854431152,4.175141334533691,0.0013797269202768803,chunk_7
weight_test5.0,21,0.6,1.0,1.5,3.31742000579834,5.723443508148193,2.6097733974456787,4.856412410736084,0.0013697025133296847,chunk_7
weight_test5.0,21,0.8,0.6,0.1,4.9129767417907715,5.556544065475464,1.9637969732284546,2.0165748596191406,0.001847736886702478,chunk_7
weight_test5.0,21,0.8,0.6,0.5,4.3549089431762695,6.491416752338409,2.087364435195923,2.719855308532715,0.001857771072536707,chunk_7
weight_test5.0,21,0.8,0.6,1.0,2.7450437545776367,4.2260488867759705,2.6995902061462402,4.507549285888672,0.001821986516006291,chunk_7
weight_test5.0,21,0.8,0.6,1.5,1.7185089588165283,2.961180031299591,2.6569435596466064,4.829705238342285,0.0018320982344448566,chunk_7
weight_test5.0,21,0.8,0.8,0.1,5.739811897277832,6.209801554679871,2.120187282562256,2.1746346950531006,0.0018745618872344494,chunk_7
weight_test5.0,21,0.8,0.8,0.5,4.389970302581787,6.656902968883514,2.3921828269958496,3.3444018363952637,0.0018281618831679225,chunk_7
weight_test5.0,21,0.8,0.8,1.0,2.717707395553589,3.958878517150879,2.647388458251953,4.284063339233398,0.001833197195082903,chunk_7
weight_test5.0,21,0.8,0.8,1.5,2.638239860534668,4.531283140182495,3.1780219078063965,6.332581043243408,0.0017535934457555413,chunk_7
weight_test5.0,21,0.8,1.0,0.1,6.7911882400512695,7.311614513397217,2.4955132007598877,2.582636833190918,0.001816112780943513,chunk_7
weight_test5.0,21,0.8,1.0,0.5,4.721395492553711,6.564318656921387,2.5206475257873535,3.441426992416382,0.001803200808353722,chunk_7
weight_test5.0,21,0.8,1.0,1.0,3.92730712890625,6.2764182686805725,3.282949209213257,6.036962509155273,0.0018453889060765505,chunk_7
weight_test5.0,21,0.8,1.0,1.5,3.7304582595825195,4.739728808403015,3.428621530532837,6.737240314483643,0.0017483190167695284,chunk_7
weight_test5.0,21,0.95,0.6,0.1,5.350226879119873,6.5563313364982605,2.186826229095459,2.2346439361572266,0.002209767699241638,chunk_7
weight_test5.0,21,0.95,0.6,0.5,4.83845329284668,6.846169352531433,3.2210893630981445,4.43352746963501,0.0021147180814296007,chunk_7
weight_test5.0,21,0.95,0.6,1.0,3.2145676612854004,4.441029369831085,2.767887592315674,4.918774127960205,0.002162578050047159,chunk_7
weight_test5.0,21,0.95,0.6,1.5,1.7203078269958496,2.7479546666145325,3.527811050415039,6.889361381530762,0.002085637766867876,chunk_7
weight_test5.0,21,0.95,0.8,0.1,7.188588619232178,8.094475090503693,2.4172959327697754,2.528587579727173,0.002176030073314905,chunk_7
weight_test5.0,21,0.95,0.8,0.5,5.287293910980225,7.9305877685546875,2.81109619140625,3.7609760761260986,0.002174973953515291,chunk_7
weight_test5.0,21,0.95,0.8,1.0,2.945190668106079,4.755086660385132,4.258845806121826,7.738282680511475,0.002225258154794574,chunk_7
weight_test5.0,21,0.95,0.8,1.5,3.0214991569519043,3.641798257827759,3.595480442047119,7.6056132316589355,0.0022264239378273487,chunk_7
weight_test5.0,21,0.95,1.0,0.1,6.855241775512695,7.506574630737305,3.035365104675293,3.128664970397949,0.0021536643616855145,chunk_7
weight_test5.0,21,0.95,1.0,0.5,4.8935723304748535,7.738550662994385,2.8323757648468018,4.034006118774414,0.002108236076310277,chunk_7
weight_test5.0,21,0.95,1.0,1.0,4.8625874519348145,7.5502007603645325,3.7945408821105957,6.7829060554504395,0.0022534788586199284,chunk_7
weight_test5.0,21,0.95,1.0,1.5,4.674989700317383,5.926577210426331,4.337157726287842,8.85428237915039,0.0021602304186671972,chunk_7
weight_test5.0,21,1.05,0.6,0.1,5.032323360443115,5.880982458591461,3.1020448207855225,3.374384641647339,0.002308896277099848,chunk_7
weight_test5.0,21,1.05,0.6,0.5,4.86794900894165,6.913382947444916,4.421280860900879,6.434120178222656,0.002429744228720665,chunk_7
weight_test5.0,21,1.05,0.6,1.0,3.2989213466644287,5.001928329467773,3.170301675796509,5.426455497741699,0.002403704449534416,chunk_7
weight_test5.0,21,1.05,0.6,1.5,2.285792827606201,2.8631919622421265,3.5389797687530518,6.704897880554199,0.002456031274050474,chunk_7
weight_test5.0,21,1.05,0.8,0.1,5.1986212730407715,5.955908000469208,3.163179874420166,3.4848692417144775,0.0024384628050029278,chunk_7
weight_test5.0,21,1.05,0.8,0.5,3.11110258102417,4.8076560497283936,4.367637634277344,6.472314357757568,0.00235096481628716,chunk_7
weight_test5.0,21,1.05,0.8,1.0,3.3644468784332275,5.191277205944061,4.052745342254639,7.194680213928223,0.002427454572170973,chunk_7
weight_test5.0,21,1.05,0.8,1.5,2.9096152782440186,3.576211094856262,4.198297500610352,8.591554641723633,0.002389340428635478,chunk_7
weight_test5.0,21,1.05,1.0,0.1,5.313264846801758,7.7861244678497314,2.669813632965088,3.063565254211426,0.002425610786303878,chunk_7
weight_test5.0,21,1.05,1.0,0.5,5.367325782775879,7.750285804271698,4.662702560424805,7.32958459854126,0.0024199453182518482,chunk_7
weight_test5.0,21,1.05,1.0,1.0,4.067880630493164,5.447329103946686,5.125412940979004,9.64227294921875,0.002401843201369047,chunk_7
weight_test5.0,21,1.05,1.0,1.5,3.752431869506836,3.8017090559005737,4.478414058685303,9.837857246398926,0.002407313324511051,chunk_7
weight_test10.0,21,0.6,0.6,0.1,4.07488489151001,4.331278860569,1.5152145624160767,1.5623489618301392,0.0014044183772057295,chunk_7
weight_test10.0,21,0.6,0.6,0.5,4.2743730545043945,6.333179354667664,1.9019829034805298,2.5442709922790527,0.0014108027098700404,chunk_7
weight_test10.0,21,0.6,0.6,1.0,3.176898956298828,4.3473498821258545,2.169240951538086,3.364276647567749,0.0013654098147526383,chunk_7
weight_test10.0,21,0.6,0.6,1.5,2.1884279251098633,3.336410403251648,2.2968807220458984,3.9832396507263184,0.0013351177331060171,chunk_7
weight_test10.0,21,0.6,0.8,0.1,5.107205390930176,5.171175539493561,1.606703758239746,1.6574671268463135,0.0013647569576278329,chunk_7
weight_test10.0,21,0.6,0.8,0.5,3.861241102218628,5.619144082069397,2.127451181411743,2.889864683151245,0.0014164689928293228,chunk_7
weight_test10.0,21,0.6,0.8,1.0,3.4059081077575684,5.050788462162018,2.4234321117401123,3.8304455280303955,0.0013463784707710147,chunk_7
weight_test10.0,21,0.6,0.8,1.5,2.0767316818237305,3.7774919271469116,2.488403081893921,4.493441581726074,0.001339008565992117,chunk_7
weight_test10.0,21,0.6,1.0,0.1,5.30289363861084,6.525262653827667,1.9054033756256104,2.010877847671509,0.0013709509512409568,chunk_7
weight_test10.0,21,0.6,1.0,0.5,5.311812877655029,7.535007059574127,2.0713577270507812,2.769667148590088,0.0013441323535516858,chunk_7
weight_test10.0,21,0.6,1.0,1.0,3.6943793296813965,4.8868488073349,2.5682296752929688,4.267143249511719,0.0013803048059344292,chunk_7
weight_test10.0,21,0.6,1.0,1.5,3.842902660369873,6.330186128616333,2.6544570922851562,4.970941066741943,0.001369702396914363,chunk_7
weight_test10.0,21,0.8,0.6,0.1,4.964437484741211,5.6262988448143005,1.9938486814498901,2.0479679107666016,0.0018515944248065352,chunk_7
weight_test10.0,21,0.8,0.6,0.5,3.519923686981201,4.716928243637085,2.1229448318481445,2.77236008644104,0.001861500320956111,chunk_7
weight_test10.0,21,0.8,0.6,1.0,2.6036288738250732,4.119150876998901,2.7539222240448,4.6210784912109375,0.0018217755714431405,chunk_7
