config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,11,0.6,0.6,0.1,500,1500,500,4.1877336502075195,100.0
baseline,shuffle_weights,11,0.6,0.6,0.1,500,1500,500,4.807984352111816,100.0
baseline,cel_randN,11,0.6,0.6,0.1,500,1500,500,7.670037269592285,100.0
baseline,er_randN,11,0.6,0.6,0.1,500,1500,500,8.771818161010742,100.0
baseline,ws_p01_randN,11,0.6,0.6,0.1,500,1500,500,8.162782669067383,100.0
baseline,conn_shuf,11,0.6,0.6,0.1,500,1500,500,4.863646507263184,100.0
baseline,local_sign,11,0.6,0.6,0.1,500,1500,500,3.7551653385162354,100.0
baseline,conn_shuf_only,11,0.6,0.6,0.1,500,1500,500,5.256162166595459,100.0
baseline,cel_sample,11,0.6,0.6,0.1,500,1500,500,5.20384407043457,100.0
baseline,local_sign+flat,11,0.6,0.6,0.1,500,1500,500,4.197854042053223,100.0
baseline,local_sign+sample,11,0.6,0.6,0.1,500,1500,500,4.488494873046875,100.0
baseline,local_sign+binary,11,0.6,0.6,0.1,500,1500,500,3.8772172927856445,100.0
baseline,global_sign_pres,11,0.6,0.6,0.1,500,1500,500,4.274484634399414,100.0
baseline,binary+shuffle,11,0.6,0.6,0.1,500,1500,500,3.9254508018493652,100.0
baseline,real,11,0.6,0.6,0.5,500,1500,500,3.5024757385253906,100.0
baseline,shuffle_weights,11,0.6,0.6,0.5,500,1500,500,3.880131959915161,100.0
baseline,cel_randN,11,0.6,0.6,0.5,500,1500,500,4.211109638214111,100.0
baseline,er_randN,11,0.6,0.6,0.5,500,1500,500,3.861807107925415,100.0
baseline,ws_p01_randN,11,0.6,0.6,0.5,500,1500,500,4.543769836425781,100.0
baseline,conn_shuf,11,0.6,0.6,0.5,500,1500,500,3.9802260398864746,100.0
baseline,local_sign,11,0.6,0.6,0.5,500,1500,500,3.4639315605163574,100.0
baseline,conn_shuf_only,11,0.6,0.6,0.5,500,1500,500,4.259817123413086,100.0
baseline,cel_sample,11,0.6,0.6,0.5,500,1500,500,3.4408891201019287,100.0
baseline,local_sign+flat,11,0.6,0.6,0.5,500,1500,500,3.392630100250244,100.0
baseline,local_sign+sample,11,0.6,0.6,0.5,500,1500,500,3.612931489944458,100.0
baseline,local_sign+binary,11,0.6,0.6,0.5,500,1500,500,3.5211596488952637,100.0
baseline,global_sign_pres,11,0.6,0.6,0.5,500,1500,500,3.411923408508301,100.0
baseline,binary+shuffle,11,0.6,0.6,0.5,500,1500,500,2.84726619720459,100.0
