normalization,sign_frac,raw_rho,raw_rho_std,raw_rho_n,raw_rho_sem,ref_rho,ref_rho_std,ref_rho_n,ref_rho_sem,post_rho,post_rho_std,post_rho_n,post_rho_sem,raw_fro,raw_fro_std,raw_fro_n,raw_fro_sem,ref_fro,ref_fro_std,ref_fro_n,ref_fro_sem,post_fro,post_fro_std,post_fro_n,post_fro_sem,scale_factor,scale_factor_std,scale_factor_n,scale_factor_sem
original_radius,0.0,73.51416778564453,0.0,100,0.0,67.6279525756836,0.0,100,0.0,1.0870370864868164,0.0,100,0.0,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.1,57.37286994934082,10.22997138679027,100,1.022997138679027,67.6279525756836,0.0,100,0.0,0.8483602821826934,0.15126841493516016,100,0.015126841493516016,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.2,46.104316005706785,9.447807779808914,100,0.9447807779808913,67.6279525756836,0.0,100,0.0,0.6817347264289856,0.1397028552191152,100,0.013970285521911522,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.2425287356321839,42.76777557373047,8.138263400562565,100,0.8138263400562564,67.6279525756836,0.0,100,0.0,0.6323978242278099,0.12033874214053672,100,0.012033874214053672,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.3,40.30997922897339,6.8702421396133975,100,0.6870242139613397,67.6279525756836,0.0,100,0.0,0.5960550582408906,0.10158881410934222,100,0.010158881410934222,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.4,39.38475566864014,6.527419935331882,100,0.6527419935331882,67.6279525756836,0.0,100,0.0,0.5823740208148956,0.09651959187222436,100,0.009651959187222437,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.5,39.97050727844238,5.785651980431426,100,0.5785651980431427,67.6279525756836,0.0,100,0.0,0.5910353305935859,0.08555129703891677,100,0.008555129703891677,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.6,39.3911403465271,6.665224961090799,100,0.6665224961090799,67.6279525756836,0.0,100,0.0,0.5824683466553688,0.09855714876366986,100,0.009855714876366986,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.7,41.79879432678223,7.901741588288681,100,0.7901741588288681,67.6279525756836,0.0,100,0.0,0.61806984603405,0.11684134656592479,100,0.011684134656592479,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.8,48.47992877960205,9.25805566202008,100,0.925805566202008,67.6279525756836,0.0,100,0.0,0.7168620792031288,0.13689679955120232,100,0.013689679955120233,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,0.9,60.279956016540524,9.275275803949047,100,0.9275275803949047,67.6279525756836,0.0,100,0.0,0.8913467365503311,0.1371513860912555,100,0.013715138609125549,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
original_radius,1.0,73.5141372680664,0.0,100,0.0,67.6279525756836,0.0,100,0.0,1.0870357751846311,0.0,100,0.0,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,6.031594753265381,0.0,100,0.0,0.0147867850779732,0.0,100,0.0
spectral_radius,0.0,73.51416778564453,0.0,100,0.0,67.6279525756836,0.0,100,0.0,0.999999701976776,0.0,100,0.0,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,5.54865026473999,0.0,100,0.0,0.013602820111027198,0.0,100,0.0
spectral_radius,0.1,57.37286994934082,10.22997138679027,100,1.022997138679027,67.6279525756836,0.0,100,0.0,0.9999996691942215,1.165497174476411e-06,100,1.165497174476411e-07,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,7.373705010414124,1.5233749249503992,100,0.15233749249503992,0.018077041993656055,0.003734637035758507,100,0.0003734637035758507
spectral_radius,0.2,46.104316005706785,9.447807779808914,100,0.9447807779808913,67.6279525756836,0.0,100,0.0,1.0000000452995301,1.1487108919791793e-06,100,1.1487108919791793e-07,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,9.231271233558655,1.9413252607055647,100,0.19413252607055648,0.02263096756701014,0.0047592653008128654,100,0.00047592653008128653
spectral_radius,0.2425287356321839,42.76777557373047,8.138263400562565,100,0.8138263400562564,67.6279525756836,0.0,100,0.0,0.999999817609787,1.3405008326800419e-06,100,1.3405008326800419e-07,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,9.86543044090271,1.7841938182356856,100,0.17841938182356856,0.02418564372319232,0.004374049178703053,100,0.0004374049178703053
spectral_radius,0.3,40.30997922897339,6.8702421396133975,100,0.6870242139613397,67.6279525756836,0.0,100,0.0,1.000000106692314,1.2910947765503937e-06,100,1.2910947765503936e-07,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,10.41638636112213,1.7986117806155768,100,0.17986117806155769,0.025536342229010786,0.004409395508366461,100,0.0004409395508366461
spectral_radius,0.4,39.38475566864014,6.527419935331882,100,0.6527419935331882,67.6279525756836,0.0,100,0.0,0.9999997383356094,1.1809597122255352e-06,100,1.1809597122255351e-07,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,10.633461017608642,1.718294512400426,100,0.17182945124004262,0.026068512538995753,0.004212493021233355,100,0.00042124930212333547
spectral_radius,0.5,39.97050727844238,5.785651980431426,100,0.5785651980431427,67.6279525756836,0.0,100,0.0,0.9999997687339782,1.2762498646201056e-06,100,1.2762498646201056e-07,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,10.426041612625122,1.5641619060126342,100,0.1564161906012634,0.025560012737962424,0.0038346287051368873,100,0.00038346287051368874
spectral_radius,0.6,39.3911403465271,6.665224961090799,100,0.6665224961090799,67.6279525756836,0.0,100,0.0,0.9999996531009674,1.3112578502887023e-06,100,1.3112578502887024e-07,407.9043884277344,0.0,100,0.0,407.9043884277344,0.0,100,0.0,10.647842798233032,1.7802792867030084,100,0.17802792867030084,0.026103770311893423,0.004364452370787023,100,0.0004364452370787023
