config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.1955284833908081,0.48501898309030633,0.0,48,48
baseline,real,cel_randN,0.1955284833908081,0.9999999908164461,0.0,48,48
baseline,real,er_randN,0.1955284833908081,0.9999999999744281,0.0,48,48
baseline,real,ws_p01_randN,0.1955284833908081,0.9999999999746734,0.0,48,48
baseline,real,conn_shuf,0.1955284833908081,0.6980842875504167,0.0,48,48
baseline,real,local_sign,0.1955284833908081,0.34049733984170916,0.0,48,48
baseline,real,conn_shuf_only,0.1955284833908081,0.6191849703668353,0.0,48,48
baseline,real,cel_sample,0.1955284833908081,0.45563859541064966,0.0,48,48
baseline,real,local_sign+flat,0.1955284833908081,0.38084462151679027,0.0,48,48
baseline,real,local_sign+sample,0.1955284833908081,0.7770499488439624,0.0,48,48
baseline,real,local_sign+binary,0.1955284833908081,0.6998580317274663,0.0,48,48
baseline,real,global_sign_pres,0.1955284833908081,0.8117798315240081,0.0,48,48
baseline,real,binary+shuffle,0.1955284833908081,0.649701814269014,0.0,48,48
baseline,shuffle_weights,cel_randN,0.1955284833908081,0.999999963919976,0.0,48,48
baseline,shuffle_weights,er_randN,0.1955284833908081,0.9999999999006095,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.1955284833908081,0.9999999999078958,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.1955284833908081,0.5270755647606796,0.0,48,48
baseline,shuffle_weights,local_sign,0.1955284833908081,0.42544048137466817,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.1955284833908081,0.43796714745581666,0.0,48,48
baseline,shuffle_weights,cel_sample,0.1955284833908081,0.3302969388415526,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.1955284833908081,0.5921398487028082,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.1955284833908081,0.6171062322327707,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.1955284833908081,0.8409616716245538,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.1955284833908081,0.9077093084126566,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.1955284833908081,0.8107971204916817,0.0,48,48
baseline,cel_randN,er_randN,0.1955284833908081,0.8935873634152363,0.0,48,48
baseline,cel_randN,ws_p01_randN,0.1955284833908081,0.9258575915391272,0.0,48,48
baseline,cel_randN,conn_shuf,0.1955284833908081,0.9999998269543277,0.0,48,48
baseline,cel_randN,local_sign,0.1955284833908081,0.9999999901771007,0.0,48,48
baseline,cel_randN,conn_shuf_only,0.1955284833908081,0.9999999181065601,0.0,48,48
baseline,cel_randN,cel_sample,0.1955284833908081,0.9999999761214245,0.0,48,48
baseline,cel_randN,local_sign+flat,0.1955284833908081,0.9999999968018783,0.0,48,48
baseline,cel_randN,local_sign+sample,0.1955284833908081,0.9999997209422926,0.0,48,48
baseline,cel_randN,local_sign+binary,0.1955284833908081,0.9999999993426254,0.0,48,48
baseline,cel_randN,global_sign_pres,0.1955284833908081,0.9999999996578228,0.0,48,48
baseline,cel_randN,binary+shuffle,0.1955284833908081,0.9999999992455451,0.0,48,48
baseline,er_randN,ws_p01_randN,0.1955284833908081,0.5238625541075079,0.0,48,48
baseline,er_randN,conn_shuf,0.1955284833908081,0.999999999517444,0.0,48,48
baseline,er_randN,local_sign,0.1955284833908081,0.9999999999733185,0.0,48,48
baseline,er_randN,conn_shuf_only,0.1955284833908081,0.999999999776146,0.0,48,48
baseline,er_randN,cel_sample,0.1955284833908081,0.9999999999352471,0.0,48,48
baseline,er_randN,local_sign+flat,0.1955284833908081,0.9999999999910507,0.0,48,48
baseline,er_randN,local_sign+sample,0.1955284833908081,0.9999999992281935,0.0,48,48
baseline,er_randN,local_sign+binary,0.1955284833908081,0.9999999999979916,0.0,48,48
baseline,er_randN,global_sign_pres,0.1955284833908081,0.9999999999989068,0.0,48,48
baseline,er_randN,binary+shuffle,0.1955284833908081,0.9999999999977373,0.0,48,48
baseline,ws_p01_randN,conn_shuf,0.1955284833908081,0.9999999995840252,0.0,48,48
baseline,ws_p01_randN,local_sign,0.1955284833908081,0.999999999973358,0.0,48,48
baseline,ws_p01_randN,conn_shuf_only,0.1955284833908081,0.9999999997995991,0.0,48,48
baseline,ws_p01_randN,cel_sample,0.1955284833908081,0.9999999999383588,0.0,48,48
baseline,ws_p01_randN,local_sign+flat,0.1955284833908081,0.9999999999905649,0.0,48,48
baseline,ws_p01_randN,local_sign+sample,0.1955284833908081,0.9999999993452173,0.0,48,48
baseline,ws_p01_randN,local_sign+binary,0.1955284833908081,0.9999999999977518,0.0,48,48
baseline,ws_p01_randN,global_sign_pres,0.1955284833908081,0.9999999999987499,0.0,48,48
baseline,ws_p01_randN,binary+shuffle,0.1955284833908081,0.9999999999974624,0.0,48,48
baseline,conn_shuf,local_sign,0.1955284833908081,0.6546350073487486,0.0,48,48
baseline,conn_shuf,conn_shuf_only,0.1955284833908081,0.40543420726029555,0.0,48,48
baseline,conn_shuf,cel_sample,0.1955284833908081,0.5535151047717826,0.0,48,48
baseline,conn_shuf,local_sign+flat,0.1955284833908081,0.791240953289027,0.0,48,48
baseline,conn_shuf,local_sign+sample,0.1955284833908081,0.4121171333221002,0.0,48,48
baseline,conn_shuf,local_sign+binary,0.1955284833908081,0.9353143646797368,0.0,48,48
baseline,conn_shuf,global_sign_pres,0.1955284833908081,0.9652206049885245,0.0,48,48
baseline,conn_shuf,binary+shuffle,0.1955284833908081,0.9219365242048181,0.0,48,48
baseline,local_sign,conn_shuf_only,0.1955284833908081,0.5670588571255399,0.0,48,48
baseline,local_sign,cel_sample,0.1955284833908081,0.39241628692501423,0.0,48,48
baseline,local_sign,local_sign+flat,0.1955284833908081,0.4426376569208502,0.0,48,48
baseline,local_sign,local_sign+sample,0.1955284833908081,0.7420094605090914,0.0,48,48
baseline,local_sign,local_sign+binary,0.1955284833908081,0.7662934709207363,0.0,48,48
baseline,local_sign,global_sign_pres,0.1955284833908081,0.8646176769198343,0.0,48,48
baseline,local_sign,binary+shuffle,0.1955284833908081,0.7214034752085945,0.0,48,48
baseline,conn_shuf_only,cel_sample,0.1955284833908081,0.46185753120548023,0.0,48,48
baseline,conn_shuf_only,local_sign+flat,0.1955284833908081,0.7242513536610038,0.0,48,48
baseline,conn_shuf_only,local_sign+sample,0.1955284833908081,0.4943926715955712,0.0,48,48
baseline,conn_shuf_only,local_sign+binary,0.1955284833908081,0.910015672017583,0.0,48,48
baseline,conn_shuf_only,global_sign_pres,0.1955284833908081,0.951196878419013,0.0,48,48
baseline,conn_shuf_only,binary+shuffle,0.1955284833908081,0.8914543879612363,0.0,48,48
baseline,cel_sample,local_sign+flat,0.1955284833908081,0.5665576876988176,0.0,48,48
baseline,cel_sample,local_sign+sample,0.1955284833908081,0.6456858952224218,0.0,48,48
baseline,cel_sample,local_sign+binary,0.1955284833908081,0.8356311586820688,0.0,48,48
baseline,cel_sample,global_sign_pres,0.1955284833908081,0.9070134143349288,0.0,48,48
baseline,cel_sample,binary+shuffle,0.1955284833908081,0.8031649385187349,0.0,48,48
baseline,local_sign+flat,local_sign+sample,0.1955284833908081,0.8584097230261342,0.0,48,48
baseline,local_sign+flat,local_sign+binary,0.1955284833908081,0.6021824805166459,0.0,48,48
baseline,local_sign+flat,global_sign_pres,0.1955284833908081,0.7468968821849495,0.0,48,48
baseline,local_sign+flat,binary+shuffle,0.1955284833908081,0.5374926050464935,0.0,48,48
baseline,local_sign+sample,local_sign+binary,0.1955284833908081,0.9623516973640123,0.0,48,48
baseline,local_sign+sample,global_sign_pres,0.1955284833908081,0.9809302560775498,0.0,48,48
baseline,local_sign+sample,binary+shuffle,0.1955284833908081,0.9541391951837113,0.0,48,48
baseline,local_sign+binary,global_sign_pres,0.1955284833908081,0.40646584563811156,0.0,48,48
baseline,local_sign+binary,binary+shuffle,0.1955284833908081,0.3056730323588207,0.0,48,48
baseline,global_sign_pres,binary+shuffle,0.1955284833908081,0.4699532407318577,0.0,48,48
washout_x0.25,real,shuffle_weights,0.1983685553073883,0.5622216358771303,0.0,48,48
washout_x0.25,real,cel_randN,0.1983685553073883,0.9999999951042013,0.0,48,48
washout_x0.25,real,er_randN,0.1983685553073883,0.9999999999799366,0.0,48,48
washout_x0.25,real,ws_p01_randN,0.1983685553073883,0.9999999999917861,0.0,48,48
washout_x0.25,real,conn_shuf,0.1983685553073883,0.8290928146919456,0.0,48,48
washout_x0.25,real,local_sign,0.1983685553073883,0.293699656375056,0.0,48,48
washout_x0.25,real,conn_shuf_only,0.1983685553073883,0.8579121947169038,0.0,48,48
washout_x0.25,real,cel_sample,0.1983685553073883,0.642523610543489,0.0,48,48
washout_x0.25,real,local_sign+flat,0.1983685553073883,0.4135848178544396,0.0,48,48
washout_x0.25,real,local_sign+sample,0.1983685553073883,0.7301661767739552,0.0,48,48
washout_x0.25,real,local_sign+binary,0.1983685553073883,0.3679784094500434,0.0,48,48
washout_x0.25,real,global_sign_pres,0.1983685553073883,0.4482032162938881,0.0,48,48
washout_x0.25,real,binary+shuffle,0.1983685553073883,0.6377297447846273,0.0,48,48
washout_x0.25,shuffle_weights,cel_randN,0.1983685553073883,0.9999999698023355,0.0,48,48
washout_x0.25,shuffle_weights,er_randN,0.1983685553073883,0.9999999998875748,0.0,48,48
washout_x0.25,shuffle_weights,ws_p01_randN,0.1983685553073883,0.9999999999563668,0.0,48,48
washout_x0.25,shuffle_weights,conn_shuf,0.1983685553073883,0.6146793206502208,0.0,48,48
washout_x0.25,shuffle_weights,local_sign,0.1983685553073883,0.5720349000414371,0.0,48,48
washout_x0.25,shuffle_weights,conn_shuf_only,0.1983685553073883,0.6446992485154801,0.0,48,48
washout_x0.25,shuffle_weights,cel_sample,0.1983685553073883,0.3686391403860583,0.0,48,48
washout_x0.25,shuffle_weights,local_sign+flat,0.1983685553073883,0.43048668363972736,0.0,48,48
washout_x0.25,shuffle_weights,local_sign+sample,0.1983685553073883,0.4778424011443194,0.0,48,48
washout_x0.25,shuffle_weights,local_sign+binary,0.1983685553073883,0.6702196907532743,0.0,48,48
washout_x0.25,shuffle_weights,global_sign_pres,0.1983685553073883,0.7335328838639574,0.0,48,48
washout_x0.25,shuffle_weights,binary+shuffle,0.1983685553073883,0.8626002785787893,0.0,48,48
washout_x0.25,cel_randN,er_randN,0.1983685553073883,0.9054570841265301,0.0,48,48
washout_x0.25,cel_randN,ws_p01_randN,0.1983685553073883,0.9491685841535695,0.0,48,48
washout_x0.25,cel_randN,conn_shuf,0.1983685553073883,0.9999997455288239,0.0,48,48
washout_x0.25,cel_randN,local_sign,0.1983685553073883,0.9999999955358719,0.0,48,48
washout_x0.25,cel_randN,conn_shuf_only,0.1983685553073883,0.9999997835475883,0.0,48,48
washout_x0.25,cel_randN,cel_sample,0.1983685553073883,0.9999999642560432,0.0,48,48
washout_x0.25,cel_randN,local_sign+flat,0.1983685553073883,0.9999999906557239,0.0,48,48
washout_x0.25,cel_randN,local_sign+sample,0.1983685553073883,0.9999999057330139,0.0,48,48
washout_x0.25,cel_randN,local_sign+binary,0.1983685553073883,0.9999999984077073,0.0,48,48
washout_x0.25,cel_randN,global_sign_pres,0.1983685553073883,0.9999999988401854,0.0,48,48
washout_x0.25,cel_randN,binary+shuffle,0.1983685553073883,0.9999999996173714,0.0,48,48
washout_x0.25,er_randN,ws_p01_randN,0.1983685553073883,0.5687788129934644,0.0,48,48
washout_x0.25,er_randN,conn_shuf,0.1983685553073883,0.9999999991128513,0.0,48,48
washout_x0.25,er_randN,local_sign,0.1983685553073883,0.9999999999816188,0.0,48,48
washout_x0.25,er_randN,conn_shuf_only,0.1983685553073883,0.999999999261937,0.0,48,48
washout_x0.25,er_randN,cel_sample,0.1983685553073883,0.999999999870249,0.0,48,48
washout_x0.25,er_randN,local_sign+flat,0.1983685553073883,0.9999999999634986,0.0,48,48
washout_x0.25,er_randN,local_sign+sample,0.1983685553073883,0.999999999664709,0.0,48,48
washout_x0.25,er_randN,local_sign+binary,0.1983685553073883,0.9999999999930516,0.0,48,48
washout_x0.25,er_randN,global_sign_pres,0.1983685553073883,0.9999999999947929,0.0,48,48
