config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,3,0.6,0.6,0.1,500,1500,500,3.7730941772460938,100.0
baseline,shuffle_weights,3,0.6,0.6,0.1,500,1500,500,4.772959232330322,100.0
baseline,cel_randN,3,0.6,0.6,0.1,500,1500,500,8.879998207092285,100.0
baseline,er_randN,3,0.6,0.6,0.1,500,1500,500,8.36867904663086,100.0
baseline,ws_p01_randN,3,0.6,0.6,0.1,500,1500,500,9.051979064941406,100.0
baseline,conn_shuf,3,0.6,0.6,0.1,500,1500,500,5.494748115539551,100.0
baseline,local_sign,3,0.6,0.6,0.1,500,1500,500,4.691408157348633,100.0
baseline,conn_shuf_only,3,0.6,0.6,0.1,500,1500,500,4.755439758300781,100.0
baseline,cel_sample,3,0.6,0.6,0.1,500,1500,500,4.297647476196289,100.0
baseline,local_sign+flat,3,0.6,0.6,0.1,500,1500,500,3.9453346729278564,100.0
baseline,local_sign+sample,3,0.6,0.6,0.1,500,1500,500,5.516950607299805,100.0
baseline,local_sign+binary,3,0.6,0.6,0.1,500,1500,500,3.5144922733306885,100.0
baseline,global_sign_pres,3,0.6,0.6,0.1,500,1500,500,3.557682991027832,100.0
baseline,binary+shuffle,3,0.6,0.6,0.1,500,1500,500,3.7664482593536377,100.0
baseline,real,3,0.6,0.6,0.5,500,1500,500,3.415937662124634,100.0
baseline,shuffle_weights,3,0.6,0.6,0.5,500,1500,500,3.064055919647217,100.0
baseline,cel_randN,3,0.6,0.6,0.5,500,1500,500,5.328922271728516,100.0
baseline,er_randN,3,0.6,0.6,0.5,500,1500,500,4.992844581604004,100.0
baseline,ws_p01_randN,3,0.6,0.6,0.5,500,1500,500,6.197098731994629,100.0
baseline,conn_shuf,3,0.6,0.6,0.5,500,1500,500,4.675145149230957,100.0
baseline,local_sign,3,0.6,0.6,0.5,500,1500,500,3.4346837997436523,100.0
baseline,conn_shuf_only,3,0.6,0.6,0.5,500,1500,500,3.70524525642395,100.0
baseline,cel_sample,3,0.6,0.6,0.5,500,1500,500,3.4694290161132812,100.0
baseline,local_sign+flat,3,0.6,0.6,0.5,500,1500,500,4.149055480957031,100.0
baseline,local_sign+sample,3,0.6,0.6,0.5,500,1500,500,3.469973087310791,100.0
baseline,local_sign+binary,3,0.6,0.6,0.5,500,1500,500,3.031964063644409,100.0
baseline,global_sign_pres,3,0.6,0.6,0.5,500,1500,500,2.959186315536499,100.0
baseline,binary+shuffle,3,0.6,0.6,0.5,500,1500,500,3.6486382484436035,100.0
baseline,real,3,0.6,0.6,1.0,500,1500,500,1.3472788333892822,100.0
baseline,shuffle_weights,3,0.6,0.6,1.0,500,1500,500,2.7894413471221924,100.0
baseline,cel_randN,3,0.6,0.6,1.0,500,1500,500,2.5364861488342285,100.0
baseline,er_randN,3,0.6,0.6,1.0,500,1500,500,2.636723756790161,100.0
baseline,ws_p01_randN,3,0.6,0.6,1.0,500,1500,500,2.2014074325561523,100.0
baseline,conn_shuf,3,0.6,0.6,1.0,500,1500,500,1.2497491836547852,100.0
baseline,local_sign,3,0.6,0.6,1.0,500,1500,500,1.9752874374389648,100.0
baseline,conn_shuf_only,3,0.6,0.6,1.0,500,1500,500,0.626218318939209,100.0
baseline,cel_sample,3,0.6,0.6,1.0,500,1500,500,2.431007146835327,100.0
