mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR
shuffle,0,0.6,0.6,0.1,3.791193962097168,3.781137228012085,2.175832509994507,2.2489640712738037
shuffle,0,0.6,0.6,0.5,2.2058777809143066,2.3600330352783203,2.7791764736175537,3.8658547401428223
shuffle,0,0.6,0.6,1.0,2.0221357345581055,2.110454797744751,3.103426933288574,5.188735485076904
shuffle,0,0.6,0.6,1.5,0.8696847558021545,1.2454290390014648,3.6173129081726074,7.205235481262207
shuffle,0,0.6,0.8,0.1,5.112940788269043,6.117865085601807,2.5070931911468506,2.637312412261963
shuffle,0,0.6,0.8,0.5,3.9260573387145996,4.88055944442749,3.4018781185150146,4.997309684753418
shuffle,0,0.6,0.8,1.0,3.016977548599243,4.410306930541992,3.659078359603882,6.576860427856445
shuffle,0,0.6,0.8,1.5,1.940678358078003,2.8401758670806885,4.059376239776611,8.420598983764648
shuffle,0,0.6,1.0,0.1,6.883613586425781,8.64464282989502,2.9190242290496826,3.0820586681365967
shuffle,0,0.6,1.0,0.5,4.986911773681641,7.5252275466918945,3.6807990074157715,5.441461563110352
shuffle,0,0.6,1.0,1.0,4.395858287811279,5.347955703735352,4.859120845794678,9.58467960357666
shuffle,0,0.6,1.0,1.5,3.823563575744629,5.9939188957214355,5.707155227661133,13.079334259033203
shuffle,0,0.8,0.6,0.1,4.532876968383789,5.673386573791504,3.037865400314331,3.204428195953369
shuffle,0,0.8,0.6,0.5,1.6968016624450684,2.4690046310424805,3.7613415718078613,5.707608222961426
shuffle,0,0.8,0.6,1.0,2.0642356872558594,2.900984287261963,4.50017786026001,8.895899772644043
shuffle,0,0.8,0.6,1.5,0.046656131744384766,0.22981595993041992,4.906509876251221,10.55099105834961
shuffle,0,0.8,0.8,0.1,5.155815124511719,5.908441543579102,3.227625846862793,3.375164270401001
shuffle,0,0.8,0.8,0.5,4.1409196853637695,5.923289775848389,4.74565315246582,7.591214656829834
shuffle,0,0.8,0.8,1.0,2.6296753883361816,2.621096134185791,5.972359657287598,12.286827087402344
shuffle,0,0.8,0.8,1.5,1.8545210361480713,2.6972219944000244,6.013153076171875,14.545111656188965
shuffle,0,0.8,1.0,0.1,7.554632186889648,8.271120071411133,3.5839569568634033,3.878277063369751
shuffle,0,0.8,1.0,0.5,3.4344654083251953,5.287711143493652,5.206735134124756,8.492000579833984
shuffle,0,0.8,1.0,1.0,4.880866050720215,6.306601524353027,7.399714946746826,15.781346321105957
shuffle,0,0.8,1.0,1.5,2.9438283443450928,4.637901782989502,8.39369010925293,20.88198471069336
shuffle,0,0.95,0.6,0.1,3.920225143432617,4.132479667663574,3.7990617752075195,4.070436954498291
shuffle,0,0.95,0.6,0.5,2.0891599655151367,2.5056071281433105,4.560475826263428,7.0475969314575195
shuffle,0,0.95,0.6,1.0,2.3004324436187744,2.845550775527954,6.110744476318359,12.305904388427734
shuffle,0,0.95,0.6,1.5,1.069158911705017,2.253265619277954,6.684133052825928,15.547933578491211
shuffle,0,0.95,0.8,0.1,7.171748161315918,7.177580833435059,4.46906042098999,4.752378463745117
shuffle,0,0.95,0.8,0.5,3.9696476459503174,6.210363388061523,6.651647567749023,10.93815803527832
shuffle,0,0.95,0.8,1.0,4.546194076538086,5.481051445007324,7.598325252532959,15.838969230651855
shuffle,0,0.95,0.8,1.5,3.6500792503356934,4.822847843170166,8.02008056640625,19.886152267456055
shuffle,0,0.95,1.0,0.1,7.369937896728516,7.739041805267334,6.165303707122803,6.779784202575684
shuffle,0,0.95,1.0,0.5,5.283359527587891,6.98505163192749,9.21082592010498,16.38916778564453
shuffle,0,0.95,1.0,1.0,3.8736624717712402,5.680181503295898,10.222521781921387,23.488794326782227
shuffle,0,0.95,1.0,1.5,4.782967567443848,5.771749496459961,11.505409240722656,29.96240234375
shuffle,0,1.05,0.6,0.1,2.878643035888672,3.500115394592285,4.908189296722412,5.646063327789307
shuffle,0,1.05,0.6,0.5,2.8068318367004395,3.706671714782715,7.473748683929443,11.082944869995117
shuffle,0,1.05,0.6,1.0,2.5304880142211914,3.2096612453460693,8.223373413085938,17.65863800048828
shuffle,0,1.05,0.6,1.5,1.5987141132354736,1.6003813743591309,8.853095054626465,21.513830184936523
shuffle,0,1.05,0.8,0.1,4.937980651855469,8.066733360290527,5.581089973449707,6.6291279792785645
shuffle,0,1.05,0.8,0.5,3.628688335418701,5.396912574768066,8.483165740966797,14.168895721435547
shuffle,0,1.05,0.8,1.0,3.3967461585998535,4.7510552406311035,10.872241020202637,24.069732666015625
shuffle,0,1.05,0.8,1.5,3.3850066661834717,4.286196708679199,9.618878364562988,24.6492919921875
shuffle,0,1.05,1.0,0.1,6.064884662628174,9.60982894897461,7.284056186676025,9.09859848022461
shuffle,0,1.05,1.0,0.5,6.612666130065918,7.809959888458252,11.204191207885742,20.198076248168945
shuffle,0,1.05,1.0,1.0,5.3512067794799805,7.711343288421631,13.978116035461426,32.84856033325195
shuffle,0,1.05,1.0,1.5,5.563199996948242,8.134026527404785,13.634861946105957,35.33130645751953
shuffle,1,0.6,0.6,0.1,4.944972038269043,5.4092912673950195,2.212671995162964,2.292952537536621
shuffle,1,0.6,0.6,0.5,2.9197633266448975,3.2846076488494873,2.5539724826812744,3.4337451457977295
shuffle,1,0.6,0.6,1.0,1.0944228172302246,1.187469720840454,3.223780393600464,5.646317481994629
shuffle,1,0.6,0.6,1.5,1.7016385793685913,2.375087261199951,3.4914932250976562,6.916230201721191
shuffle,1,0.6,0.8,0.1,3.932332992553711,5.357186317443848,2.3641157150268555,2.4839091300964355
shuffle,1,0.6,0.8,0.5,3.1259894371032715,4.7419538497924805,3.069641590118408,4.48098611831665
shuffle,1,0.6,0.8,1.0,2.8434462547302246,4.1136369705200195,3.739680290222168,6.845004558563232
shuffle,1,0.6,0.8,1.5,2.2066502571105957,2.8353562355041504,3.7102887630462646,7.506089687347412
shuffle,1,0.6,1.0,0.1,5.939000606536865,6.7887725830078125,2.6001317501068115,2.719627857208252
shuffle,1,0.6,1.0,0.5,5.53318452835083,7.472012519836426,3.632955551147461,5.322564125061035
shuffle,1,0.6,1.0,1.0,3.6549088954925537,6.135193347930908,4.512485504150391,8.859302520751953
shuffle,1,0.6,1.0,1.5,1.9962279796600342,2.9328529834747314,5.069471836090088,11.392229080200195
shuffle,1,0.8,0.6,0.1,3.4833831787109375,4.042326927185059,2.77177357673645,2.8896656036376953
shuffle,1,0.8,0.6,0.5,2.5965840816497803,3.3088150024414062,3.5507826805114746,5.234199523925781
shuffle,1,0.8,0.6,1.0,0.7718985080718994,0.7841030359268188,4.232888221740723,7.981942653656006
shuffle,1,0.8,0.6,1.5,1.9894402027130127,3.0069451332092285,4.862683296203613,10.842366218566895
shuffle,1,0.8,0.8,0.1,6.371662616729736,7.931005477905273,3.105177402496338,3.3095524311065674
shuffle,1,0.8,0.8,0.5,3.0414111614227295,4.841338634490967,4.58187198638916,7.411489963531494
shuffle,1,0.8,0.8,1.0,3.2597546577453613,4.695178508758545,5.354173183441162,10.876160621643066
shuffle,1,0.8,0.8,1.5,2.614128351211548,3.572005271911621,5.919909477233887,13.471646308898926
shuffle,1,0.8,1.0,0.1,8.026782035827637,9.799790382385254,3.9110653400421143,4.216516494750977
shuffle,1,0.8,1.0,0.5,5.363771915435791,7.302986145019531,5.712391376495361,9.595878601074219
shuffle,1,0.8,1.0,1.0,4.998574256896973,6.742994785308838,6.841384410858154,14.861370086669922
shuffle,1,0.8,1.0,1.5,2.696840286254883,3.4928572177886963,7.923570156097412,19.06343650817871
shuffle,1,0.95,0.6,0.1,3.2903881072998047,3.152623176574707,3.9566168785095215,4.1161041259765625
shuffle,1,0.95,0.6,0.5,2.5559792518615723,3.5153989791870117,4.573004245758057,6.953733921051025
shuffle,1,0.95,0.6,1.0,1.7141624689102173,2.475853443145752,6.153933525085449,12.303522109985352
shuffle,1,0.95,0.6,1.5,1.2829158306121826,1.3307256698608398,6.28760290145874,14.712052345275879
shuffle,1,0.95,0.8,0.1,6.0722336769104,6.968413352966309,3.869091033935547,4.167016983032227
shuffle,1,0.95,0.8,0.5,3.663668632507324,4.574496269226074,5.637731075286865,9.226357460021973
shuffle,1,0.95,0.8,1.0,3.1730775833129883,4.868967533111572,7.030910491943359,14.758954048156738
shuffle,1,0.95,0.8,1.5,2.790818452835083,3.7311127185821533,7.938941478729248,19.996959686279297
shuffle,1,0.95,1.0,0.1,6.966538429260254,7.880319595336914,5.715665340423584,6.359785556793213
shuffle,1,0.95,1.0,0.5,5.001585006713867,6.719516277313232,9.08741569519043,17.11642837524414
