mode,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
real,20,0.6,0.6,0.1,0.0,4.182955265045166,4.92294654287798,1.467506766319275,1.5219621658325195,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.6,0.1,0.1,4.1358323097229,4.771144641426162,1.5231757164001465,1.6317805051803589,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.6,0.5,0.0,4.346748352050781,7.105011255564307,1.7539485692977905,2.331146240234375,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.6,0.5,0.1,4.039074897766113,6.6596971509123755,1.955378532409668,2.779290199279785,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.6,1.0,0.0,3.3877177238464355,6.040350506065806,2.0270774364471436,3.20245361328125,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.6,1.0,0.1,2.9531619548797607,5.319006873040507,2.3185744285583496,3.9369192123413086,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.6,1.5,0.0,2.498006582260132,4.2613369754975565,2.1852118968963623,3.7697341442108154,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.6,1.5,0.1,2.946523904800415,5.2612304679326485,2.5173661708831787,4.680977821350098,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.8,0.1,0.0,4.7399821281433105,5.76164215855232,1.5466742515563965,1.60509192943573,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.8,0.1,0.1,4.66746187210083,5.5738052849676105,1.607367753982544,1.7229232788085938,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.8,0.5,0.0,4.544307708740234,7.448739452019254,1.8669759035110474,2.502776861190796,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.8,0.5,0.1,4.291585445404053,6.793072623945136,2.0875661373138428,2.9883956909179688,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.8,1.0,0.0,4.004188060760498,7.365867381487831,2.173175096511841,3.491849899291992,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.8,1.0,0.1,3.3084232807159424,4.828840500769616,2.4927573204040527,4.2943830490112305,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.8,1.5,0.0,2.8077163696289062,4.71628412498103,2.3480007648468018,4.141766548156738,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,0.8,1.5,0.1,3.3701775074005127,6.352363988021125,2.712585687637329,5.1427741050720215,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,1.0,0.1,0.0,5.490123271942139,6.689739815267586,1.6713860034942627,1.7360422611236572,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,1.0,0.1,0.1,5.4013566970825195,6.5183534952923825,1.738996982574463,1.8648781776428223,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,1.0,0.5,0.0,4.413259029388428,6.949913388946492,2.0383565425872803,2.7627875804901123,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,1.0,0.5,0.1,5.0727410316467285,8.435338802060041,2.2848472595214844,3.299041748046875,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,1.0,1.0,0.0,3.9046051502227783,6.541959413420557,2.386992931365967,3.9127390384674072,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,1.0,1.0,0.1,3.859872579574585,6.896224374797127,2.7430174350738525,4.8031325340271,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,1.0,1.5,0.0,3.8311235904693604,6.660515028262132,2.5811362266540527,4.6693806648254395,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.6,1.0,1.5,0.1,3.608940839767456,6.994804987304832,2.98661470413208,5.782763481140137,0.0009280519443564117,0.5628097057342529,0.8963917938895556,2012346,chunk_2
real,20,0.8,0.6,0.1,0.0,5.05897855758667,6.004849459921843,1.683184266090393,1.7442275285720825,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.6,0.1,0.1,5.013734340667725,5.82096774169824,1.745844841003418,1.8703155517578125,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.6,0.5,0.0,4.593148708343506,7.477969691925562,2.024888515472412,2.744922399520874,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.6,0.5,0.1,4.211801052093506,6.701416597451955,2.2653441429138184,3.2808265686035156,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.6,1.0,0.0,4.072036266326904,7.488980739126305,2.337082862854004,3.82153582572937,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.6,1.0,0.1,2.3587465286254883,3.830191686295791,2.684105157852173,4.699737548828125,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.6,1.5,0.0,3.135227918624878,6.075521678750491,2.509385824203491,4.513801097869873,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.6,1.5,0.1,2.531853199005127,5.082916932168629,2.901486873626709,5.5983123779296875,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.8,0.1,0.0,5.730981826782227,6.872893273474517,1.800789475440979,1.8688504695892334,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.8,0.1,0.1,5.6009416580200195,6.646793227028638,1.8714077472686768,2.007558584213257,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.8,0.5,0.0,5.06217622756958,7.632580341240782,2.199869394302368,3.0218100547790527,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
real,20,0.8,0.8,0.5,0.1,4.740837097167969,8.225139432260676,2.469661235809326,3.615851640701294,0.0012374025536701083,0.5628095865249634,0.8963917027065043,2012346,chunk_2
