model,neuron_bias,capacity_threshold,order,parity,mean_ipc_contrib,std_ipc_contrib,median_ipc_contrib,ratio_to_order3
binary_base,0.0,0.01,3,odd,1.7256017619743944,0.5077937960544835,1.7824655999429524,1.0
binary_base,0.0,0.01,4,even,0.032959033641964196,0.018051646571588878,0.02569227945059538,0.019100023173512073
binary_base,0.0,0.01,5,odd,0.7018908725120128,0.347100547210693,0.7592288204468787,0.406751365221675
binary_base,0.0,0.01,6,even,0.030408553313463926,0.016529065084889424,0.03306406224146485,0.017621999457552218
binary_base,0.0,0.01,7,odd,0.1696125356014818,0.10580582996160798,0.13778814719989896,0.09829181873772252
binary_base,0.0,0.01,8,even,0.0409322754945606,0.02415412116119384,0.04268653551116586,0.023720580493454536
binary_base,0.0,0.01,9,odd,0.06056305104866624,0.02416663986283552,0.06832696590572596,0.035096771678867184
binary_base,0.0,0.01,10,even,0.03463993538171053,0.022932273184318612,0.0352158322930336,0.020074119153701084
binary_base,0.1,0.0,1,odd,3.3012735031015823,0.4581529527830579,3.3259811250888163,1.8150346947047034
binary_base,0.1,0.0,2,even,1.4332143428873525,0.4061574257194899,1.3190713287464746,0.7879788678050961
binary_base,0.1,0.0,3,odd,1.8188487045084734,0.40469900881183934,1.8885338865877408,1.0
binary_base,0.1,0.0,4,even,0.5730494695653224,0.2928902092853973,0.4820536042749221,0.315061647593269
binary_base,0.1,0.0,5,odd,0.816551461183801,0.3110173058767376,0.8700339249454601,0.44893863857932387
binary_base,0.1,0.0,6,even,0.2285822173582269,0.056909472609969564,0.2152302019529415,0.12567412385187865
binary_base,0.1,0.0,7,odd,0.33092247933000796,0.13314329878765488,0.3079351246762201,0.1819406300863472
binary_base,0.1,0.0,8,even,0.18189948040211382,0.03532809276927289,0.16962763033610262,0.10000803252696625
binary_base,0.1,0.0,9,odd,0.20140281544817848,0.04282528232888076,0.201994738292736,0.1107309337763779
binary_base,0.1,0.0,10,even,0.17398356471944942,0.03345641788892059,0.1769062293436452,0.09565587521831115
binary_base,0.1,0.001,1,odd,3.291204130259575,0.45841388520790827,3.3142611815128475,1.8209984696568944
binary_base,0.1,0.001,2,even,1.4213781527243554,0.40648874016727876,1.305182724900078,0.7864378320133717
binary_base,0.1,0.001,3,odd,1.8073623811884318,0.40542884357120523,1.8773216328117996,1.0
binary_base,0.1,0.001,4,even,0.5616879347944632,0.29427945953467605,0.4678394440561533,0.3107777060321047
binary_base,0.1,0.001,5,odd,0.8040492671483662,0.31191608108262275,0.8578349287854508,0.4448744067693073
binary_base,0.1,0.001,6,even,0.21655672144843266,0.05737044947851412,0.20708910323446617,0.11981920377585578
binary_base,0.1,0.001,7,odd,0.31884943474433386,0.13299387394664902,0.29574933648109436,0.176416992000616
binary_base,0.1,0.001,8,even,0.16901401181239634,0.0357315226265392,0.15896066377172247,0.09351418042753612
binary_base,0.1,0.001,9,odd,0.18902418412617408,0.04449662212428209,0.19315619789995253,0.10458565813563142
binary_base,0.1,0.001,10,even,0.16112071526004001,0.034099267220345106,0.16406330099562183,0.08914687886448927
binary_base,0.1,0.005,1,odd,3.2272824970539657,0.45551254072094216,3.253456376725808,1.8573628616628823
binary_base,0.1,0.005,2,even,1.350952746043913,0.4096662174642212,1.2403083231765777,0.7774991686206555
