model,d_max,mean_mc,std_mc,mean_capture_pct,std_capture_pct,n_runs
real,30,2.8829994767904283,0.6495135525171462,99.99889390806234,0.0069075419367359,40
real,50,2.8829994767904283,0.6495135525171462,99.99889390806234,0.0069075419367359,40
real,80,2.883040103316307,0.6495629111093805,100.0,0.0,40
shuffle_weights,30,3.0379928588867187,0.6310870075772237,100.0,0.0,40
shuffle_weights,50,3.0379928588867187,0.6310870075772237,100.0,0.0,40
shuffle_weights,80,3.0379928588867187,0.6310870075772237,100.0,0.0,40
cel_randN,30,6.845116454362869,1.2224703863965805,100.0,0.0,40
cel_randN,50,6.845116454362869,1.2224703863965805,100.0,0.0,40
cel_randN,80,6.845116454362869,1.2224703863965805,100.0,0.0,40
er_randN,30,8.346591520309449,0.3368967869358888,100.0,0.0,40
er_randN,50,8.346591520309449,0.3368967869358888,100.0,0.0,40
er_randN,80,8.346591520309449,0.3368967869358888,100.0,0.0,40
ws_p01_randN,30,8.492435562610627,0.37270397413671597,100.0,0.0,40
ws_p01_randN,50,8.492435562610627,0.37270397413671597,100.0,0.0,40
ws_p01_randN,80,8.492435562610627,0.37270397413671597,100.0,0.0,40
conn_shuf,30,2.9682387590408323,0.7075579779446379,100.0,0.0,40
conn_shuf,50,2.9682387590408323,0.7075579779446379,100.0,0.0,40
conn_shuf,80,2.9682387590408323,0.7075579779446379,100.0,0.0,40
local_sign,30,2.694781568646431,0.6181883220633472,100.0,0.0,40
local_sign,50,2.694781568646431,0.6181883220633472,100.0,0.0,40
local_sign,80,2.694781568646431,0.6181883220633472,100.0,0.0,40
conn_shuf_only,30,3.1842407464981077,0.6019410715164731,100.0,0.0,40
conn_shuf_only,50,3.1842407464981077,0.6019410715164731,100.0,0.0,40
conn_shuf_only,80,3.1842407464981077,0.6019410715164731,100.0,0.0,40
cel_sample,30,3.0842398166656495,0.6321609745709559,100.0,0.0,40
cel_sample,50,3.0842398166656495,0.6321609745709559,100.0,0.0,40
cel_sample,80,3.0842398166656495,0.6321609745709559,100.0,0.0,40
local_sign+flat,30,2.6780442595481873,0.5776070708566543,100.0,0.0,40
local_sign+flat,50,2.6780442595481873,0.5776070708566543,100.0,0.0,40
local_sign+flat,80,2.6780442595481873,0.5776070708566543,100.0,0.0,40
local_sign+sample,30,2.977774977684021,0.6450148751607785,100.0,0.0,40
local_sign+sample,50,2.977774977684021,0.6450148751607785,100.0,0.0,40
local_sign+sample,80,2.977774977684021,0.6450148751607785,100.0,0.0,40
local_sign+binary,30,2.677834987640381,0.5250792601320257,99.97146264112612,0.1447791315477803,40
local_sign+binary,50,2.6779938876628875,0.5250711742572189,99.97744898940473,0.14083101602932044,40
local_sign+binary,80,2.6785641610622406,0.5248964270774658,100.0,0.0,40
global_sign_pres,30,2.584881764650345,0.5504881988629636,99.98915042847116,0.05142690546068563,40
global_sign_pres,50,2.585116571187973,0.5506870395907346,99.99683401856652,0.019771547715081213,40
global_sign_pres,80,2.5852256536483766,0.5508569899205089,100.0,0.0,40
binary+shuffle,30,2.839942768216133,0.5928244015166243,99.98534752677968,0.07352138099256286,40
binary+shuffle,50,2.8401449978351594,0.5924593503103895,99.99674529412944,0.02032563164702912,40
binary+shuffle,80,2.8402069330215456,0.5923612351363694,100.0,0.0,40
