model,seed,rho_target,leak,input_scale,d_max,mc_total,capture_pct_vs_ref
shuffle_weights,2,0.95,0.8,1.0,30,2.9333949089050293,100.0
shuffle_weights,2,0.95,0.8,1.0,50,2.9333949089050293,100.0
shuffle_weights,2,0.95,0.8,1.0,80,2.9333949089050293,100.0
cel_randN,2,0.95,0.8,1.0,30,5.948482513427734,100.0
cel_randN,2,0.95,0.8,1.0,50,5.948482513427734,100.0
cel_randN,2,0.95,0.8,1.0,80,5.948482513427734,100.0
er_randN,2,0.95,0.8,1.0,30,8.061590194702148,100.0
er_randN,2,0.95,0.8,1.0,50,8.061590194702148,100.0
er_randN,2,0.95,0.8,1.0,80,8.061590194702148,100.0
ws_p01_randN,2,0.95,0.8,1.0,30,7.664969444274902,100.0
ws_p01_randN,2,0.95,0.8,1.0,50,7.664969444274902,100.0
ws_p01_randN,2,0.95,0.8,1.0,80,7.664969444274902,100.0
conn_shuf,2,0.95,0.8,1.0,30,2.0212810039520264,100.0
conn_shuf,2,0.95,0.8,1.0,50,2.0212810039520264,100.0
conn_shuf,2,0.95,0.8,1.0,80,2.0212810039520264,100.0
local_sign,2,0.95,0.8,1.0,30,2.6825857162475586,100.0
local_sign,2,0.95,0.8,1.0,50,2.6825857162475586,100.0
local_sign,2,0.95,0.8,1.0,80,2.6825857162475586,100.0
conn_shuf_only,2,0.95,0.8,1.0,30,3.3752386569976807,100.0
conn_shuf_only,2,0.95,0.8,1.0,50,3.3752386569976807,100.0
conn_shuf_only,2,0.95,0.8,1.0,80,3.3752386569976807,100.0
cel_sample,2,0.95,0.8,1.0,30,4.020336627960205,100.0
cel_sample,2,0.95,0.8,1.0,50,4.020336627960205,100.0
cel_sample,2,0.95,0.8,1.0,80,4.020336627960205,100.0
local_sign+flat,2,0.95,0.8,1.0,30,1.8666837215423584,100.0
local_sign+flat,2,0.95,0.8,1.0,50,1.8666837215423584,100.0
local_sign+flat,2,0.95,0.8,1.0,80,1.8666837215423584,100.0
local_sign+sample,2,0.95,0.8,1.0,30,2.984199047088623,100.0
local_sign+sample,2,0.95,0.8,1.0,50,2.984199047088623,100.0
local_sign+sample,2,0.95,0.8,1.0,80,2.984199047088623,100.0
local_sign+binary,2,0.95,0.8,1.0,30,2.5811266899108887,100.0
local_sign+binary,2,0.95,0.8,1.0,50,2.5811266899108887,100.0
local_sign+binary,2,0.95,0.8,1.0,80,2.5811266899108887,100.0
global_sign_pres,2,0.95,0.8,1.0,30,1.721097469329834,100.0
global_sign_pres,2,0.95,0.8,1.0,50,1.721097469329834,100.0
global_sign_pres,2,0.95,0.8,1.0,80,1.721097469329834,100.0
binary+shuffle,2,0.95,0.8,1.0,30,2.780595541000366,100.0
binary+shuffle,2,0.95,0.8,1.0,50,2.780595541000366,100.0
binary+shuffle,2,0.95,0.8,1.0,80,2.780595541000366,100.0
real,3,0.95,0.8,1.0,30,2.9752278327941895,100.0
real,3,0.95,0.8,1.0,50,2.9752278327941895,100.0
real,3,0.95,0.8,1.0,80,2.9752278327941895,100.0
shuffle_weights,3,0.95,0.8,1.0,30,3.887206554412842,100.0
shuffle_weights,3,0.95,0.8,1.0,50,3.887206554412842,100.0
shuffle_weights,3,0.95,0.8,1.0,80,3.887206554412842,100.0
cel_randN,3,0.95,0.8,1.0,30,7.946417808532715,100.0
cel_randN,3,0.95,0.8,1.0,50,7.946417808532715,100.0
cel_randN,3,0.95,0.8,1.0,80,7.946417808532715,100.0
er_randN,3,0.95,0.8,1.0,30,8.307846069335938,100.0
er_randN,3,0.95,0.8,1.0,50,8.307846069335938,100.0
er_randN,3,0.95,0.8,1.0,80,8.307846069335938,100.0
ws_p01_randN,3,0.95,0.8,1.0,30,8.84325122833252,100.0
ws_p01_randN,3,0.95,0.8,1.0,50,8.84325122833252,100.0
ws_p01_randN,3,0.95,0.8,1.0,80,8.84325122833252,100.0
conn_shuf,3,0.95,0.8,1.0,30,3.612344741821289,100.0
conn_shuf,3,0.95,0.8,1.0,50,3.612344741821289,100.0
conn_shuf,3,0.95,0.8,1.0,80,3.612344741821289,100.0
local_sign,3,0.95,0.8,1.0,30,2.9370999336242676,100.0
local_sign,3,0.95,0.8,1.0,50,2.9370999336242676,100.0
local_sign,3,0.95,0.8,1.0,80,2.9370999336242676,100.0
conn_shuf_only,3,0.95,0.8,1.0,30,3.925693988800049,100.0
conn_shuf_only,3,0.95,0.8,1.0,50,3.925693988800049,100.0
conn_shuf_only,3,0.95,0.8,1.0,80,3.925693988800049,100.0
cel_sample,3,0.95,0.8,1.0,30,4.203289031982422,100.0
cel_sample,3,0.95,0.8,1.0,50,4.203289031982422,100.0
cel_sample,3,0.95,0.8,1.0,80,4.203289031982422,100.0
local_sign+flat,3,0.95,0.8,1.0,30,1.6772165298461914,100.0
local_sign+flat,3,0.95,0.8,1.0,50,1.6772165298461914,100.0
local_sign+flat,3,0.95,0.8,1.0,80,1.6772165298461914,100.0
local_sign+sample,3,0.95,0.8,1.0,30,3.9665544033050537,100.0
local_sign+sample,3,0.95,0.8,1.0,50,3.9665544033050537,100.0
local_sign+sample,3,0.95,0.8,1.0,80,3.9665544033050537,100.0
local_sign+binary,3,0.95,0.8,1.0,30,2.1764678955078125,100.0
local_sign+binary,3,0.95,0.8,1.0,50,2.1764678955078125,100.0
local_sign+binary,3,0.95,0.8,1.0,80,2.1764678955078125,100.0
global_sign_pres,3,0.95,0.8,1.0,30,3.3544344902038574,100.0
global_sign_pres,3,0.95,0.8,1.0,50,3.3544344902038574,100.0
global_sign_pres,3,0.95,0.8,1.0,80,3.3544344902038574,100.0
binary+shuffle,3,0.95,0.8,1.0,30,2.8204970359802246,100.0
binary+shuffle,3,0.95,0.8,1.0,50,2.8204970359802246,100.0
binary+shuffle,3,0.95,0.8,1.0,80,2.8204970359802246,100.0
real,4,0.95,0.8,1.0,30,3.300358772277832,100.0
real,4,0.95,0.8,1.0,50,3.300358772277832,100.0
real,4,0.95,0.8,1.0,80,3.300358772277832,100.0
shuffle_weights,4,0.95,0.8,1.0,30,3.177659749984741,100.0
shuffle_weights,4,0.95,0.8,1.0,50,3.177659749984741,100.0
shuffle_weights,4,0.95,0.8,1.0,80,3.177659749984741,100.0
cel_randN,4,0.95,0.8,1.0,30,6.529136657714844,100.0
cel_randN,4,0.95,0.8,1.0,50,6.529136657714844,100.0
cel_randN,4,0.95,0.8,1.0,80,6.529136657714844,100.0
er_randN,4,0.95,0.8,1.0,30,7.983682155609131,100.0
er_randN,4,0.95,0.8,1.0,50,7.983682155609131,100.0
er_randN,4,0.95,0.8,1.0,80,7.983682155609131,100.0
ws_p01_randN,4,0.95,0.8,1.0,30,8.572613716125488,100.0
ws_p01_randN,4,0.95,0.8,1.0,50,8.572613716125488,100.0
ws_p01_randN,4,0.95,0.8,1.0,80,8.572613716125488,100.0
conn_shuf,4,0.95,0.8,1.0,30,3.540285110473633,100.0
conn_shuf,4,0.95,0.8,1.0,50,3.540285110473633,100.0
conn_shuf,4,0.95,0.8,1.0,80,3.540285110473633,100.0
local_sign,4,0.95,0.8,1.0,30,3.6132073402404785,100.0
local_sign,4,0.95,0.8,1.0,50,3.6132073402404785,100.0
local_sign,4,0.95,0.8,1.0,80,3.6132073402404785,100.0
conn_shuf_only,4,0.95,0.8,1.0,30,3.5129952430725098,100.0
conn_shuf_only,4,0.95,0.8,1.0,50,3.5129952430725098,100.0
conn_shuf_only,4,0.95,0.8,1.0,80,3.5129952430725098,100.0
cel_sample,4,0.95,0.8,1.0,30,3.1545960903167725,100.0
cel_sample,4,0.95,0.8,1.0,50,3.1545960903167725,100.0
cel_sample,4,0.95,0.8,1.0,80,3.1545960903167725,100.0
local_sign+flat,4,0.95,0.8,1.0,30,2.8818423748016357,100.0
local_sign+flat,4,0.95,0.8,1.0,50,2.8818423748016357,100.0
local_sign+flat,4,0.95,0.8,1.0,80,2.8818423748016357,100.0
local_sign+sample,4,0.95,0.8,1.0,30,2.9933512210845947,100.0
local_sign+sample,4,0.95,0.8,1.0,50,2.9933512210845947,100.0
local_sign+sample,4,0.95,0.8,1.0,80,2.9933512210845947,100.0
local_sign+binary,4,0.95,0.8,1.0,30,1.4602962732315063,100.0
local_sign+binary,4,0.95,0.8,1.0,50,1.4602962732315063,100.0
local_sign+binary,4,0.95,0.8,1.0,80,1.4602962732315063,100.0
global_sign_pres,4,0.95,0.8,1.0,30,3.011414051055908,100.0
global_sign_pres,4,0.95,0.8,1.0,50,3.011414051055908,100.0
global_sign_pres,4,0.95,0.8,1.0,80,3.011414051055908,100.0
binary+shuffle,4,0.95,0.8,1.0,30,3.4784839153289795,100.0
binary+shuffle,4,0.95,0.8,1.0,50,3.4784839153289795,100.0
binary+shuffle,4,0.95,0.8,1.0,80,3.4784839153289795,100.0
real,5,0.95,0.8,1.0,30,2.5897843837738037,100.0
real,5,0.95,0.8,1.0,50,2.5897843837738037,100.0
real,5,0.95,0.8,1.0,80,2.5897843837738037,100.0
shuffle_weights,5,0.95,0.8,1.0,30,3.8441779613494873,100.0
shuffle_weights,5,0.95,0.8,1.0,50,3.8441779613494873,100.0
shuffle_weights,5,0.95,0.8,1.0,80,3.8441779613494873,100.0
cel_randN,5,0.95,0.8,1.0,30,7.370412826538086,100.0
cel_randN,5,0.95,0.8,1.0,50,7.370412826538086,100.0
cel_randN,5,0.95,0.8,1.0,80,7.370412826538086,100.0
er_randN,5,0.95,0.8,1.0,30,8.210004806518555,100.0
er_randN,5,0.95,0.8,1.0,50,8.210004806518555,100.0
er_randN,5,0.95,0.8,1.0,80,8.210004806518555,100.0
ws_p01_randN,5,0.95,0.8,1.0,30,8.248780250549316,100.0
ws_p01_randN,5,0.95,0.8,1.0,50,8.248780250549316,100.0
ws_p01_randN,5,0.95,0.8,1.0,80,8.248780250549316,100.0
conn_shuf,5,0.95,0.8,1.0,30,2.369433641433716,100.0
conn_shuf,5,0.95,0.8,1.0,50,2.369433641433716,100.0
conn_shuf,5,0.95,0.8,1.0,80,2.369433641433716,100.0
local_sign,5,0.95,0.8,1.0,30,3.071619987487793,100.0
local_sign,5,0.95,0.8,1.0,50,3.071619987487793,100.0
local_sign,5,0.95,0.8,1.0,80,3.071619987487793,100.0
conn_shuf_only,5,0.95,0.8,1.0,30,3.7157039642333984,100.0
conn_shuf_only,5,0.95,0.8,1.0,50,3.7157039642333984,100.0
conn_shuf_only,5,0.95,0.8,1.0,80,3.7157039642333984,100.0
cel_sample,5,0.95,0.8,1.0,30,2.3396263122558594,100.0
cel_sample,5,0.95,0.8,1.0,50,2.3396263122558594,100.0
cel_sample,5,0.95,0.8,1.0,80,2.3396263122558594,100.0
local_sign+flat,5,0.95,0.8,1.0,30,2.567038059234619,100.0
local_sign+flat,5,0.95,0.8,1.0,50,2.567038059234619,100.0
local_sign+flat,5,0.95,0.8,1.0,80,2.567038059234619,100.0
local_sign+sample,5,0.95,0.8,1.0,30,2.867060899734497,100.0
local_sign+sample,5,0.95,0.8,1.0,50,2.867060899734497,100.0
local_sign+sample,5,0.95,0.8,1.0,80,2.867060899734497,100.0
local_sign+binary,5,0.95,0.8,1.0,30,3.374927282333374,100.0
local_sign+binary,5,0.95,0.8,1.0,50,3.374927282333374,100.0
local_sign+binary,5,0.95,0.8,1.0,80,3.374927282333374,100.0
global_sign_pres,5,0.95,0.8,1.0,30,3.609116315841675,100.0
global_sign_pres,5,0.95,0.8,1.0,50,3.609116315841675,100.0
global_sign_pres,5,0.95,0.8,1.0,80,3.609116315841675,100.0
binary+shuffle,5,0.95,0.8,1.0,30,3.433621406555176,100.0
binary+shuffle,5,0.95,0.8,1.0,50,3.433621406555176,100.0
binary+shuffle,5,0.95,0.8,1.0,80,3.433621406555176,100.0
real,6,0.95,0.8,1.0,30,3.5560524463653564,100.0
real,6,0.95,0.8,1.0,50,3.5560524463653564,100.0
real,6,0.95,0.8,1.0,80,3.5560524463653564,100.0
shuffle_weights,6,0.95,0.8,1.0,30,2.704559803009033,100.0
shuffle_weights,6,0.95,0.8,1.0,50,2.704559803009033,100.0
shuffle_weights,6,0.95,0.8,1.0,80,2.704559803009033,100.0
cel_randN,6,0.95,0.8,1.0,30,5.451253890991211,100.0
cel_randN,6,0.95,0.8,1.0,50,5.451253890991211,100.0
cel_randN,6,0.95,0.8,1.0,80,5.451253890991211,100.0
er_randN,6,0.95,0.8,1.0,30,7.952645301818848,100.0
er_randN,6,0.95,0.8,1.0,50,7.952645301818848,100.0
er_randN,6,0.95,0.8,1.0,80,7.952645301818848,100.0
ws_p01_randN,6,0.95,0.8,1.0,30,8.299168586730957,100.0
ws_p01_randN,6,0.95,0.8,1.0,50,8.299168586730957,100.0
ws_p01_randN,6,0.95,0.8,1.0,80,8.299168586730957,100.0
conn_shuf,6,0.95,0.8,1.0,30,2.9425411224365234,100.0
conn_shuf,6,0.95,0.8,1.0,50,2.9425411224365234,100.0
conn_shuf,6,0.95,0.8,1.0,80,2.9425411224365234,100.0
local_sign,6,0.95,0.8,1.0,30,3.3896710872650146,100.0
local_sign,6,0.95,0.8,1.0,50,3.3896710872650146,100.0
local_sign,6,0.95,0.8,1.0,80,3.3896710872650146,100.0
conn_shuf_only,6,0.95,0.8,1.0,30,4.225063800811768,100.0
conn_shuf_only,6,0.95,0.8,1.0,50,4.225063800811768,100.0
conn_shuf_only,6,0.95,0.8,1.0,80,4.225063800811768,100.0
cel_sample,6,0.95,0.8,1.0,30,2.4938437938690186,100.0
cel_sample,6,0.95,0.8,1.0,50,2.4938437938690186,100.0
cel_sample,6,0.95,0.8,1.0,80,2.4938437938690186,100.0
local_sign+flat,6,0.95,0.8,1.0,30,3.394209861755371,100.0
local_sign+flat,6,0.95,0.8,1.0,50,3.394209861755371,100.0
local_sign+flat,6,0.95,0.8,1.0,80,3.394209861755371,100.0
local_sign+sample,6,0.95,0.8,1.0,30,3.590522050857544,100.0
local_sign+sample,6,0.95,0.8,1.0,50,3.590522050857544,100.0
local_sign+sample,6,0.95,0.8,1.0,80,3.590522050857544,100.0
local_sign+binary,6,0.95,0.8,1.0,30,4.166364669799805,100.0
local_sign+binary,6,0.95,0.8,1.0,50,4.166364669799805,100.0
local_sign+binary,6,0.95,0.8,1.0,80,4.166364669799805,100.0
global_sign_pres,6,0.95,0.8,1.0,30,3.479696273803711,100.0
global_sign_pres,6,0.95,0.8,1.0,50,3.479696273803711,100.0
global_sign_pres,6,0.95,0.8,1.0,80,3.479696273803711,100.0
binary+shuffle,6,0.95,0.8,1.0,30,2.3090667724609375,100.0
binary+shuffle,6,0.95,0.8,1.0,50,2.3090667724609375,100.0
binary+shuffle,6,0.95,0.8,1.0,80,2.3090667724609375,100.0
real,7,0.95,0.8,1.0,30,4.008634090423584,100.0
real,7,0.95,0.8,1.0,50,4.008634090423584,100.0
real,7,0.95,0.8,1.0,80,4.008634090423584,100.0
shuffle_weights,7,0.95,0.8,1.0,30,3.678807497024536,100.0
shuffle_weights,7,0.95,0.8,1.0,50,3.678807497024536,100.0
shuffle_weights,7,0.95,0.8,1.0,80,3.678807497024536,100.0
cel_randN,7,0.95,0.8,1.0,30,7.611538410186768,100.0
cel_randN,7,0.95,0.8,1.0,50,7.611538410186768,100.0
cel_randN,7,0.95,0.8,1.0,80,7.611538410186768,100.0
er_randN,7,0.95,0.8,1.0,30,9.101259231567383,100.0
er_randN,7,0.95,0.8,1.0,50,9.101259231567383,100.0
er_randN,7,0.95,0.8,1.0,80,9.101259231567383,100.0
ws_p01_randN,7,0.95,0.8,1.0,30,8.775068283081055,100.0
ws_p01_randN,7,0.95,0.8,1.0,50,8.775068283081055,100.0
ws_p01_randN,7,0.95,0.8,1.0,80,8.775068283081055,100.0
conn_shuf,7,0.95,0.8,1.0,30,3.5227737426757812,100.0
conn_shuf,7,0.95,0.8,1.0,50,3.5227737426757812,100.0
conn_shuf,7,0.95,0.8,1.0,80,3.5227737426757812,100.0
local_sign,7,0.95,0.8,1.0,30,3.079833745956421,100.0
local_sign,7,0.95,0.8,1.0,50,3.079833745956421,100.0
local_sign,7,0.95,0.8,1.0,80,3.079833745956421,100.0
conn_shuf_only,7,0.95,0.8,1.0,30,1.355973243713379,100.0
conn_shuf_only,7,0.95,0.8,1.0,50,1.355973243713379,100.0
conn_shuf_only,7,0.95,0.8,1.0,80,1.355973243713379,100.0
cel_sample,7,0.95,0.8,1.0,30,4.039228916168213,100.0
cel_sample,7,0.95,0.8,1.0,50,4.039228916168213,100.0
cel_sample,7,0.95,0.8,1.0,80,4.039228916168213,100.0
local_sign+flat,7,0.95,0.8,1.0,30,2.1267480850219727,100.0
local_sign+flat,7,0.95,0.8,1.0,50,2.1267480850219727,100.0
local_sign+flat,7,0.95,0.8,1.0,80,2.1267480850219727,100.0
local_sign+sample,7,0.95,0.8,1.0,30,2.2101500034332275,100.0
local_sign+sample,7,0.95,0.8,1.0,50,2.2101500034332275,100.0
local_sign+sample,7,0.95,0.8,1.0,80,2.2101500034332275,100.0
local_sign+binary,7,0.95,0.8,1.0,30,3.468268871307373,100.0
local_sign+binary,7,0.95,0.8,1.0,50,3.468268871307373,100.0
local_sign+binary,7,0.95,0.8,1.0,80,3.468268871307373,100.0
global_sign_pres,7,0.95,0.8,1.0,30,3.3728244304656982,100.0
global_sign_pres,7,0.95,0.8,1.0,50,3.3728244304656982,100.0
global_sign_pres,7,0.95,0.8,1.0,80,3.3728244304656982,100.0
binary+shuffle,7,0.95,0.8,1.0,30,2.4924232959747314,100.0
binary+shuffle,7,0.95,0.8,1.0,50,2.4924232959747314,100.0
binary+shuffle,7,0.95,0.8,1.0,80,2.4924232959747314,100.0
real,8,0.95,0.8,1.0,30,2.4737162590026855,99.71374214535203
real,8,0.95,0.8,1.0,50,2.4737162590026855,99.71374214535203
real,8,0.95,0.8,1.0,80,2.4808177947998047,100.0
shuffle_weights,8,0.95,0.8,1.0,30,3.3700592517852783,100.0
shuffle_weights,8,0.95,0.8,1.0,50,3.3700592517852783,100.0
shuffle_weights,8,0.95,0.8,1.0,80,3.3700592517852783,100.0
cel_randN,8,0.95,0.8,1.0,30,6.993496894836426,100.0
cel_randN,8,0.95,0.8,1.0,50,6.993496894836426,100.0
cel_randN,8,0.95,0.8,1.0,80,6.993496894836426,100.0
er_randN,8,0.95,0.8,1.0,30,8.163473129272461,100.0
er_randN,8,0.95,0.8,1.0,50,8.163473129272461,100.0
er_randN,8,0.95,0.8,1.0,80,8.163473129272461,100.0
ws_p01_randN,8,0.95,0.8,1.0,30,8.529537200927734,100.0
ws_p01_randN,8,0.95,0.8,1.0,50,8.529537200927734,100.0
ws_p01_randN,8,0.95,0.8,1.0,80,8.529537200927734,100.0
conn_shuf,8,0.95,0.8,1.0,30,3.609133005142212,100.0
conn_shuf,8,0.95,0.8,1.0,50,3.609133005142212,100.0
conn_shuf,8,0.95,0.8,1.0,80,3.609133005142212,100.0
local_sign,8,0.95,0.8,1.0,30,2.372628927230835,100.0
local_sign,8,0.95,0.8,1.0,50,2.372628927230835,100.0
local_sign,8,0.95,0.8,1.0,80,2.372628927230835,100.0
conn_shuf_only,8,0.95,0.8,1.0,30,3.340285301208496,100.0
conn_shuf_only,8,0.95,0.8,1.0,50,3.340285301208496,100.0
conn_shuf_only,8,0.95,0.8,1.0,80,3.340285301208496,100.0
cel_sample,8,0.95,0.8,1.0,30,3.622368574142456,100.0
cel_sample,8,0.95,0.8,1.0,50,3.622368574142456,100.0
cel_sample,8,0.95,0.8,1.0,80,3.622368574142456,100.0
local_sign+flat,8,0.95,0.8,1.0,30,2.2919626235961914,100.0
local_sign+flat,8,0.95,0.8,1.0,50,2.2919626235961914,100.0
local_sign+flat,8,0.95,0.8,1.0,80,2.2919626235961914,100.0
local_sign+sample,8,0.95,0.8,1.0,30,2.957930088043213,100.0
local_sign+sample,8,0.95,0.8,1.0,50,2.957930088043213,100.0
local_sign+sample,8,0.95,0.8,1.0,80,2.957930088043213,100.0
local_sign+binary,8,0.95,0.8,1.0,30,1.9737434387207031,100.0
local_sign+binary,8,0.95,0.8,1.0,50,1.9737434387207031,100.0
local_sign+binary,8,0.95,0.8,1.0,80,1.9737434387207031,100.0
global_sign_pres,8,0.95,0.8,1.0,30,2.3700008392333984,100.0
global_sign_pres,8,0.95,0.8,1.0,50,2.3700008392333984,100.0
global_sign_pres,8,0.95,0.8,1.0,80,2.3700008392333984,100.0
binary+shuffle,8,0.95,0.8,1.0,30,3.4146294593811035,100.0
binary+shuffle,8,0.95,0.8,1.0,50,3.4146294593811035,100.0
binary+shuffle,8,0.95,0.8,1.0,80,3.4146294593811035,100.0
real,9,0.95,0.8,1.0,30,3.914323329925537,100.0
real,9,0.95,0.8,1.0,50,3.914323329925537,100.0
real,9,0.95,0.8,1.0,80,3.914323329925537,100.0
shuffle_weights,9,0.95,0.8,1.0,30,3.4054131507873535,100.0
shuffle_weights,9,0.95,0.8,1.0,50,3.4054131507873535,100.0
shuffle_weights,9,0.95,0.8,1.0,80,3.4054131507873535,100.0
cel_randN,9,0.95,0.8,1.0,30,8.23564338684082,100.0
cel_randN,9,0.95,0.8,1.0,50,8.23564338684082,100.0
cel_randN,9,0.95,0.8,1.0,80,8.23564338684082,100.0
er_randN,9,0.95,0.8,1.0,30,8.57673454284668,100.0
er_randN,9,0.95,0.8,1.0,50,8.57673454284668,100.0
er_randN,9,0.95,0.8,1.0,80,8.57673454284668,100.0
ws_p01_randN,9,0.95,0.8,1.0,30,8.726419448852539,100.0
ws_p01_randN,9,0.95,0.8,1.0,50,8.726419448852539,100.0
ws_p01_randN,9,0.95,0.8,1.0,80,8.726419448852539,100.0
conn_shuf,9,0.95,0.8,1.0,30,3.735753059387207,100.0
