mode,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
real,100,0.6,0.6,0.1,0.0,5.053236961364746,6.245536230945177,1.7865160703659058,1.8526110649108887,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.6,0.1,0.1,4.9407734870910645,6.078240747659493,1.8504770994186401,1.9767757654190063,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.6,0.5,0.0,4.7281975746154785,7.673019987726946,2.1580147743225098,2.887625217437744,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.6,0.5,0.1,4.065647602081299,7.036818124930413,2.400364398956299,3.4201693534851074,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.6,1.0,0.0,3.3081374168395996,5.67132900468971,2.534105062484741,4.105081081390381,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.6,1.0,0.1,3.0446739196777344,5.563180051757541,2.890284299850464,5.005646705627441,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.6,1.5,0.0,3.034064531326294,6.197903783439131,2.7539730072021484,4.975036144256592,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.6,1.5,0.1,2.4664368629455566,4.450011215473296,3.158804416656494,6.100822448730469,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.8,0.1,0.0,5.780004501342773,7.1107627245202885,1.9255841970443726,2.00129771232605,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.8,0.1,0.1,5.630306720733643,6.898597147679993,1.996799111366272,2.1386337280273438,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.8,0.5,0.0,4.982992649078369,8.118707014713664,2.363125801086426,3.2211244106292725,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.8,0.5,0.1,4.066499710083008,6.498299293633636,2.6333417892456055,3.8146183490753174,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.8,1.0,0.0,4.171857833862305,7.604413143490888,2.80519437789917,4.694607734680176,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.8,1.0,0.1,3.605111837387085,6.040572971390247,3.2023227214813232,5.70371150970459,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.8,1.5,0.0,3.436635971069336,6.550445393743743,3.0551750659942627,5.748004913330078,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,0.8,1.5,0.1,3.0978481769561768,5.557362339617498,3.504756212234497,7.009738922119141,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,1.0,0.1,0.0,6.504848003387451,8.333352057985643,2.1466872692108154,2.2336058616638184,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,1.0,0.1,0.1,6.361941337585449,8.030050996466372,2.2284348011016846,2.3892879486083984,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,1.0,0.5,0.0,5.742504596710205,9.013550444025249,2.674471855163574,3.718019485473633,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,1.0,0.5,0.1,5.021567344665527,7.504561263249343,2.9830915927886963,4.392186641693115,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,1.0,1.0,0.0,4.502878665924072,7.444731157564796,3.200883626937866,5.541175365447998,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,1.0,1.0,0.1,3.9999709129333496,5.783558102941917,3.6510603427886963,6.6875224113464355,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,1.0,1.5,0.0,3.25577974319458,4.715335026337278,3.4850568771362305,6.832989692687988,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.6,1.0,1.5,0.1,3.098447799682617,5.030945190672355,3.9917783737182617,8.26181697845459,0.0006156653980724514,0.3294062614440918,0.657565065114348,10012346,chunk_10
real,100,0.8,0.6,0.1,0.0,6.003762722015381,7.3622082870074905,2.1169931888580322,2.1992921829223633,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.6,0.1,0.1,5.891252517700195,7.150090367205223,2.198472023010254,2.3552403450012207,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.6,0.5,0.0,5.159957408905029,8.017990777527302,2.6047122478485107,3.57519793510437,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.6,0.5,0.1,5.40435266494751,8.610181190726493,2.9156110286712646,4.247872352600098,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.6,1.0,0.0,4.021039009094238,7.338817582115954,3.0917084217071533,5.233677864074707,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.6,1.0,0.1,3.223433017730713,4.5256128604753485,3.5371017456054688,6.347884178161621,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.6,1.5,0.0,3.1756768226623535,6.039090748187938,3.364372491836548,6.407630443572998,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.6,1.5,0.1,3.339150905609131,6.287371181138184,3.8604767322540283,7.780795574188232,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.8,0.1,0.0,6.744445323944092,8.3040701250074,2.3624022006988525,2.463935613632202,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
real,100,0.8,0.8,0.1,0.1,6.589992523193359,8.019588287941204,2.456907033920288,2.643853187561035,0.0008208871586248279,0.3294062614440918,0.6575650763509905,10012346,chunk_10
