model,seed,rho_target,leak,input_scale,neuron_bias,capacity_threshold,order,parity,ipc_contrib
real,0,0.95,0.8,1.0,0.0,0.0,1,odd,5.179383265353408
real,0,0.95,0.8,1.0,0.0,0.0,2,even,0.1749343761337201
real,0,0.95,0.8,1.0,0.0,0.0,3,odd,2.7053700824542375
real,0,0.95,0.8,1.0,0.0,0.0,4,even,0.16907116802886435
real,0,0.95,0.8,1.0,0.0,0.0,5,odd,1.476839287896329
real,0,0.95,0.8,1.0,0.0,0.0,6,even,0.2129968202517034
real,0,0.95,0.8,1.0,0.0,0.0,7,odd,0.5881100575400733
real,0,0.95,0.8,1.0,0.0,0.0,8,even,0.15626302175951423
real,0,0.95,0.8,1.0,0.0,0.0,9,odd,0.29483422760949907
real,0,0.95,0.8,1.0,0.0,0.0,10,even,0.17895792090394025
real,0,0.95,0.8,1.0,0.0,0.001,1,odd,5.166603574063629
real,0,0.95,0.8,1.0,0.0,0.001,2,even,0.1607352839782834
real,0,0.95,0.8,1.0,0.0,0.001,3,odd,2.6919122227700427
real,0,0.95,0.8,1.0,0.0,0.001,4,even,0.1557717847172171
real,0,0.95,0.8,1.0,0.0,0.001,5,odd,1.4701046486152336
real,0,0.95,0.8,1.0,0.0,0.001,6,even,0.20116151636466384
real,0,0.95,0.8,1.0,0.0,0.001,7,odd,0.5764155086362734
real,0,0.95,0.8,1.0,0.0,0.001,8,even,0.1419605416012928
real,0,0.95,0.8,1.0,0.0,0.001,9,odd,0.2845548583427444
real,0,0.95,0.8,1.0,0.0,0.001,10,even,0.16695681831333786
real,0,0.95,0.8,1.0,0.0,0.005,1,odd,5.1161517314612865
real,0,0.95,0.8,1.0,0.0,0.005,2,even,0.07076254300773144
real,0,0.95,0.8,1.0,0.0,0.005,3,odd,2.6271777069196105
real,0,0.95,0.8,1.0,0.0,0.005,4,even,0.10031263763085008
real,0,0.95,0.8,1.0,0.0,0.005,5,odd,1.3916173917241395
real,0,0.95,0.8,1.0,0.0,0.005,6,even,0.12756640743464231
real,0,0.95,0.8,1.0,0.0,0.005,7,odd,0.5189150618389249
real,0,0.95,0.8,1.0,0.0,0.005,8,even,0.06958154449239373
real,0,0.95,0.8,1.0,0.0,0.005,9,odd,0.20644150068983436
real,0,0.95,0.8,1.0,0.0,0.005,10,even,0.10298377694562078
real,0,0.95,0.8,1.0,0.0,0.01,1,odd,5.043389596045017
real,0,0.95,0.8,1.0,0.0,0.01,2,even,0.027252466417849064
real,0,0.95,0.8,1.0,0.0,0.01,3,odd,2.5840310137718916
real,0,0.95,0.8,1.0,0.0,0.01,4,even,0.05034832004457712
real,0,0.95,0.8,1.0,0.0,0.01,5,odd,1.305209906771779
real,0,0.95,0.8,1.0,0.0,0.01,6,even,0.04498815629631281
real,0,0.95,0.8,1.0,0.0,0.01,7,odd,0.4741753051057458
real,0,0.95,0.8,1.0,0.0,0.01,8,even,0.0
real,0,0.95,0.8,1.0,0.0,0.01,9,odd,0.13872046768665314
real,0,0.95,0.8,1.0,0.0,0.01,10,even,0.029776585288345814
real,0,0.95,0.8,1.0,0.1,0.0,1,odd,5.121983242626243
real,0,0.95,0.8,1.0,0.1,0.0,2,even,2.1045558598162692
real,0,0.95,0.8,1.0,0.1,0.0,3,odd,2.784233116146879
real,0,0.95,0.8,1.0,0.1,0.0,4,even,0.9865942695286876
real,0,0.95,0.8,1.0,0.1,0.0,5,odd,1.1737943875795622
real,0,0.95,0.8,1.0,0.1,0.0,6,even,0.3198241178392891
real,0,0.95,0.8,1.0,0.1,0.0,7,odd,0.681618245227007
real,0,0.95,0.8,1.0,0.1,0.0,8,even,0.2679596764723726
real,0,0.95,0.8,1.0,0.1,0.0,9,odd,0.27720735056655954
real,0,0.95,0.8,1.0,0.1,0.0,10,even,0.20248917168964908
real,0,0.95,0.8,1.0,0.1,0.001,1,odd,5.108077048556879
real,0,0.95,0.8,1.0,0.1,0.001,2,even,2.09617644676473
real,0,0.95,0.8,1.0,0.1,0.001,3,odd,2.775261307018809
real,0,0.95,0.8,1.0,0.1,0.001,4,even,0.9778968145838007
real,0,0.95,0.8,1.0,0.1,0.001,5,odd,1.1590491936076432
real,0,0.95,0.8,1.0,0.1,0.001,6,even,0.30700065672863275
real,0,0.95,0.8,1.0,0.1,0.001,7,odd,0.667130004032515
