model,neuron_bias,capacity_threshold,order,parity,mean_ipc_contrib,std_ipc_contrib,median_ipc_contrib,ratio_to_order3
binary_base,0.0,0.0,1,odd,4.179932490138751,0.5369883999337353,4.221306953888906,1.9819612254744439
binary_base,0.0,0.0,2,even,0.17828876409732672,0.037172173965546354,0.18213911144541406,0.08453758959320705
binary_base,0.0,0.0,3,odd,2.1089880247975863,0.4423612366687127,2.124703092386133,1.0
binary_base,0.0,0.0,4,even,0.18221995118758189,0.02743301845796074,0.17988585785975886,0.08640160543589182
binary_base,0.0,0.0,5,odd,0.9117516314381626,0.29748189307337,0.9852548805610462,0.43231712115846155
binary_base,0.0,0.0,6,even,0.17205551901504149,0.019019873097666094,0.17423204548990157,0.08158202748996396
binary_base,0.0,0.0,7,odd,0.3378460010907308,0.1534451139589615,0.26397155468281497,0.1601934184159989
binary_base,0.0,0.0,8,even,0.1768785406862491,0.028229744472096197,0.18121169655581562,0.08386891656401194
binary_base,0.0,0.0,9,odd,0.2093478124181058,0.06259825569528751,0.19691011893792876,0.09926458090637964
binary_base,0.0,0.0,10,even,0.1813447705052454,0.02902437242488816,0.17715705695366424,0.0859866288347703
binary_base,0.0,0.001,1,odd,4.170181367738405,0.5370477825339555,4.210684643301647,1.987638902856031
binary_base,0.0,0.001,2,even,0.16582824644865468,0.03830270725705821,0.17018649040255696,0.07903893014909746
binary_base,0.0,0.001,3,odd,2.0980578322079966,0.44263585108180553,2.1142330301809125,1.0
binary_base,0.0,0.001,4,even,0.1698171066993382,0.028106933409952104,0.16601539816474542,0.0809401457349832
binary_base,0.0,0.001,5,odd,0.8992711916740518,0.29711046599216456,0.9712791860220022,0.42862078340693716
binary_base,0.0,0.001,6,even,0.15936254215193912,0.019816354111924984,0.16183134890161455,0.0759571732034793
binary_base,0.0,0.001,7,odd,0.3255017948744353,0.15476905412417355,0.2510959972278215,0.15514433867243646
binary_base,0.0,0.001,8,even,0.16413539903005586,0.02834364420471133,0.16814864776097238,0.07823206610912137
binary_base,0.0,0.001,9,odd,0.1962427960068453,0.06390717171261294,0.18503963842522353,0.09353545597945664
binary_base,0.0,0.001,10,even,0.16935479329549707,0.0291559115446386,0.16771141364006326,0.08071979270336321
binary_base,0.0,0.005,1,odd,4.106272505572997,0.5387763814055037,4.125212092651054,2.0229259560393897
binary_base,0.0,0.005,2,even,0.091918077878654,0.04005222398583501,0.08584811817854643,0.04528278756892495
binary_base,0.0,0.005,3,odd,2.029867921420373,0.4414009844055764,2.0527741063851863,1.0
binary_base,0.0,0.005,4,even,0.0987138764699921,0.026268506967699567,0.09906019875779748,0.04863068942974298
binary_base,0.0,0.005,5,odd,0.8320127067156136,0.29460515130017595,0.9046615434344858,0.4098851447110035
binary_base,0.0,0.005,6,even,0.0846047688042745,0.02108945156428108,0.08694403572008014,0.04167993784791349
binary_base,0.0,0.005,7,odd,0.25488703933078793,0.15049118346259582,0.19078952725976706,0.12556828778910606
binary_base,0.0,0.005,8,even,0.09368356238119305,0.023671044206295656,0.0869178066495806,0.046152540957265446
binary_base,0.0,0.005,9,odd,0.12262792605906725,0.06150717247170121,0.1020406880415976,0.06041177594119522
binary_base,0.0,0.005,10,even,0.0922367159742862,0.03409959070096896,0.08402018062770367,0.04543976236135836
binary_base,0.0,0.01,1,odd,4.05210582120344,0.5463697654324596,4.087018650025129,2.0562620744123237
binary_base,0.0,0.01,2,even,0.03840730907395482,0.03126180271807682,0.03265405120328069,0.01948998780233004
binary_base,0.0,0.01,3,odd,1.9706173992250116,0.44587271804869716,1.9841979085467756,1.0
binary_base,0.0,0.01,4,even,0.041405882919207215,0.017874812377183,0.040183790028095245,0.02101162962201135
binary_base,0.0,0.01,5,odd,0.7781415421981365,0.2992100038292747,0.8478258494287729,0.394871953583764
binary_base,0.0,0.01,6,even,0.03069056263193488,0.020462856089664458,0.025432428810745478,0.01557408487512828
binary_base,0.0,0.01,7,odd,0.20143129550851882,0.14063275248925802,0.15473397262394428,0.10221735360082383
binary_base,0.0,0.01,8,even,0.0351062576752156,0.023781178768349936,0.032576922327280045,0.01781485218237792
binary_base,0.0,0.01,9,odd,0.07400640235282481,0.06286917767506423,0.06129506602883339,0.037554931962911445
binary_base,0.0,0.01,10,even,0.04325155741535127,0.03013067226583415,0.03304580086842179,0.021948226699084708
binary_base,0.1,0.0,1,odd,3.9666231780429255,0.6240884064057484,3.9827321730069305,2.050121013057851
binary_base,0.1,0.0,2,even,1.5623607538583892,0.3342421515780406,1.6651278662481936,0.8074950575573242
binary_base,0.1,0.0,3,odd,1.9348239215042835,0.47748208689171895,1.9394537322476957,1.0
binary_base,0.1,0.0,4,even,0.6286206976223327,0.23884917459484423,0.6993191538345727,0.3248981422214347
binary_base,0.1,0.0,5,odd,0.8848922393864129,0.32700624711431836,0.9315130658617545,0.4573502681827649
binary_base,0.1,0.0,6,even,0.24079744226217334,0.061318790009833216,0.23107757127744355,0.12445444755249799
binary_base,0.1,0.0,7,odd,0.31380444512525174,0.12802969613377968,0.2685553725220019,0.16218759838428895
binary_base,0.1,0.0,8,even,0.1916582513893526,0.03356949764229606,0.19231815133393582,0.09905720580524066
binary_base,0.1,0.0,9,odd,0.2173049395531339,0.05384674011037353,0.209757576177509,0.11231251440398982
binary_base,0.1,0.0,10,even,0.17603697967295073,0.029524529474819143,0.17891900951514472,0.09098346248276991
binary_base,0.1,0.001,1,odd,3.9568473281571643,0.6241558649862609,3.9740190351149067,2.0563584458474056
binary_base,0.1,0.001,2,even,1.551124144118512,0.3343820744910738,1.6521996190422215,0.8061132941920871
binary_base,0.1,0.001,3,odd,1.9242011703492607,0.4774780261248857,1.9294026241987012,1.0
binary_base,0.1,0.001,4,even,0.616632535168901,0.2386951549089343,0.6859683051006868,0.3204615737017645
binary_base,0.1,0.001,5,odd,0.8721055907721166,0.3261351402276719,0.9209055237588473,0.4532299450861581
binary_base,0.1,0.001,6,even,0.2286588869872503,0.0609750680420652,0.22139503282960504,0.11883315035389284
binary_base,0.1,0.001,7,odd,0.3009012802678626,0.12761575072054612,0.25774922588607296,0.15637724625915606
binary_base,0.1,0.001,8,even,0.17860923788393848,0.03372082021995371,0.17901511740637943,0.09282253884687078
binary_base,0.1,0.001,9,odd,0.2049521312583238,0.05392784417852269,0.1972463596612215,0.10651283993405068
binary_base,0.1,0.001,10,even,0.1632627948303707,0.030464264386927883,0.16777550155529752,0.08484705099765476
binary_base,0.1,0.005,1,odd,3.894389642495662,0.6238184049376984,3.9097705553285778,2.100035763469327
binary_base,0.1,0.005,2,even,1.4825925137847662,0.33625911644692086,1.6004551891237497,0.7994827398946812
binary_base,0.1,0.005,3,odd,1.8544396768091247,0.4822682180070921,1.8711583628319204,1.0
binary_base,0.1,0.005,4,even,0.5467666852520778,0.23647373015986292,0.6357480534352362,0.2948419903271709
binary_base,0.1,0.005,5,odd,0.8014721470186487,0.32508852551549317,0.8444262905977666,0.43219100466924665
binary_base,0.1,0.005,6,even,0.1553692463086918,0.0622215489475668,0.14376087440177798,0.0837823134673384
binary_base,0.1,0.005,7,odd,0.23211666448041796,0.1261107688373708,0.19688962469808757,0.1251680857475039
