config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,4,0.6,0.6,0.1,500,1500,500,3.8285410404205322,100.0
baseline,shuffle_weights,4,0.6,0.6,0.1,500,1500,500,5.037378311157227,100.0
baseline,cel_randN,4,0.6,0.6,0.1,500,1500,500,7.114606857299805,100.0
baseline,er_randN,4,0.6,0.6,0.1,500,1500,500,9.293100357055664,100.0
baseline,ws_p01_randN,4,0.6,0.6,0.1,500,1500,500,9.415789604187012,100.0
baseline,conn_shuf,4,0.6,0.6,0.1,500,1500,500,4.074197769165039,100.0
baseline,local_sign,4,0.6,0.6,0.1,500,1500,500,3.6380138397216797,100.0
baseline,conn_shuf_only,4,0.6,0.6,0.1,500,1500,500,5.204500675201416,100.0
baseline,cel_sample,4,0.6,0.6,0.1,500,1500,500,4.331711769104004,100.0
baseline,local_sign+flat,4,0.6,0.6,0.1,500,1500,500,4.377634048461914,100.0
baseline,local_sign+sample,4,0.6,0.6,0.1,500,1500,500,4.429126739501953,100.0
baseline,local_sign+binary,4,0.6,0.6,0.1,500,1500,500,3.780693769454956,100.0
baseline,global_sign_pres,4,0.6,0.6,0.1,500,1500,500,4.108680248260498,100.0
baseline,binary+shuffle,4,0.6,0.6,0.1,500,1500,500,4.188570976257324,100.0
baseline,real,4,0.6,0.6,0.5,500,1500,500,3.0265111923217773,100.0
baseline,shuffle_weights,4,0.6,0.6,0.5,500,1500,500,4.280412673950195,100.0
baseline,cel_randN,4,0.6,0.6,0.5,500,1500,500,3.450512409210205,100.0
baseline,er_randN,4,0.6,0.6,0.5,500,1500,500,4.2582197189331055,100.0
baseline,ws_p01_randN,4,0.6,0.6,0.5,500,1500,500,4.0742082595825195,100.0
baseline,conn_shuf,4,0.6,0.6,0.5,500,1500,500,3.739657163619995,100.0
baseline,local_sign,4,0.6,0.6,0.5,500,1500,500,3.3814234733581543,100.0
baseline,conn_shuf_only,4,0.6,0.6,0.5,500,1500,500,2.7891740798950195,100.0
baseline,cel_sample,4,0.6,0.6,0.5,500,1500,500,3.2103524208068848,100.0
baseline,local_sign+flat,4,0.6,0.6,0.5,500,1500,500,3.176055431365967,100.0
baseline,local_sign+sample,4,0.6,0.6,0.5,500,1500,500,2.775951623916626,100.0
baseline,local_sign+binary,4,0.6,0.6,0.5,500,1500,500,3.3954391479492188,100.0
baseline,global_sign_pres,4,0.6,0.6,0.5,500,1500,500,3.29634952545166,100.0
baseline,binary+shuffle,4,0.6,0.6,0.5,500,1500,500,4.029731750488281,100.0
baseline,real,4,0.6,0.6,1.0,500,1500,500,2.666642665863037,100.0
baseline,shuffle_weights,4,0.6,0.6,1.0,500,1500,500,2.540191173553467,100.0
baseline,cel_randN,4,0.6,0.6,1.0,500,1500,500,2.579937696456909,100.0
baseline,er_randN,4,0.6,0.6,1.0,500,1500,500,1.8623816967010498,100.0
baseline,ws_p01_randN,4,0.6,0.6,1.0,500,1500,500,2.362788200378418,100.0
baseline,conn_shuf,4,0.6,0.6,1.0,500,1500,500,2.6497464179992676,100.0
baseline,local_sign,4,0.6,0.6,1.0,500,1500,500,1.5250332355499268,100.0
baseline,conn_shuf_only,4,0.6,0.6,1.0,500,1500,500,1.5528628826141357,100.0
baseline,cel_sample,4,0.6,0.6,1.0,500,1500,500,1.642499327659607,100.0
baseline,local_sign+flat,4,0.6,0.6,1.0,500,1500,500,2.4496726989746094,100.0
baseline,local_sign+sample,4,0.6,0.6,1.0,500,1500,500,2.76348876953125,100.0
baseline,local_sign+binary,4,0.6,0.6,1.0,500,1500,500,1.9802943468093872,100.0
baseline,global_sign_pres,4,0.6,0.6,1.0,500,1500,500,3.0888845920562744,100.0
baseline,binary+shuffle,4,0.6,0.6,1.0,500,1500,500,2.681522846221924,100.0
baseline,real,4,0.6,0.6,1.5,500,1500,500,2.2397022247314453,100.0
baseline,shuffle_weights,4,0.6,0.6,1.5,500,1500,500,1.4334337711334229,100.0
baseline,cel_randN,4,0.6,0.6,1.5,500,1500,500,2.1212832927703857,100.0
baseline,er_randN,4,0.6,0.6,1.5,500,1500,500,2.0339789390563965,100.0
baseline,ws_p01_randN,4,0.6,0.6,1.5,500,1500,500,1.5359468460083008,100.0
baseline,conn_shuf,4,0.6,0.6,1.5,500,1500,500,2.0106916427612305,100.0
baseline,local_sign,4,0.6,0.6,1.5,500,1500,500,1.786415934562683,100.0
baseline,conn_shuf_only,4,0.6,0.6,1.5,500,1500,500,1.9716517925262451,100.0
baseline,cel_sample,4,0.6,0.6,1.5,500,1500,500,1.3784961700439453,100.0
baseline,local_sign+flat,4,0.6,0.6,1.5,500,1500,500,2.218942165374756,100.0
baseline,local_sign+sample,4,0.6,0.6,1.5,500,1500,500,1.9119588136672974,100.0
baseline,local_sign+binary,4,0.6,0.6,1.5,500,1500,500,2.3801982402801514,100.0
baseline,global_sign_pres,4,0.6,0.6,1.5,500,1500,500,1.7438421249389648,100.0
baseline,binary+shuffle,4,0.6,0.6,1.5,500,1500,500,1.9796713590621948,100.0
baseline,real,4,0.6,0.8,0.1,500,1500,500,4.779177188873291,100.0
baseline,shuffle_weights,4,0.6,0.8,0.1,500,1500,500,5.726462364196777,100.0
baseline,cel_randN,4,0.6,0.8,0.1,500,1500,500,9.799678802490234,100.0
baseline,er_randN,4,0.6,0.8,0.1,500,1500,500,10.604004859924316,100.0
baseline,ws_p01_randN,4,0.6,0.8,0.1,500,1500,500,11.494717597961426,100.0
baseline,conn_shuf,4,0.6,0.8,0.1,500,1500,500,5.23386812210083,100.0
baseline,local_sign,4,0.6,0.8,0.1,500,1500,500,4.50929069519043,100.0
baseline,conn_shuf_only,4,0.6,0.8,0.1,500,1500,500,6.005221843719482,100.0
baseline,cel_sample,4,0.6,0.8,0.1,500,1500,500,4.9136481285095215,100.0
baseline,local_sign+flat,4,0.6,0.8,0.1,500,1500,500,4.723586082458496,100.0
baseline,local_sign+sample,4,0.6,0.8,0.1,500,1500,500,5.111372947692871,100.0
baseline,local_sign+binary,4,0.6,0.8,0.1,500,1500,500,4.245877265930176,100.0
baseline,global_sign_pres,4,0.6,0.8,0.1,500,1500,500,4.469886779785156,100.0
baseline,binary+shuffle,4,0.6,0.8,0.1,500,1500,500,4.824017524719238,100.0
baseline,real,4,0.6,0.8,0.5,500,1500,500,4.012052536010742,100.0
baseline,shuffle_weights,4,0.6,0.8,0.5,500,1500,500,4.34632682800293,100.0
baseline,cel_randN,4,0.6,0.8,0.5,500,1500,500,4.67149019241333,100.0
baseline,er_randN,4,0.6,0.8,0.5,500,1500,500,6.539018630981445,100.0
baseline,ws_p01_randN,4,0.6,0.8,0.5,500,1500,500,5.614841461181641,100.0
baseline,conn_shuf,4,0.6,0.8,0.5,500,1500,500,4.053938865661621,100.0
baseline,local_sign,4,0.6,0.8,0.5,500,1500,500,4.032554626464844,100.0
baseline,conn_shuf_only,4,0.6,0.8,0.5,500,1500,500,4.53106164932251,100.0
baseline,cel_sample,4,0.6,0.8,0.5,500,1500,500,4.251325607299805,100.0
baseline,local_sign+flat,4,0.6,0.8,0.5,500,1500,500,3.0459604263305664,100.0
baseline,local_sign+sample,4,0.6,0.8,0.5,500,1500,500,4.259519577026367,100.0
baseline,local_sign+binary,4,0.6,0.8,0.5,500,1500,500,2.312407970428467,100.0
baseline,global_sign_pres,4,0.6,0.8,0.5,500,1500,500,2.805987596511841,100.0
baseline,binary+shuffle,4,0.6,0.8,0.5,500,1500,500,2.673748016357422,100.0
baseline,real,4,0.6,0.8,1.0,500,1500,500,2.5133652687072754,100.0
baseline,shuffle_weights,4,0.6,0.8,1.0,500,1500,500,3.4895646572113037,100.0
baseline,cel_randN,4,0.6,0.8,1.0,500,1500,500,2.887892961502075,100.0
baseline,er_randN,4,0.6,0.8,1.0,500,1500,500,3.47908878326416,100.0
baseline,ws_p01_randN,4,0.6,0.8,1.0,500,1500,500,3.6371607780456543,100.0
baseline,conn_shuf,4,0.6,0.8,1.0,500,1500,500,3.313526153564453,100.0
baseline,local_sign,4,0.6,0.8,1.0,500,1500,500,2.326173782348633,100.0
baseline,conn_shuf_only,4,0.6,0.8,1.0,500,1500,500,3.60158109664917,100.0
baseline,cel_sample,4,0.6,0.8,1.0,500,1500,500,2.6039974689483643,100.0
baseline,local_sign+flat,4,0.6,0.8,1.0,500,1500,500,2.332185745239258,100.0
baseline,local_sign+sample,4,0.6,0.8,1.0,500,1500,500,2.0900380611419678,100.0
baseline,local_sign+binary,4,0.6,0.8,1.0,500,1500,500,2.6501002311706543,100.0
baseline,global_sign_pres,4,0.6,0.8,1.0,500,1500,500,3.2975635528564453,100.0
baseline,binary+shuffle,4,0.6,0.8,1.0,500,1500,500,3.403657913208008,100.0
baseline,real,4,0.6,0.8,1.5,500,1500,500,2.612356662750244,100.0
baseline,shuffle_weights,4,0.6,0.8,1.5,500,1500,500,1.933384656906128,100.0
baseline,cel_randN,4,0.6,0.8,1.5,500,1500,500,3.6007518768310547,100.0
baseline,er_randN,4,0.6,0.8,1.5,500,1500,500,3.5495197772979736,100.0
baseline,ws_p01_randN,4,0.6,0.8,1.5,500,1500,500,2.5409913063049316,100.0
baseline,conn_shuf,4,0.6,0.8,1.5,500,1500,500,1.9584705829620361,100.0
baseline,local_sign,4,0.6,0.8,1.5,500,1500,500,2.491687297821045,100.0
baseline,conn_shuf_only,4,0.6,0.8,1.5,500,1500,500,2.2732999324798584,100.0
baseline,cel_sample,4,0.6,0.8,1.5,500,1500,500,2.4969475269317627,100.0
baseline,local_sign+flat,4,0.6,0.8,1.5,500,1500,500,2.760256052017212,100.0
baseline,local_sign+sample,4,0.6,0.8,1.5,500,1500,500,2.4735562801361084,100.0
baseline,local_sign+binary,4,0.6,0.8,1.5,500,1500,500,1.9634740352630615,100.0
baseline,global_sign_pres,4,0.6,0.8,1.5,500,1500,500,2.633624792098999,100.0
baseline,binary+shuffle,4,0.6,0.8,1.5,500,1500,500,1.0650084018707275,100.0
baseline,real,4,0.6,1.0,0.1,500,1500,500,5.35321044921875,100.0
baseline,shuffle_weights,4,0.6,1.0,0.1,500,1500,500,6.7865400314331055,100.0
baseline,cel_randN,4,0.6,1.0,0.1,500,1500,500,12.025216102600098,100.0
baseline,er_randN,4,0.6,1.0,0.1,500,1500,500,13.96557903289795,100.0
baseline,ws_p01_randN,4,0.6,1.0,0.1,500,1500,500,14.981865882873535,100.0
