config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.20138386487960816,0.5301926317910456,0.0,48,48
baseline,real,cel_randN,0.20138386487960816,0.9999992297643373,0.0,48,48
baseline,real,er_randN,0.20138386487960816,0.9999999991671039,0.0,48,48
baseline,real,ws_p01_randN,0.20138386487960816,0.9999999993514196,0.0,48,48
baseline,real,conn_shuf,0.20138386487960816,0.49223211376071196,0.0,48,48
baseline,real,local_sign,0.20138386487960816,0.7851829224425182,0.0,48,48
baseline,real,conn_shuf_only,0.20138386487960816,0.5640696958217811,0.0,48,48
baseline,real,cel_sample,0.20138386487960816,0.5838669144370725,0.0,48,48
baseline,real,local_sign+flat,0.20138386487960816,0.6239723205495143,0.0,48,48
baseline,real,local_sign+sample,0.20138386487960816,0.4463189622146571,0.0,48,48
baseline,real,local_sign+binary,0.20138386487960816,0.8650611935019923,0.0,48,48
baseline,real,global_sign_pres,0.20138386487960816,0.6567019698623,0.0,48,48
baseline,real,binary+shuffle,0.20138386487960816,0.8105321080934754,0.0,48,48
baseline,shuffle_weights,cel_randN,0.20138386487960816,0.9999957604632741,0.0,48,48
baseline,shuffle_weights,er_randN,0.20138386487960816,0.999999995053637,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.20138386487960816,0.99999999625496,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.20138386487960816,0.3308321122398058,0.0,48,48
baseline,shuffle_weights,local_sign,0.20138386487960816,0.9025519131091329,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.20138386487960816,0.34083253807777425,0.0,48,48
baseline,shuffle_weights,cel_sample,0.20138386487960816,0.33504309881474237,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.20138386487960816,0.816412176216434,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.20138386487960816,0.3675795632367824,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.20138386487960816,0.9434018326414133,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.20138386487960816,0.8389159600526079,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.20138386487960816,0.9162705121071457,0.0,48,48
baseline,cel_randN,er_randN,0.20138386487960816,0.9334164040445948,0.0,48,48
baseline,cel_randN,ws_p01_randN,0.20138386487960816,0.9465923571248153,0.0,48,48
baseline,cel_randN,conn_shuf,0.20138386487960816,0.9999973589340788,0.0,48,48
baseline,cel_randN,local_sign,0.20138386487960816,0.9999999271757058,0.0,48,48
baseline,cel_randN,conn_shuf_only,0.20138386487960816,0.9999947518113506,0.0,48,48
baseline,cel_randN,cel_sample,0.20138386487960816,0.9999964348537186,0.0,48,48
baseline,cel_randN,local_sign+flat,0.20138386487960816,0.9999998500054895,0.0,48,48
baseline,cel_randN,local_sign+sample,0.20138386487960816,0.9999978624175198,0.0,48,48
baseline,cel_randN,local_sign+binary,0.20138386487960816,0.9999999652572588,0.0,48,48
baseline,cel_randN,global_sign_pres,0.20138386487960816,0.9999998839476055,0.0,48,48
baseline,cel_randN,binary+shuffle,0.20138386487960816,0.9999999418230089,0.0,48,48
baseline,er_randN,ws_p01_randN,0.20138386487960816,0.4830779060773612,0.0,48,48
baseline,er_randN,conn_shuf,0.20138386487960816,0.9999999970838173,0.0,48,48
baseline,er_randN,local_sign,0.20138386487960816,0.9999999999134684,0.0,48,48
baseline,er_randN,conn_shuf_only,0.20138386487960816,0.9999999937971771,0.0,48,48
baseline,er_randN,cel_sample,0.20138386487960816,0.9999999961178836,0.0,48,48
