config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.2134600043296814,0.493071715289748,0.0,48,48
baseline,real,cel_randN,0.2134600043296814,0.9999999839389656,0.0,48,48
baseline,real,er_randN,0.2134600043296814,0.9999999999535412,0.0,48,48
baseline,real,ws_p01_randN,0.2134600043296814,0.9999999998606717,0.0,48,48
baseline,real,conn_shuf,0.2134600043296814,0.750978484941685,0.0,48,48
baseline,real,local_sign,0.2134600043296814,0.2560708954784413,0.0,48,48
baseline,real,conn_shuf_only,0.2134600043296814,0.8545450399881138,0.0,48,48
baseline,real,cel_sample,0.2134600043296814,0.3854787922480435,0.0,48,48
baseline,real,local_sign+flat,0.2134600043296814,0.3062759732431295,0.0,48,48
baseline,real,local_sign+sample,0.2134600043296814,0.4330745920971642,0.0,48,48
baseline,real,local_sign+binary,0.2134600043296814,0.6233209270132234,0.0,48,48
baseline,real,global_sign_pres,0.2134600043296814,0.6300201382258259,0.0,48,48
baseline,real,binary+shuffle,0.2134600043296814,0.4807749419149238,0.0,48,48
baseline,shuffle_weights,cel_randN,0.2134600043296814,0.9999999336043421,0.0,48,48
baseline,shuffle_weights,er_randN,0.2134600043296814,0.9999999998310845,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.2134600043296814,0.9999999995096096,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.2134600043296814,0.5403978350006491,0.0,48,48
baseline,shuffle_weights,local_sign,0.2134600043296814,0.49606090003062187,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.2134600043296814,0.6739137006892407,0.0,48,48
baseline,shuffle_weights,cel_sample,0.2134600043296814,0.35612201719609327,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.2134600043296814,0.5470614452970206,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.2134600043296814,0.3175440105334256,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.2134600043296814,0.8345236295221525,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.2134600043296814,0.8304116109086497,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.2134600043296814,0.7257156393715309,0.0,48,48
baseline,cel_randN,er_randN,0.2134600043296814,0.9386353352868371,0.0,48,48
baseline,cel_randN,ws_p01_randN,0.2134600043296814,0.92080493859366,0.0,48,48
baseline,cel_randN,conn_shuf,0.2134600043296814,0.9999996158597995,0.0,48,48
baseline,cel_randN,local_sign,0.2134600043296814,0.9999999849745519,0.0,48,48
baseline,cel_randN,conn_shuf_only,0.2134600043296814,0.9999993422237391,0.0,48,48
baseline,cel_randN,cel_sample,0.2134600043296814,0.9999999675068606,0.0,48,48
baseline,cel_randN,local_sign+flat,0.2134600043296814,0.9999999868379164,0.0,48,48
baseline,cel_randN,local_sign+sample,0.2134600043296814,0.9999999551415734,0.0,48,48
baseline,cel_randN,local_sign+binary,0.2134600043296814,0.9999999985041677,0.0,48,48
baseline,cel_randN,global_sign_pres,0.2134600043296814,0.9999999981346119,0.0,48,48
baseline,cel_randN,binary+shuffle,0.2134600043296814,0.9999999963466689,0.0,48,48
baseline,er_randN,ws_p01_randN,0.2134600043296814,0.476231121809982,0.0,48,48
baseline,er_randN,conn_shuf,0.2134600043296814,0.9999999991319546,0.0,48,48
baseline,er_randN,local_sign,0.2134600043296814,0.9999999999562861,0.0,48,48
baseline,er_randN,conn_shuf_only,0.2134600043296814,0.999999998579429,0.0,48,48
baseline,er_randN,cel_sample,0.2134600043296814,0.9999999999123131,0.0,48,48
baseline,er_randN,local_sign+flat,0.2134600043296814,0.9999999999610887,0.0,48,48
baseline,er_randN,local_sign+sample,0.2134600043296814,0.9999999998822127,0.0,48,48
baseline,er_randN,local_sign+binary,0.2134600043296814,0.9999999999943784,0.0,48,48
baseline,er_randN,global_sign_pres,0.2134600043296814,0.9999999999931798,0.0,48,48
baseline,er_randN,binary+shuffle,0.2134600043296814,0.9999999999876444,0.0,48,48
baseline,ws_p01_randN,conn_shuf,0.2134600043296814,0.9999999975957279,0.0,48,48
baseline,ws_p01_randN,local_sign,0.2134600043296814,0.9999999998685001,0.0,48,48
baseline,ws_p01_randN,conn_shuf_only,0.2134600043296814,0.9999999960813428,0.0,48,48
baseline,ws_p01_randN,cel_sample,0.2134600043296814,0.9999999997401705,0.0,48,48
baseline,ws_p01_randN,local_sign+flat,0.2134600043296814,0.9999999998832636,0.0,48,48
baseline,ws_p01_randN,local_sign+sample,0.2134600043296814,0.9999999996542434,0.0,48,48
baseline,ws_p01_randN,local_sign+binary,0.2134600043296814,0.9999999999821653,0.0,48,48
baseline,ws_p01_randN,global_sign_pres,0.2134600043296814,0.9999999999786546,0.0,48,48
baseline,ws_p01_randN,binary+shuffle,0.2134600043296814,0.9999999999616532,0.0,48,48
baseline,conn_shuf,local_sign,0.2134600043296814,0.7549990027352707,0.0,48,48
baseline,conn_shuf,conn_shuf_only,0.2134600043296814,0.4099693071123994,0.0,48,48
baseline,conn_shuf,cel_sample,0.2134600043296814,0.6367240259678013,0.0,48,48
baseline,conn_shuf,local_sign+flat,0.2134600043296814,0.7868456747707477,0.0,48,48
baseline,conn_shuf,local_sign+sample,0.2134600043296814,0.5944315914179434,0.0,48,48
baseline,conn_shuf,local_sign+binary,0.2134600043296814,0.9495908601308858,0.0,48,48
baseline,conn_shuf,global_sign_pres,0.2134600043296814,0.9451652724437978,0.0,48,48
baseline,conn_shuf,binary+shuffle,0.2134600043296814,0.8993742556085239,0.0,48,48
baseline,local_sign,conn_shuf_only,0.2134600043296814,0.858307896686545,0.0,48,48
baseline,local_sign,cel_sample,0.2134600043296814,0.38737835209890525,0.0,48,48
baseline,local_sign,local_sign+flat,0.2134600043296814,0.30175679831105573,0.0,48,48
baseline,local_sign,local_sign+sample,0.2134600043296814,0.43549275343191995,0.0,48,48
baseline,local_sign,local_sign+binary,0.2134600043296814,0.6214761112672218,0.0,48,48
baseline,local_sign,global_sign_pres,0.2134600043296814,0.6282863953787099,0.0,48,48
baseline,local_sign,binary+shuffle,0.2134600043296814,0.47718372614160365,0.0,48,48
baseline,conn_shuf_only,cel_sample,0.2134600043296814,0.7639171384906414,0.0,48,48
baseline,conn_shuf_only,local_sign+flat,0.2134600043296814,0.8794034082330617,0.0,48,48
baseline,conn_shuf_only,local_sign+sample,0.2134600043296814,0.7253089439134268,0.0,48,48
baseline,conn_shuf_only,local_sign+binary,0.2134600043296814,0.9814315951726046,0.0,48,48
baseline,conn_shuf_only,global_sign_pres,0.2134600043296814,0.9782201572914998,0.0,48,48
baseline,conn_shuf_only,binary+shuffle,0.2134600043296814,0.9547611613268838,0.0,48,48
baseline,cel_sample,local_sign+flat,0.2134600043296814,0.44194536829232733,0.0,48,48
baseline,cel_sample,local_sign+sample,0.2134600043296814,0.29905525832803925,0.0,48,48
baseline,cel_sample,local_sign+binary,0.2134600043296814,0.7641379992088849,0.0,48,48
baseline,cel_sample,global_sign_pres,0.2134600043296814,0.7624890920830625,0.0,48,48
baseline,cel_sample,binary+shuffle,0.2134600043296814,0.6327098096941015,0.0,48,48
baseline,local_sign+flat,local_sign+sample,0.2134600043296814,0.4888279905619388,0.0,48,48
baseline,local_sign+flat,local_sign+binary,0.2134600043296814,0.5606992878062281,0.0,48,48
baseline,local_sign+flat,global_sign_pres,0.2134600043296814,0.5711594952182627,0.0,48,48
baseline,local_sign+flat,binary+shuffle,0.2134600043296814,0.4222740553337696,0.0,48,48
baseline,local_sign+sample,local_sign+binary,0.2134600043296814,0.797096871504709,0.0,48,48
baseline,local_sign+sample,global_sign_pres,0.2134600043296814,0.7941500851523782,0.0,48,48
baseline,local_sign+sample,binary+shuffle,0.2134600043296814,0.6754522291298588,0.0,48,48
baseline,local_sign+binary,global_sign_pres,0.2134600043296814,0.23210876481463022,0.0,48,48
baseline,local_sign+binary,binary+shuffle,0.2134600043296814,0.34774999611392066,0.0,48,48
baseline,global_sign_pres,binary+shuffle,0.2134600043296814,0.3713250374349941,0.0,48,48
washout_x0.25,real,shuffle_weights,0.2161742687225342,0.48877706188754827,0.0,48,48
washout_x0.25,real,cel_randN,0.2161742687225342,0.9999999949023314,0.0,48,48
washout_x0.25,real,er_randN,0.2161742687225342,0.9999999999601178,0.0,48,48
washout_x0.25,real,ws_p01_randN,0.2161742687225342,0.999999999944479,0.0,48,48
washout_x0.25,real,conn_shuf,0.2161742687225342,0.7266218506634186,0.0,48,48
washout_x0.25,real,local_sign,0.2161742687225342,0.4249928093163869,0.0,48,48
washout_x0.25,real,conn_shuf_only,0.2161742687225342,0.8330286802137526,0.0,48,48
washout_x0.25,real,cel_sample,0.2161742687225342,0.4658993574630437,0.0,48,48
washout_x0.25,real,local_sign+flat,0.2161742687225342,0.3474071782623702,0.0,48,48
washout_x0.25,real,local_sign+sample,0.2161742687225342,0.5002509667056892,0.0,48,48
washout_x0.25,real,local_sign+binary,0.2161742687225342,0.49321479354269937,0.0,48,48
washout_x0.25,real,global_sign_pres,0.2161742687225342,0.4507523772228093,0.0,48,48
