mode,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
real,0,0.6,0.6,0.1,0.0,4.432563781738281,5.0868742416705,1.587526559829712,1.6403549909591675,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.6,0.1,0.1,4.356518745422363,4.838422204495146,1.6491615772247314,1.7628943920135498,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.6,0.5,0.0,3.720271587371826,5.787973788732415,1.8638336658477783,2.4459710121154785,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.6,0.5,0.1,4.409433841705322,6.530338372249844,2.0683481693267822,2.909323215484619,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.6,1.0,0.0,3.194803476333618,5.34286737977493,2.0910422801971436,3.2993006706237793,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.6,1.0,0.1,2.5812180042266846,3.5880947741634373,2.377601146697998,4.042362213134766,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.6,1.5,0.0,2.6493260860443115,4.9619256293354965,2.2074577808380127,3.871133804321289,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.6,1.5,0.1,3.0194950103759766,4.901799973299376,2.5269088745117188,4.78807258605957,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.8,0.1,0.0,5.053158760070801,5.933141567398132,1.6797466278076172,1.738867998123169,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.8,0.1,0.1,4.974949359893799,5.653724700447128,1.7473334074020386,1.8704512119293213,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
real,0,0.6,0.8,0.5,0.0,4.180174350738525,5.685554656555006,1.9903669357299805,2.6488311290740967,0.0009280519443564117,0.5628097057342529,0.8963917938895556,12346,chunk_0
