model,neuron_bias,capacity_threshold,order,parity,mean_ipc_contrib,std_ipc_contrib,median_ipc_contrib,ratio_to_order3
binary_base,0.0,0.0,1,odd,3.8492615859333377,0.4482944375075036,3.8220350761848803,1.8950522468897084
binary_base,0.0,0.0,2,even,0.10803525589217414,0.020822001093753838,0.10399620212902416,0.05318746202386953
binary_base,0.0,0.0,3,odd,2.031216602207677,0.4838603573028303,1.9511379354998977,1.0
binary_base,0.0,0.0,4,even,0.10106220219092252,0.025833648067664507,0.09592912304897172,0.04975451760343067
binary_base,0.0,0.0,5,odd,0.8561910772064637,0.26538631214693276,0.8772860034920402,0.42151638396214935
binary_base,0.0,0.0,6,even,0.10538514706979443,0.01931875897544998,0.10095094680534089,0.051882771613452755
binary_base,0.0,0.0,7,odd,0.30929171516078346,0.11651437893190025,0.3086449543905019,0.15226919414927106
binary_base,0.0,0.0,8,even,0.09872795348018144,0.02378883834124057,0.09599230938592385,0.04860533011244422
binary_base,0.0,0.0,9,odd,0.16789016018812095,0.05761477977946198,0.1619632183371671,0.08265497633568249
binary_base,0.0,0.0,10,even,0.11277179503953731,0.018814766423699357,0.11502297664396721,0.05551933502166561
cel_randN,0.0,0.0,1,odd,7.4666964165235825,1.112942801439515,7.9371718446900275,1.9190893543366456
cel_randN,0.0,0.0,2,even,0.1110024310166895,0.027759933110348724,0.10710947288484485,0.02852983056846957
cel_randN,0.0,0.0,3,odd,3.8907497452637,0.6124683574996811,4.041709005021403,1.0
cel_randN,0.0,0.0,4,even,0.10936790099586464,0.021249004740649228,0.10583155322859739,0.028109723872372087
cel_randN,0.0,0.0,5,odd,1.5383890508659601,0.3378056119577555,1.6199804019199178,0.3953965563420461
cel_randN,0.0,0.0,6,even,0.10585696197773373,0.017022149285040474,0.10267339383017315,0.02720734277669641
cel_randN,0.0,0.0,7,odd,0.3976143546180471,0.13516530770875812,0.36197759121176887,0.10219479037480432
