mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR
shuffle,0,0.6,0.6,0.1,3.7619011402130127,3.987102746963501,2.362441062927246,2.4925975799560547
shuffle,0,0.6,0.6,0.5,2.598454236984253,3.6793253421783447,2.673297882080078,3.713855028152466
shuffle,0,0.6,0.6,1.0,2.8448376655578613,3.188202381134033,3.2967350482940674,5.8509907722473145
shuffle,0,0.6,0.6,1.5,1.2734335660934448,2.4777488708496094,3.7137420177459717,7.422388553619385
shuffle,0,0.6,0.8,0.1,5.3885369300842285,6.114785194396973,2.423056125640869,2.5157527923583984
shuffle,0,0.6,0.8,0.5,3.2726974487304688,3.846121072769165,2.985116481781006,4.16642427444458
shuffle,0,0.6,0.8,1.0,2.9181010723114014,3.5510571002960205,3.618919610977173,6.661804676055908
shuffle,0,0.6,0.8,1.5,2.0569026470184326,3.519817590713501,4.1681718826293945,8.79332447052002
shuffle,0,0.6,1.0,0.1,6.556044578552246,8.368623733520508,2.6041085720062256,2.740243911743164
shuffle,0,0.6,1.0,0.5,4.969786167144775,7.2099456787109375,3.643691301345825,5.5024542808532715
shuffle,0,0.6,1.0,1.0,4.731819152832031,6.3865766525268555,4.798924922943115,9.48139476776123
shuffle,0,0.6,1.0,1.5,3.666416883468628,4.6552886962890625,5.097782135009766,11.627503395080566
shuffle,0,0.8,0.6,0.1,4.522465705871582,4.933120250701904,3.0299880504608154,3.179046154022217
shuffle,0,0.8,0.6,0.5,1.8415206670761108,2.369150161743164,3.957400321960449,5.804654598236084
shuffle,0,0.8,0.6,1.0,1.239245891571045,2.0756471157073975,4.474113464355469,8.542704582214355
shuffle,0,0.8,0.6,1.5,1.7613458633422852,2.6142683029174805,4.652381420135498,10.176289558410645
shuffle,0,0.8,0.8,0.1,5.492646217346191,6.338625907897949,3.3934006690979004,3.584078788757324
shuffle,0,0.8,0.8,0.5,4.076353073120117,5.835502624511719,4.299839973449707,6.62451171875
shuffle,0,0.8,0.8,1.0,3.526980400085449,4.96718168258667,5.770110130310059,12.159409523010254
shuffle,0,0.8,0.8,1.5,2.474698543548584,3.160710573196411,5.8949079513549805,13.619390487670898
shuffle,0,0.8,1.0,0.1,9.289278030395508,10.893205642700195,3.9231908321380615,4.147397518157959
shuffle,0,0.8,1.0,0.5,6.200925827026367,9.170089721679688,5.5587310791015625,9.096324920654297
shuffle,0,0.8,1.0,1.0,4.8389058113098145,6.4688401222229,7.518005847930908,16.35176658630371
shuffle,0,0.8,1.0,1.5,3.4165878295898438,5.197244644165039,8.746047973632812,22.28113555908203
shuffle,0,0.95,0.6,0.1,4.225607395172119,4.139346122741699,3.7912118434906006,3.9883251190185547
shuffle,0,0.95,0.6,0.5,3.1255199909210205,3.6835179328918457,4.791774272918701,7.724878311157227
shuffle,0,0.95,0.6,1.0,1.875343680381775,2.32496976852417,6.115489959716797,12.38615608215332
shuffle,0,0.95,0.6,1.5,1.3017709255218506,1.410140037536621,6.147250652313232,14.397174835205078
shuffle,0,0.95,0.8,0.1,6.130104064941406,7.250848293304443,4.239887237548828,4.500472545623779
shuffle,0,0.95,0.8,0.5,4.310184955596924,6.141493320465088,5.831908702850342,9.46629524230957
