mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity,seed
sign_test0.1,0,0.8,0.8,1.0,3.155433893203736,4.3878366351127625,2.8812780380249023,4.824673652648926,chunk_0,0.001124842907302,0.4605229794979095,48345
sign_test0.1,0,0.8,0.8,1.5,3.0487194061279297,4.390024423599243,3.0544629096984863,5.759733200073242,chunk_0,0.001124842907302,0.4605229794979095,48345
sign_test0.1,0,0.8,1.0,0.1,7.263875007629394,8.026714503765106,2.4118049144744877,2.504218578338623,chunk_0,0.001124842907302,0.4605229794979095,48345
sign_test0.1,0,0.8,1.0,0.5,6.145042419433594,8.638709604740143,2.875511884689331,3.9886667728424072,chunk_0,0.001124842907302,0.4605229794979095,48345
sign_test0.1,0,0.8,1.0,1.0,3.852662563323975,5.723080039024353,3.284006834030152,5.708456993103027,chunk_0,0.001124842907302,0.4605229794979095,48345
sign_test0.1,0,0.8,1.0,1.5,3.788497447967529,5.516245782375336,3.495521545410156,6.882809638977051,chunk_0,0.001124842907302,0.4605229794979095,48345
sign_test0.1,0,0.95,0.6,0.1,6.515488624572754,6.834638833999634,2.69008207321167,2.781169891357422,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,0.6,0.5,5.043575286865234,6.955846548080444,2.9250271320343018,3.956347942352295,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,0.6,1.0,3.039259433746338,4.919309735298157,3.066657066345215,5.123235702514648,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,0.6,1.5,1.8182742595672607,2.804556906223297,3.155399799346924,5.931657791137695,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,0.8,0.1,7.247770309448242,7.775576710700989,2.8563897609710693,2.960566282272339,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,0.8,0.5,5.307112693786621,7.728464901447296,3.197243452072144,4.446978092193604,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,0.8,1.0,3.8909430503845215,5.53264981508255,3.43601131439209,5.989263534545898,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,0.8,1.5,2.8230977058410645,3.959836065769196,3.564596652984619,7.034816265106201,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,1.0,0.1,8.150124549865723,8.983856499195099,3.1525747776031494,3.2819886207580566,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,1.0,0.5,5.405333995819092,7.448069095611572,3.6428396701812735,5.227097511291504,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,1.0,1.0,4.773503303527832,6.563888192176819,4.008189678192139,7.306115627288818,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,0.95,1.0,1.5,3.35525894165039,3.353361189365387,4.183511257171631,8.675756454467773,chunk_0,0.0013357509160414,0.4605229496955871,48345
sign_test0.1,0,1.05,0.6,0.1,6.560608863830566,8.370991051197052,2.7756404876708984,2.9904820919036865,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,0.6,0.5,4.063215732574463,5.421850740909576,3.5947489738464355,5.00193452835083,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,0.6,1.0,2.566314458847046,4.279979050159454,3.495476007461548,5.974738597869873,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,0.6,1.5,1.0074238777160645,0.9982921481132508,3.484737634658813,6.726497173309326,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,0.8,0.1,7.217627048492432,9.49785828590393,2.998268842697144,3.239797353744507,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,0.8,0.5,5.1576361656188965,7.669610738754272,3.944365739822388,5.666802406311035,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,0.8,1.0,3.5513319969177246,5.797249853610992,3.9523909091949454,7.092223644256592,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,0.8,1.5,1.334489345550537,1.7718282341957092,3.985668182373047,8.115494728088379,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,1.0,0.1,8.089408874511719,10.94799506664276,3.385087490081787,3.6784393787384033,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,1.0,0.5,5.190097808837891,7.067495763301849,4.525335311889648,6.74068021774292,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,1.0,1.0,3.964787244796753,5.839590489864349,4.673190116882324,8.813726425170898,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.1,0,1.05,1.0,1.5,4.184866905212402,6.308469116687775,4.755075454711914,10.208612442016602,chunk_0,0.0014763562940061,0.4605229496955871,48345
sign_test0.2,0,0.6,0.6,0.1,6.525325775146484,7.139625191688538,2.0254008769989014,2.1052939891815186,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,0.6,0.5,4.902173042297363,7.298415124416351,2.494928359985352,3.443964719772339,chunk_0,0.0010117125930264,0.3206173777580261,48345
