EI_bal,frac_replace,seed_id,rho_target,leak,input_scale,MC,IPC,KR,GR
0,1,0,0.8,0.2,0.5,4.336019039154053,6.539461195468903,1.6758720874786377,2.1905181407928467
0,1,0,0.8,0.2,1.0,3.652798652648926,5.766387164592743,2.0436251163482666,3.150891065597534
0,1,0,0.8,0.2,2.0,2.453444480895996,3.7673864364624023,2.2677133083343506,3.925959348678589
0,1,0,0.8,0.5,0.5,3.772480010986328,5.424181818962097,1.8023476600646973,2.297982931137085
0,1,0,0.8,0.5,1.0,1.8535900115966797,2.411659598350525,2.2339138984680176,3.681281805038452
0,1,0,0.8,0.5,2.0,2.0814719200134277,3.337310314178467,2.416125774383545,4.39078426361084
0,1,0,0.8,0.8,0.5,4.083745002746582,6.013329982757568,2.2507517337799072,2.991490364074707
0,1,0,0.8,0.8,1.0,3.5968539714813232,5.775653064250946,2.535005807876587,4.313394546508789
0,1,0,0.8,0.8,2.0,3.0715243816375732,4.63114321231842,2.8656835556030273,5.543851852416992
0,1,0,1.0,0.2,0.5,4.607243537902832,7.082533776760101,2.513153076171875,3.2052085399627686
0,1,0,1.0,0.2,1.0,3.666313648223877,5.920918226242065,2.59759259223938,3.9737043380737305
0,1,0,1.0,0.2,2.0,0.6144485473632812,1.2195979356765747,2.6171376705169678,4.6475982666015625
0,1,0,1.0,0.5,0.5,4.836066246032715,6.911049485206604,3.1086885929107666,3.959946870803833
0,1,0,1.0,0.5,1.0,1.533670425415039,2.38791424036026,2.5911052227020264,4.305657863616943
0,1,0,1.0,0.5,2.0,1.6748862266540527,2.5504260063171387,3.269359588623047,6.321406364440918
0,1,0,1.0,0.8,0.5,3.6978583335876465,4.494278430938721,3.2594025135040283,4.614011764526367
0,1,0,1.0,0.8,1.0,3.3565781116485596,4.395877182483673,2.871872663497925,4.7778825759887695
0,1,0,1.0,0.8,2.0,2.1088061332702637,2.0235700011253357,3.0979745388031006,6.678614616394043
0,1,0,1.2,0.2,0.5,0.4610976576805115,1.3366729617118835,3.6193230152130127,5.019997596740723
0,1,0,1.2,0.2,1.0,2.7075467109680176,4.375883519649506,3.628424882888794,5.412727355957031
0,1,0,1.2,0.2,2.0,2.306335926055908,3.2167972922325134,2.5723283290863037,4.824081897735596
0,1,0,1.2,0.5,0.5,0.5618517994880676,1.0169597268104553,3.948676109313965,5.816296577453613
0,1,0,1.2,0.5,1.0,1.5455000400543213,1.842577576637268,3.4121451377868652,5.756683349609375
0,1,0,1.2,0.5,2.0,1.4175469875335693,1.80095636844635,3.4660136699676514,7.034060001373291
0,1,0,1.2,0.8,0.5,1.2159228324890137,3.105500638484955,4.765483856201172,7.236002445220947
0,1,0,1.2,0.8,1.0,1.8814644813537598,2.5158656239509583,4.1243815422058105,7.842100143432617
0,1,0,1.2,0.8,2.0,2.4933080673217773,4.069355070590973,4.022202014923096,8.681251525878906
0,1,1,0.8,0.2,0.5,4.179544448852539,6.107740938663483,1.8080939054489136,2.2932803630828857
0,1,1,0.8,0.2,1.0,3.5509281158447266,5.478403925895691,2.3601841926574707,3.4150235652923584
0,1,1,0.8,0.2,2.0,2.4349937438964844,3.8463119864463806,2.3589835166931152,4.056304931640625
0,1,1,0.8,0.5,0.5,4.031994819641113,6.022790789604187,2.0020992755889893,2.578357219696045
0,1,1,0.8,0.5,1.0,3.439256191253662,4.848677456378937,2.230236291885376,3.487215280532837
0,1,1,0.8,0.5,2.0,1.9934124946594238,3.008316159248352,2.584127426147461,4.653758525848389
0,1,1,0.8,0.8,0.5,3.9625487327575684,5.823162615299225,2.3560259342193604,3.2163453102111816
0,1,1,0.8,0.8,1.0,3.1682496070861816,5.251971065998077,2.4872426986694336,4.135394096374512
0,1,1,0.8,0.8,2.0,1.9385186433792114,3.057557225227356,2.81634783744812,5.87910795211792
0,1,1,1.0,0.2,0.5,4.697569370269775,6.041449666023254,2.541743040084839,3.307372808456421
0,1,1,1.0,0.2,1.0,2.7781920433044434,4.682700991630554,2.1488513946533203,3.5619735717773438
0,1,1,1.0,0.2,2.0,2.2345893383026123,3.0150662064552307,2.5319347381591797,4.58191442489624
0,1,1,1.0,0.5,0.5,3.7788877487182617,5.775320947170258,2.7425787448883057,3.6449553966522217
0,1,1,1.0,0.5,1.0,2.107557773590088,3.60288268327713,3.2464799880981445,5.247427463531494
0,1,1,1.0,0.5,2.0,0.7380946278572083,0.8558861613273621,3.3338212966918945,6.586245059967041
0,1,1,1.0,0.8,0.5,3.4882593154907227,5.583224773406982,2.7612109184265137,3.737699031829834
0,1,1,1.0,0.8,1.0,3.4224610328674316,5.313147604465485,2.9096508026123047,5.238075256347656
0,1,1,1.0,0.8,2.0,3.124302864074707,3.962882936000824,3.4273533821105957,7.15980339050293
0,1,1,1.2,0.2,0.5,1.8771719932556152,3.7957653999328613,3.385327100753784,4.789738655090332
0,1,1,1.2,0.2,1.0,1.1568212509155273,1.6649656295776367,3.770543098449707,5.250338554382324
0,1,1,1.2,0.2,2.0,1.4514504671096802,2.5966545939445496,2.75718355178833,5.093684673309326
0,1,1,1.2,0.5,0.5,0.5770599246025085,0.8595990538597107,4.00670051574707,5.913055896759033
0,1,1,1.2,0.5,1.0,1.343601942062378,2.4010252952575684,4.297153472900391,7.205276012420654
0,1,1,1.2,0.5,2.0,1.3741016387939453,1.3826987743377686,3.563213586807251,6.964285373687744
0,1,1,1.2,0.8,0.5,0.0,0.10944992303848267,4.455220699310303,6.833016872406006
0,1,1,1.2,0.8,1.0,1.9756652116775513,2.873691499233246,4.479532241821289,8.542128562927246
0,1,1,1.2,0.8,2.0,1.9382166862487793,2.800076186656952,3.730825901031494,8.481496810913086
0,1,2,0.8,0.2,0.5,4.327098846435547,6.358739197254181,1.753657579421997,2.262911319732666
0,1,2,0.8,0.2,1.0,3.9370181560516357,5.102911293506622,2.0044825077056885,3.0303797721862793
0,1,2,0.8,0.2,2.0,2.718653678894043,4.200726866722107,2.2344417572021484,3.7982373237609863
0,1,2,0.8,0.5,0.5,3.9856789112091064,5.433708548545837,1.8311519622802734,2.3910884857177734
0,1,2,0.8,0.5,1.0,2.607593297958374,4.0253095626831055,2.0597951412200928,3.217806577682495
0,1,2,0.8,0.5,2.0,1.7462453842163086,2.9399577379226685,2.436453104019165,4.700289249420166
0,1,2,0.8,0.8,0.5,4.2793989181518555,6.278280556201935,2.1715900897979736,2.85783052444458
0,1,2,0.8,0.8,1.0,2.462170124053955,3.8644655346870422,2.4075262546539307,4.060755729675293
0,1,2,0.8,0.8,2.0,2.0161659717559814,3.1567282676696777,3.221803665161133,6.614497184753418
0,1,2,1.0,0.2,0.5,4.967121124267578,5.0219579339027405,2.3560590744018555,2.984699249267578
0,1,2,1.0,0.2,1.0,2.919119358062744,4.63866525888443,2.370006799697876,3.53381609916687
0,1,2,1.0,0.2,2.0,1.9909218549728394,3.3631585836410522,2.39426326751709,4.127604961395264
0,1,2,1.0,0.5,0.5,2.9841153621673584,4.521305322647095,2.2864530086517334,3.0990540981292725
0,1,2,1.0,0.5,1.0,2.002774238586426,2.408982038497925,2.7719197273254395,4.393505573272705
0,1,2,1.0,0.5,2.0,1.1995205879211426,2.2247474789619446,2.9115262031555176,5.664297103881836
0,1,2,1.0,0.8,0.5,3.4042224884033203,5.508802235126495,2.6579127311706543,3.5572872161865234
0,1,2,1.0,0.8,1.0,2.174767017364502,3.1468456387519836,2.98465895652771,5.118271350860596
0,1,2,1.0,0.8,2.0,1.7795740365982056,1.802183985710144,3.471686840057373,7.470315933227539
0,1,2,1.2,0.2,0.5,1.0567646026611328,2.4159817695617676,3.4618563652038574,5.049158096313477
0,1,2,1.2,0.2,1.0,2.6473705768585205,4.665577232837677,3.1073575019836426,4.800979137420654
0,1,2,1.2,0.2,2.0,1.7446072101593018,2.508108973503113,2.89479660987854,5.0172600746154785
0,1,2,1.2,0.5,0.5,0.3377736210823059,0.9582557082176208,3.812765121459961,5.701399803161621
0,1,2,1.2,0.5,1.0,1.743962287902832,2.4584829211235046,3.557421922683716,6.046940326690674
0,1,2,1.2,0.5,2.0,1.380878210067749,2.6274248361587524,2.918022632598877,5.732659339904785
0,1,2,1.2,0.8,0.5,0.0,2.007790684700012,4.643458843231201,7.222310543060303
0,1,2,1.2,0.8,1.0,1.8751311302185059,3.095388650894165,4.525367736816406,8.681607246398926
0,1,2,1.2,0.8,2.0,2.9103734493255615,4.587884545326233,4.194536209106445,9.466458320617676
