frac_replace,seed_id,rho_target,leak,input_scale,MC,IPC,KR,GR
0.0,2,0.8,1.0,0.1,6.8784003257751465,8.02367514371872,2.664909601211548,2.7839465141296387
0.0,2,0.8,1.0,0.5,5.115663528442383,7.945616185665131,3.4688730239868164,5.056777000427246
0.0,2,0.8,1.0,1.0,4.360119819641113,6.7558434009552,3.544651746749878,6.385058403015137
0.0,2,0.8,1.0,1.5,3.2642135620117188,4.912490665912628,3.564646005630493,6.87335205078125
0.0,2,0.95,0.6,0.1,6.361966609954834,6.513699531555176,2.555233955383301,2.5809013843536377
0.0,2,0.95,0.6,0.5,5.630178928375244,7.855028390884399,3.4110448360443115,4.603822708129883
0.0,2,0.95,0.6,1.0,2.6685879230499268,3.320377767086029,3.916750192642212,6.801170825958252
0.0,2,0.95,0.6,1.5,1.0614514350891113,2.350480377674103,3.10825252532959,6.358275413513184
0.0,2,0.95,0.8,0.1,7.3691301345825195,7.789058744907379,2.955444812774658,3.075701951980591
0.0,2,0.95,0.8,0.5,4.510679244995117,7.47439706325531,2.946078300476074,4.337339401245117
0.0,2,0.95,0.8,1.0,4.475427627563477,7.653465211391449,3.5272469520568848,6.378485202789307
0.0,2,0.95,0.8,1.5,2.2929718494415283,3.741548240184784,4.351374626159668,9.163640975952148
0.0,2,0.95,1.0,0.1,7.464330673217773,8.665389060974121,3.3766632080078125,3.5593764781951904
0.0,2,0.95,1.0,0.5,4.429171562194824,6.179167628288269,3.5242486000061035,5.518311023712158
0.0,2,0.95,1.0,1.0,4.686244010925293,5.486558139324188,4.0692033767700195,7.4346513748168945
0.0,2,0.95,1.0,1.5,2.793919801712036,2.6769427061080933,4.991209506988525,11.550485610961914
0.0,2,1.05,0.6,0.1,5.293571472167969,6.876805365085602,2.658334970474243,2.9586539268493652
0.0,2,1.05,0.6,0.5,4.4625067710876465,7.039362370967865,3.201601505279541,4.520676136016846
0.0,2,1.05,0.6,1.0,2.290745735168457,3.8843422532081604,3.7348227500915527,6.585836410522461
0.0,2,1.05,0.6,1.5,2.708975315093994,3.6560893654823303,4.537153244018555,9.315611839294434
0.0,2,1.05,0.8,0.1,6.46907377243042,8.40631777048111,2.657493829727173,2.9159305095672607
0.0,2,1.05,0.8,0.5,4.620800018310547,6.163201570510864,4.850432872772217,7.358433723449707
0.0,2,1.05,0.8,1.0,3.12692928314209,5.231982409954071,3.9468960762023926,7.767509937286377
0.0,2,1.05,0.8,1.5,2.545755624771118,3.945230782032013,4.538525104522705,9.340065002441406
0.0,2,1.05,1.0,0.1,6.31796407699585,9.643538475036621,3.1362991333007812,3.574693202972412
0.0,2,1.05,1.0,0.5,5.485655784606934,8.295907020568848,4.393299579620361,6.669126033782959
0.0,2,1.05,1.0,1.0,4.465338706970215,6.520336925983429,4.476319313049316,8.795631408691406
0.0,2,1.05,1.0,1.5,3.9203813076019287,4.562913775444031,5.666086673736572,12.637192726135254
0.0,3,0.6,0.6,0.1,5.084342002868652,5.348079681396484,1.662643551826477,1.712173342704773
0.0,3,0.6,0.6,0.5,4.019787311553955,6.447251558303833,1.8819867372512817,2.481445789337158
0.0,3,0.6,0.6,1.0,2.3393681049346924,2.642194151878357,2.440387487411499,3.9418275356292725
0.0,3,0.6,0.6,1.5,2.3368356227874756,3.708902359008789,2.550391674041748,4.460101127624512
0.0,3,0.6,0.8,0.1,4.8172831535339355,5.394213914871216,1.851067304611206,1.9032540321350098
0.0,3,0.6,0.8,0.5,4.863086223602295,6.360117495059967,2.399672508239746,3.3494057655334473
0.0,3,0.6,0.8,1.0,3.399596929550171,5.228731691837311,2.528916835784912,4.33723258972168
0.0,3,0.6,0.8,1.5,1.6899333000183105,2.88338041305542,2.421764612197876,4.321417331695557
0.0,3,0.6,1.0,0.1,6.1895222663879395,6.857144594192505,2.0101778507232666,2.1115031242370605
0.0,3,0.6,1.0,0.5,4.313054084777832,6.918949842453003,2.2233173847198486,3.0350847244262695
0.0,3,0.6,1.0,1.0,3.5521349906921387,5.33182954788208,2.858020067214966,4.858897686004639
0.0,3,0.6,1.0,1.5,2.8261497020721436,4.323284447193146,2.8156545162200928,5.413809299468994
0.0,3,0.8,0.6,0.1,5.568271636962891,5.962336838245392,1.835162878036499,1.897231936454773
0.0,3,0.8,0.6,0.5,3.158442497253418,5.755138158798218,2.3278963565826416,3.264150619506836
0.0,3,0.8,0.6,1.0,2.7380082607269287,4.171089470386505,2.5299901962280273,4.218597888946533
0.0,3,0.8,0.6,1.5,1.9670355319976807,2.8325839042663574,2.9738221168518066,5.736997604370117
0.0,3,0.8,0.8,0.1,6.268731594085693,7.23850554227829,2.3501639366149902,2.443270683288574
0.0,3,0.8,0.8,0.5,4.2381367683410645,6.810969173908234,2.5456037521362305,3.396423101425171
0.0,3,0.8,0.8,1.0,3.482898712158203,5.6984943151474,3.3437087535858154,5.898299694061279
0.0,3,0.8,0.8,1.5,3.12685489654541,4.99302077293396,3.220937967300415,6.518714427947998
0.0,3,0.8,1.0,0.1,6.499510765075684,7.434631049633026,2.273948907852173,2.360668659210205
0.0,3,0.8,1.0,0.5,5.2149457931518555,8.372435748577118,3.2403645515441895,4.636810779571533
0.0,3,0.8,1.0,1.0,3.604630470275879,5.752458989620209,3.9388999938964844,7.140643119812012
0.0,3,0.8,1.0,1.5,3.932504653930664,5.8680689334869385,4.012833595275879,8.182220458984375
0.0,3,0.95,0.6,0.1,5.960877895355225,6.6836108565330505,2.619285821914673,2.778228759765625
0.0,3,0.95,0.6,0.5,4.854266166687012,6.291494071483612,2.7524383068084717,3.829251766204834
0.0,3,0.95,0.6,1.0,2.7335989475250244,3.9122262597084045,3.5903942584991455,6.284616470336914
0.0,3,0.95,0.6,1.5,2.8465464115142822,3.6779747009277344,4.23499059677124,8.25108814239502
0.0,3,0.95,0.8,0.1,6.955635070800781,8.066280841827393,2.7756848335266113,2.8438103199005127
0.0,3,0.95,0.8,0.5,4.698314666748047,7.141499936580658,3.9657399654388428,5.758687496185303
0.0,3,0.95,0.8,1.0,3.006031036376953,4.2427526116371155,4.402385711669922,8.447778701782227
0.0,3,0.95,0.8,1.5,2.500519275665283,4.6755576729774475,3.845222234725952,7.7187676429748535
0.0,3,0.95,1.0,0.1,6.939530372619629,8.01182609796524,2.768345594406128,2.8814857006073
0.0,3,0.95,1.0,0.5,5.126359939575195,8.081276893615723,4.300487041473389,6.324275970458984
0.0,3,0.95,1.0,1.0,4.751321792602539,6.068979859352112,5.591238498687744,11.329774856567383
0.0,3,0.95,1.0,1.5,0.6370115280151367,1.3604804873466492,4.309733867645264,9.256037712097168
0.0,3,1.05,0.6,0.1,4.751258373260498,6.6909103989601135,3.484858274459839,3.8326876163482666
0.0,3,1.05,0.6,0.5,4.94991397857666,7.380475044250488,2.886728286743164,4.079747676849365
0.0,3,1.05,0.6,1.0,1.9381864070892334,2.6512471437454224,3.593308448791504,6.782357215881348
0.0,3,1.05,0.6,1.5,1.3891453742980957,2.5128875970840454,4.204000473022461,8.651981353759766
0.0,3,1.05,0.8,0.1,6.372680187225342,8.914722323417664,2.9830713272094727,3.4068753719329834
0.0,3,1.05,0.8,0.5,4.7625732421875,6.789514899253845,4.478684902191162,6.55335807800293
0.0,3,1.05,0.8,1.0,3.201907157897949,4.770569086074829,4.499757289886475,8.248584747314453
0.0,3,1.05,0.8,1.5,2.212606906890869,2.8518234491348267,5.573424339294434,12.246512413024902
0.0,3,1.05,1.0,0.1,6.996111869812012,9.259885132312775,3.403470039367676,3.8719024658203125
0.0,3,1.05,1.0,0.5,5.502001762390137,7.849514067173004,4.360165119171143,6.611933708190918
0.0,3,1.05,1.0,1.0,4.221621513366699,5.643222391605377,5.234288692474365,10.119190216064453
0.0,3,1.05,1.0,1.5,3.582495927810669,4.794745743274689,5.536643028259277,12.588948249816895
0.0,4,0.6,0.6,0.1,4.374072074890137,4.668790876865387,1.7403708696365356,1.8132588863372803
0.0,4,0.6,0.6,0.5,4.59391975402832,6.389802634716034,2.216029167175293,2.899918556213379
0.0,4,0.6,0.6,1.0,2.9203665256500244,4.998812794685364,2.17636775970459,3.498216152191162
0.0,4,0.6,0.6,1.5,1.5923519134521484,2.316466450691223,2.518170118331909,4.583084583282471
0.0,4,0.6,0.8,0.1,5.230991363525391,5.916157364845276,1.7972803115844727,1.8673568964004517
0.0,4,0.6,0.8,0.5,4.25635290145874,6.584862172603607,2.3997795581817627,3.310237407684326
0.0,4,0.6,0.8,1.0,4.19659423828125,5.693769812583923,2.4146487712860107,3.9017014503479004
0.0,4,0.6,0.8,1.5,3.2252798080444336,5.082034111022949,2.59566330909729,4.687091827392578
0.0,4,0.6,1.0,0.1,6.200849533081055,6.48235696554184,1.8103243112564087,1.8633155822753906
0.0,4,0.6,1.0,0.5,3.3043785095214844,5.239040017127991,2.2771365642547607,3.174128770828247
0.0,4,0.6,1.0,1.0,3.7540483474731445,5.469111740589142,2.801893711090088,4.660360336303711
0.0,4,0.6,1.0,1.5,2.970672607421875,4.954118132591248,2.917135715484619,5.623688697814941
0.0,4,0.8,0.6,0.1,5.246998310089111,6.035489976406097,1.9847685098648071,2.0524556636810303
0.0,4,0.8,0.6,0.5,3.7054100036621094,5.293586254119873,2.096654176712036,2.7436225414276123
0.0,4,0.8,0.6,1.0,2.7504162788391113,4.352356255054474,3.122873067855835,5.098365783691406
0.0,4,0.8,0.6,1.5,1.707613468170166,2.6950135231018066,2.8700978755950928,5.1450090408325195
0.0,4,0.8,0.8,0.1,6.0197882652282715,6.824895918369293,2.4444844722747803,2.5335640907287598
0.0,4,0.8,0.8,0.5,4.857300758361816,6.739405274391174,2.7304954528808594,3.8291566371917725
0.0,4,0.8,0.8,1.0,3.187865734100342,5.742248952388763,3.2999372482299805,5.780159950256348
0.0,4,0.8,0.8,1.5,2.930699348449707,4.389595568180084,3.143667697906494,6.32506799697876
0.0,4,0.8,1.0,0.1,7.283938407897949,8.722655653953552,2.4900856018066406,2.578381061553955
0.0,4,0.8,1.0,0.5,5.174884796142578,7.6652867794036865,3.3361566066741943,4.605104923248291
0.0,4,0.8,1.0,1.0,4.662791728973389,5.979180037975311,3.762345552444458,6.919037342071533
0.0,4,0.8,1.0,1.5,2.4838712215423584,3.976697564125061,3.7839431762695312,7.652266025543213
0.0,4,0.95,0.6,0.1,6.282227039337158,6.7212353348731995,2.693798303604126,2.861858606338501
0.0,4,0.95,0.6,0.5,5.594466209411621,8.264425814151764,3.02180814743042,4.104839324951172
0.0,4,0.95,0.6,1.0,2.342283010482788,3.3774107098579407,3.3991780281066895,5.80233907699585
0.0,4,0.95,0.6,1.5,1.8155524730682373,2.6636844873428345,3.4650723934173584,6.985261917114258
0.0,4,0.95,0.8,0.1,6.984774112701416,7.330201804637909,2.0978853702545166,2.1935906410217285
0.0,4,0.95,0.8,0.5,5.131682395935059,7.690129041671753,2.519700050354004,3.4181265830993652
0.0,4,0.95,0.8,1.0,2.468583583831787,3.517603278160095,4.747271537780762,8.803515434265137
0.0,4,0.95,0.8,1.5,2.90917706489563,4.056656897068024,4.070960521697998,8.897562980651855
0.0,4,0.95,1.0,0.1,8.379305839538574,9.22465431690216,2.504457712173462,2.597184419631958
0.0,4,0.95,1.0,0.5,5.5251593589782715,8.24330598115921,3.663454294204712,5.6788201332092285
0.0,4,0.95,1.0,1.0,4.885983943939209,5.782842040061951,6.046734809875488,12.135771751403809
0.0,4,0.95,1.0,1.5,4.2907209396362305,6.517352283000946,4.464428424835205,9.672835350036621
0.0,4,1.05,0.6,0.1,5.688459873199463,6.675012946128845,2.878880023956299,3.162750244140625
0.0,4,1.05,0.6,0.5,4.5972113609313965,7.23763108253479,4.080678939819336,5.947935581207275
0.0,4,1.05,0.6,1.0,2.970905303955078,5.273728370666504,3.5359864234924316,6.6291069984436035
0.0,4,1.05,0.6,1.5,2.2244787216186523,2.798456847667694,3.6583681106567383,7.335095405578613
0.0,4,1.05,0.8,0.1,3.4226150512695312,5.405716001987457,3.045506477355957,3.358186721801758
0.0,4,1.05,0.8,0.5,4.6156005859375,7.091833710670471,3.030247211456299,4.5637288093566895
0.0,4,1.05,0.8,1.0,2.7835450172424316,4.795912861824036,5.5308685302734375,10.356106758117676
0.0,4,1.05,0.8,1.5,2.502836227416992,3.5947097539901733,5.005867004394531,11.154706001281738
0.0,4,1.05,1.0,0.1,5.64093542098999,8.635843873023987,3.3446784019470215,3.7889750003814697
0.0,4,1.05,1.0,0.5,5.3174591064453125,7.185032784938812,5.100152015686035,8.10680866241455
0.0,4,1.05,1.0,1.0,3.543315887451172,5.822912812232971,5.207080841064453,10.744494438171387
0.0,4,1.05,1.0,1.5,2.351559638977051,3.913749396800995,5.397360324859619,12.6111421585083
0.0,5,0.6,0.6,0.1,4.543747425079346,4.483788430690765,1.781277060508728,1.8239336013793945
0.0,5,0.6,0.6,0.5,3.677363395690918,5.626010000705719,1.9660147428512573,2.5471487045288086
0.0,5,0.6,0.6,1.0,3.2004194259643555,5.228911817073822,2.264923095703125,3.658064365386963
0.0,5,0.6,0.6,1.5,3.1564877033233643,4.89383190870285,2.4030160903930664,4.253508567810059
0.0,5,0.6,0.8,0.1,5.101230621337891,5.74607253074646,1.796987533569336,1.847112774848938
0.0,5,0.6,0.8,0.5,3.4733407497406006,4.615978837013245,2.038691997528076,2.727947473526001
0.0,5,0.6,0.8,1.0,3.6857285499572754,5.265017211437225,2.632361888885498,4.220139503479004
0.0,5,0.6,0.8,1.5,3.5290961265563965,5.313189327716827,2.665635585784912,4.841811180114746
0.0,5,0.6,1.0,0.1,5.379242897033691,6.2528235912323,2.0673487186431885,2.14597749710083
0.0,5,0.6,1.0,0.5,5.617609024047852,8.501858651638031,2.5223236083984375,3.4230666160583496
0.0,5,0.6,1.0,1.0,2.2010855674743652,3.205575704574585,2.5037076473236084,4.178282260894775
0.0,5,0.6,1.0,1.5,3.60768985748291,6.045752465724945,3.054861068725586,5.679202556610107
0.0,5,0.8,0.6,0.1,5.474992752075195,5.45950722694397,2.0169804096221924,2.0642130374908447
0.0,5,0.8,0.6,0.5,4.447146892547607,6.062284409999847,2.7719249725341797,3.8616390228271484
0.0,5,0.8,0.6,1.0,2.9455857276916504,4.516608715057373,2.7178187370300293,4.44264030456543
0.0,5,0.8,0.6,1.5,1.4075262546539307,2.4670522809028625,3.1941044330596924,5.950484752655029
0.0,5,0.8,0.8,0.1,6.490571975708008,6.8992369174957275,2.042213201522827,2.1143453121185303
0.0,5,0.8,0.8,0.5,4.41221809387207,7.251244127750397,2.8751251697540283,4.074569225311279
0.0,5,0.8,0.8,1.0,3.420834541320801,5.122274696826935,3.179687261581421,5.661250591278076
0.0,5,0.8,0.8,1.5,2.418759346008301,3.537192165851593,3.7541065216064453,7.374615669250488
0.0,5,0.8,1.0,0.1,6.834314823150635,7.958998739719391,2.7876298427581787,2.92112135887146
0.0,5,0.8,1.0,0.5,5.689830780029297,7.1123382449150085,2.9512691497802734,4.164175510406494
0.0,5,0.8,1.0,1.0,3.3673582077026367,5.311728835105896,3.452789068222046,6.309531211853027
0.0,5,0.8,1.0,1.5,1.99174165725708,3.012295663356781,3.8952102661132812,8.270505905151367
0.0,5,0.95,0.6,0.1,5.386733055114746,5.775422036647797,2.9634339809417725,3.097499132156372
0.0,5,0.95,0.6,0.5,5.433438301086426,8.400426864624023,2.710026264190674,3.7842626571655273
0.0,5,0.95,0.6,1.0,3.2656311988830566,4.674452185630798,4.412181377410889,7.6797051429748535
0.0,5,0.95,0.6,1.5,1.621866226196289,2.452131927013397,3.406904458999634,6.613358497619629
0.0,5,0.95,0.8,0.1,6.856945037841797,7.672545611858368,3.078833818435669,3.2008931636810303
0.0,5,0.95,0.8,0.5,3.616201400756836,5.322011828422546,3.649648666381836,5.2623372077941895
