mode,normalization,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src,raw_rho,ref_rho,post_rho,scale_factor
real,original_radius,110,0.6,0.6,0.1,0.0,5.825445175170898,6.900663696115885,2.0169811248779297,2.089128017425537,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.6,0.1,0.1,5.740790367126465,7.666280451442699,2.088994264602661,2.223973035812378,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.6,0.5,0.0,4.860683441162109,6.9846135321551515,2.4518015384674072,3.313974618911743,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.6,0.5,0.1,4.453602313995361,9.098540299931084,2.727648973464966,3.9091796875,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.6,1.0,0.0,3.4237759113311768,6.177660230852581,2.894789695739746,4.804159641265869,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.6,1.0,0.1,2.4934520721435547,4.913862293419149,3.3035991191864014,5.8265204429626465,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.6,1.5,0.0,1.8618220090866089,4.09659562964077,3.1485273838043213,5.854730606079102,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.6,1.5,0.1,2.049077272415161,4.462026400355441,3.614360809326172,7.132822036743164,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.8,0.1,0.0,6.5040974617004395,7.865470786919332,2.223851442337036,2.313159227371216,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
real,original_radius,110,0.6,0.8,0.1,0.1,6.404188632965088,8.869853784974296,2.307518482208252,2.466625928878784,0.0011608758941292763,0.3756290078163147,1.1599982623484888,11012346,baseline_rho_chunk_22,68.10957336425781,68.10957336425781,0.6000001430511475,0.008809334288311148
