config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,19,0.6,0.6,0.1,500,1500,500,4.306878566741943,100.0
baseline,shuffle_weights,19,0.6,0.6,0.1,500,1500,500,4.820975303649902,100.0
baseline,cel_randN,19,0.6,0.6,0.1,500,1500,500,8.135359764099121,100.0
baseline,er_randN,19,0.6,0.6,0.1,500,1500,500,8.610708236694336,100.0
baseline,ws_p01_randN,19,0.6,0.6,0.1,500,1500,500,8.230113983154297,100.0
baseline,conn_shuf,19,0.6,0.6,0.1,500,1500,500,5.2226128578186035,100.0
baseline,local_sign,19,0.6,0.6,0.1,500,1500,500,4.613094806671143,100.0
baseline,conn_shuf_only,19,0.6,0.6,0.1,500,1500,500,4.672475337982178,100.0
baseline,cel_sample,19,0.6,0.6,0.1,500,1500,500,4.230666160583496,100.0
baseline,local_sign+flat,19,0.6,0.6,0.1,500,1500,500,4.267101287841797,100.0
baseline,local_sign+sample,19,0.6,0.6,0.1,500,1500,500,4.254474639892578,100.0
baseline,local_sign+binary,19,0.6,0.6,0.1,500,1500,500,3.816293954849243,100.0
baseline,global_sign_pres,19,0.6,0.6,0.1,500,1500,500,4.215183258056641,100.0
baseline,binary+shuffle,19,0.6,0.6,0.1,500,1500,500,4.158607006072998,100.0
baseline,real,19,0.6,0.6,0.5,500,1500,500,3.558856964111328,100.0
baseline,shuffle_weights,19,0.6,0.6,0.5,500,1500,500,4.662688255310059,100.0
baseline,cel_randN,19,0.6,0.6,0.5,500,1500,500,4.668448448181152,100.0
baseline,er_randN,19,0.6,0.6,0.5,500,1500,500,4.976922988891602,100.0
baseline,ws_p01_randN,19,0.6,0.6,0.5,500,1500,500,5.337195873260498,100.0
baseline,conn_shuf,19,0.6,0.6,0.5,500,1500,500,4.076196670532227,100.0
baseline,local_sign,19,0.6,0.6,0.5,500,1500,500,4.138213157653809,100.0
baseline,conn_shuf_only,19,0.6,0.6,0.5,500,1500,500,4.790726184844971,100.0
baseline,cel_sample,19,0.6,0.6,0.5,500,1500,500,3.362790107727051,100.0
baseline,local_sign+flat,19,0.6,0.6,0.5,500,1500,500,3.006552219390869,100.0
baseline,local_sign+sample,19,0.6,0.6,0.5,500,1500,500,3.8988800048828125,100.0
baseline,local_sign+binary,19,0.6,0.6,0.5,500,1500,500,3.037348747253418,100.0
baseline,global_sign_pres,19,0.6,0.6,0.5,500,1500,500,3.9007010459899902,100.0
baseline,binary+shuffle,19,0.6,0.6,0.5,500,1500,500,3.407553195953369,100.0
baseline,real,19,0.6,0.6,1.0,500,1500,500,2.6020755767822266,100.0
baseline,shuffle_weights,19,0.6,0.6,1.0,500,1500,500,2.7528750896453857,100.0
baseline,cel_randN,19,0.6,0.6,1.0,500,1500,500,2.88266921043396,100.0
baseline,er_randN,19,0.6,0.6,1.0,500,1500,500,1.4668455123901367,100.0
baseline,ws_p01_randN,19,0.6,0.6,1.0,500,1500,500,1.5713160037994385,100.0
baseline,conn_shuf,19,0.6,0.6,1.0,500,1500,500,2.3441476821899414,100.0
baseline,local_sign,19,0.6,0.6,1.0,500,1500,500,1.9389417171478271,100.0
baseline,conn_shuf_only,19,0.6,0.6,1.0,500,1500,500,1.680220365524292,100.0
baseline,cel_sample,19,0.6,0.6,1.0,500,1500,500,2.7799081802368164,100.0
baseline,local_sign+flat,19,0.6,0.6,1.0,500,1500,500,2.8358874320983887,100.0
baseline,local_sign+sample,19,0.6,0.6,1.0,500,1500,500,2.0297532081604004,100.0
baseline,local_sign+binary,19,0.6,0.6,1.0,500,1500,500,2.2149834632873535,100.0
baseline,global_sign_pres,19,0.6,0.6,1.0,500,1500,500,2.4088196754455566,100.0
baseline,binary+shuffle,19,0.6,0.6,1.0,500,1500,500,2.9365592002868652,100.0
baseline,real,19,0.6,0.6,1.5,500,1500,500,2.329103469848633,100.0
baseline,shuffle_weights,19,0.6,0.6,1.5,500,1500,500,1.9729851484298706,100.0
baseline,cel_randN,19,0.6,0.6,1.5,500,1500,500,1.3182194232940674,100.0
baseline,er_randN,19,0.6,0.6,1.5,500,1500,500,0.9935941696166992,100.0
baseline,ws_p01_randN,19,0.6,0.6,1.5,500,1500,500,0.7519732713699341,100.0
baseline,conn_shuf,19,0.6,0.6,1.5,500,1500,500,2.1313400268554688,100.0
baseline,local_sign,19,0.6,0.6,1.5,500,1500,500,3.011024236679077,100.0
baseline,conn_shuf_only,19,0.6,0.6,1.5,500,1500,500,1.9094271659851074,100.0
baseline,cel_sample,19,0.6,0.6,1.5,500,1500,500,2.314450740814209,100.0
baseline,local_sign+flat,19,0.6,0.6,1.5,500,1500,500,1.987156867980957,100.0
baseline,local_sign+sample,19,0.6,0.6,1.5,500,1500,500,1.4462804794311523,100.0
baseline,local_sign+binary,19,0.6,0.6,1.5,500,1500,500,1.8377776145935059,100.0
baseline,global_sign_pres,19,0.6,0.6,1.5,500,1500,500,2.536334991455078,100.0
baseline,binary+shuffle,19,0.6,0.6,1.5,500,1500,500,1.7536945343017578,100.0
baseline,real,19,0.6,0.8,0.1,500,1500,500,4.827418804168701,100.0
baseline,shuffle_weights,19,0.6,0.8,0.1,500,1500,500,5.557687759399414,100.0
baseline,cel_randN,19,0.6,0.8,0.1,500,1500,500,9.907127380371094,100.0
