config,model_a,model_b,tost_bound,tost_pval,tost_significant,n_model_a,n_model_b
baseline,real,shuffle_weights,0.21494979858398439,0.7215096203297846,0.0,48,48
baseline,real,cel_randN,0.21494979858398439,0.9999999951528803,0.0,48,48
baseline,real,er_randN,0.21494979858398439,0.9999999999533198,0.0,48,48
baseline,real,ws_p01_randN,0.21494979858398439,0.9999999999563761,0.0,48,48
baseline,real,conn_shuf,0.21494979858398439,0.8904884352693392,0.0,48,48
baseline,real,local_sign,0.21494979858398439,0.5141160898233745,0.0,48,48
baseline,real,conn_shuf_only,0.21494979858398439,0.3304369555232619,0.0,48,48
baseline,real,cel_sample,0.21494979858398439,0.5950157555820914,0.0,48,48
baseline,real,local_sign+flat,0.21494979858398439,0.26986612633588625,0.0,48,48
baseline,real,local_sign+sample,0.21494979858398439,0.43837978898449675,0.0,48,48
baseline,real,local_sign+binary,0.21494979858398439,0.6450373893551173,0.0,48,48
baseline,real,global_sign_pres,0.21494979858398439,0.5096339218890658,0.0,48,48
baseline,real,binary+shuffle,0.21494979858398439,0.46173439385487497,0.0,48,48
baseline,shuffle_weights,cel_randN,0.21494979858398439,0.9999999321157861,0.0,48,48
baseline,shuffle_weights,er_randN,0.21494979858398439,0.9999999994215004,0.0,48,48
baseline,shuffle_weights,ws_p01_randN,0.21494979858398439,0.9999999994930346,0.0,48,48
baseline,shuffle_weights,conn_shuf,0.21494979858398439,0.48420972913804994,0.0,48,48
baseline,shuffle_weights,local_sign,0.21494979858398439,0.45432120418754696,0.0,48,48
baseline,shuffle_weights,conn_shuf_only,0.21494979858398439,0.6286514052856667,0.0,48,48
baseline,shuffle_weights,cel_sample,0.21494979858398439,0.3816378588875977,0.0,48,48
baseline,shuffle_weights,local_sign+flat,0.21494979858398439,0.6825488015014067,0.0,48,48
baseline,shuffle_weights,local_sign+sample,0.21494979858398439,0.5277406722005964,0.0,48,48
baseline,shuffle_weights,local_sign+binary,0.21494979858398439,0.9468611102203035,0.0,48,48
baseline,shuffle_weights,global_sign_pres,0.21494979858398439,0.9033126636413772,0.0,48,48
baseline,shuffle_weights,binary+shuffle,0.21494979858398439,0.8790462766231305,0.0,48,48
baseline,cel_randN,er_randN,0.21494979858398439,0.8591459025780028,0.0,48,48
baseline,cel_randN,ws_p01_randN,0.21494979858398439,0.8857269643453454,0.0,48,48
baseline,cel_randN,conn_shuf,0.21494979858398439,0.999999806994315,0.0,48,48
baseline,cel_randN,local_sign,0.21494979858398439,0.9999999778635162,0.0,48,48
baseline,cel_randN,conn_shuf_only,0.21494979858398439,0.9999999875580771,0.0,48,48
baseline,cel_randN,cel_sample,0.21494979858398439,0.9999999628490839,0.0,48,48
baseline,cel_randN,local_sign+flat,0.21494979858398439,0.9999999933725443,0.0,48,48
baseline,cel_randN,local_sign+sample,0.21494979858398439,0.9999999747217596,0.0,48,48
baseline,cel_randN,local_sign+binary,0.21494979858398439,0.9999999993241458,0.0,48,48
baseline,cel_randN,global_sign_pres,0.21494979858398439,0.9999999987702761,0.0,48,48
baseline,cel_randN,binary+shuffle,0.21494979858398439,0.9999999983558227,0.0,48,48
baseline,er_randN,ws_p01_randN,0.21494979858398439,0.4847235388219276,0.0,48,48
baseline,er_randN,conn_shuf,0.21494979858398439,0.9999999984252923,0.0,48,48
