model,d_max,mean_ipc_kset,std_ipc_kset,mean_capture_pct,std_capture_pct,n_runs
real,30,7.1678400992033655,1.0495862592577736,92.16483170694917,1.22125924976709,20
real,50,7.404062644831423,1.0431812091827715,95.27765869643784,0.8375938595702836,20
real,80,7.764225449832066,1.0458802580637887,100.0,4.4938668397781774e-15,20
cel_randN,30,12.873642086304192,1.1354338226743692,95.7383698173376,0.42572030397850374,20
cel_randN,50,13.085458043047543,1.1497852514323201,97.31660685244914,0.3646292580418476,20
cel_randN,80,13.444785683721815,1.1635781371234373,100.0,5.503840364735051e-15,20
er_randN,30,14.441890795426875,0.6728214191471306,96.29450966664947,0.36252632157605097,20
er_randN,50,14.653841232320662,0.6831011872478625,97.70763824035555,0.34861733879654655,20
er_randN,80,14.9973122949167,0.6895569105553354,100.0,3.1776437161565094e-15,20
ws_p01_randN,30,14.555471251672662,0.4246731878597541,96.33493642847493,0.4674213634653815,20
ws_p01_randN,50,14.767745533228236,0.4295215737685222,97.73950929105015,0.3249336604675113,20
ws_p01_randN,80,15.10867871289798,0.41518962385737956,100.0,4.4938668397781774e-15,20
local_sign,30,10.357390846235779,2.119706392363858,94.81220498363999,0.939903620757714,20
local_sign,50,10.567283028043226,2.137850045326628,96.78160258295583,0.7030662816189848,20
local_sign,80,10.905977265659823,2.144468047481458,100.0,3.1776437161565094e-15,20
local_sign+flat,30,8.7674881774745,1.4857359479924916,93.81089594380424,1.2346157153863722,20
local_sign+flat,50,8.986698398843817,1.4900894540874392,96.21533615063379,0.8791158006919569,20
local_sign+flat,80,9.328893450316063,1.4806907504146063,100.0,4.4938668397781774e-15,20
local_sign+binary,30,7.554080038664457,1.102068151405419,92.90112208356555,1.068993303761037,20
local_sign+binary,50,7.773103281232629,1.1022276609993193,95.6482037894223,0.7631111927032713,20
local_sign+binary,80,8.119804858274083,1.0967418900760113,100.0,3.1776437161565094e-15,20
global_sign_pres,30,6.735715357829447,1.0855235547893558,91.97252585647709,1.4201733003757484,20
global_sign_pres,50,6.961120267093084,1.0879124624523906,95.13345397693288,0.8716528422686944,20
global_sign_pres,80,7.308834664284054,1.0967447205911125,100.0,3.1776437161565094e-15,20
global_sign_pres_real_weight,30,7.597463293130913,1.0171104452241695,92.89838429541098,0.8279098391893388,20
global_sign_pres_real_weight,50,7.817297925669844,1.0220520962585558,95.6286549494068,0.5437730981577461,20
global_sign_pres_real_weight,80,8.170991522514946,1.0402839140440008,100.0,4.4938668397781774e-15,20
binary_base,30,6.0586098524997745,0.9272138247807685,91.09810213778901,2.0165480724817906,20
binary_base,50,6.282188499016438,0.9349827566749734,94.53345495664442,1.5253572880172435,20
binary_base,80,6.632403043002934,0.9223540915523833,100.0,8.407255028117242e-15,20
