mode,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src
real,170,0.6,0.6,0.1,0.0,4.451984882354736,4.951905574561209,1.824216604232788,1.8898563385009766,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.6,0.1,0.1,4.41133975982666,4.878992837683441,1.8849281072616577,2.0148351192474365,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.6,0.5,0.0,4.178066253662109,6.781144351130479,2.111849546432495,2.7432539463043213,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.6,0.5,0.1,3.549790859222412,5.797305382204058,2.338576078414917,3.227809429168701,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.6,1.0,0.0,3.7937092781066895,6.2559229798523415,2.333771228790283,3.6386964321136475,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.6,1.0,0.1,3.511380672454834,5.523080980080977,2.6410322189331055,4.402645587921143,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.6,1.5,0.0,3.389035224914551,5.1746343804608745,2.450546979904175,4.259568691253662,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.6,1.5,0.1,1.978139877319336,3.418629524809802,2.79046368598938,5.193271160125732,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.8,0.1,0.0,4.942473411560059,5.829615036755643,1.9266889095306396,2.0018184185028076,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.8,0.1,0.1,4.8571014404296875,5.661557194323393,1.9950822591781616,2.1389381885528564,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.8,0.5,0.0,4.676456451416016,7.398168489836962,2.2597877979278564,2.9951939582824707,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.8,0.5,0.1,4.342455863952637,6.846797172402603,2.5080037117004395,3.5264484882354736,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
real,170,0.6,0.8,1.0,0.0,3.586620330810547,5.883441454321996,2.515491247177124,4.0479655265808105,0.0009280519443564117,0.5628097057342529,0.8963917938895556,17012346,chunk_17
