mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,wt_mean,cosine_similarity,seed,src
global_sign_pres,425,0.6,0.6,0.1,4.013378143310547,4.329310834407806,1.731605052947998,1.7676887512207031,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,0.6,0.5,3.606649160385132,5.826543927192688,1.997793436050415,2.5863773822784424,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,0.6,1.0,3.104785203933716,5.263273775577545,2.272285223007202,3.5367798805236816,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,0.6,1.5,2.5054235458374023,3.355561375617981,2.427506446838379,4.16408634185791,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,0.8,0.1,4.411997318267822,4.7991042137146,1.812547206878662,1.8520854711532593,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,0.8,0.5,2.0267441272735596,3.099607229232788,2.1234679222106934,2.7770066261291504,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,0.8,1.0,2.292895793914795,4.474369406700134,2.445889711380005,3.8853139877319336,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,0.8,1.5,2.2870473861694336,3.3195515275001526,2.627912998199463,4.632480621337891,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,1.0,0.1,4.996673107147217,5.596335172653198,1.9219261407852173,1.970054268836975,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,1.0,0.5,4.44362735748291,7.124853670597076,2.291452646255493,3.0465214252471924,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,1.0,1.0,4.133543014526367,6.622512102127075,2.677849531173706,4.372021675109863,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.6,1.0,1.5,3.5347390174865723,5.766459286212921,2.895336389541626,5.278020858764648,0.0014102039858698845,0.8777348399162292,42512346,chunk_17
global_sign_pres,425,0.8,0.6,0.1,4.967060089111328,5.377335369586945,2.162144660949707,2.211599588394165,0.0018802720587700605,0.8777354955673218,42512346,chunk_17
global_sign_pres,425,0.8,0.6,0.5,3.796988010406494,5.830597698688507,2.5176427364349365,3.338406801223755,0.0018802720587700605,0.8777354955673218,42512346,chunk_17
