dataset,job,unknown_sign_policy,normalization,rho_target,repeat_id,seed,sign_frac,sign_frac_source,n_nodes,n_edges,negative_edges,negative_edge_fraction,raw_rho,ref_rho,post_rho,scale_factor,activation_steps,activation_washout,activation_threshold_abs_state,activation_leak,active_state_count,active_state_fraction,active_neurons_per_step_mean,active_neurons_per_step_std,neurons_active_at_least_once,activation_onset_count,activation_onset_rate,triad_scope,triad_count,triad_edge_count_mean,triad_edge_count_std,triad_avg_abs_w_mean,triad_avg_abs_w_std,triad_avg_abs_w_min,triad_avg_abs_w_max,triad_cv_abs_w_mean,triad_cv_abs_w_std,triad_cv_abs_w_min,triad_cv_abs_w_max
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,30,3012345,0.0,requested,297,3604,0,0.0,106.5088882446289,76.16460418701172,0.5999988317489624,0.005633332671935548,1000,100,0.5,1.0,82827,0.2788787878787879,82.827,61.90815528418442,186,36470,0.12279461279461279,closed,6527,3.8929063888463307,0.818883549422692,0.03667719408504558,0.02911175922533852,0.005633332766592503,0.2722777525583903,0.7175819986832869,0.31270514310059905,0.0,1.7674418613592404
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,30,3012345,0.5,requested,297,3604,1802,0.5,51.08953094482422,76.16460418701172,0.6000005602836609,0.011744089031625467,1000,100,0.5,1.0,86115,0.28994949494949496,86.115,59.137831022603955,203,37944,0.12775757575757576,closed,6527,3.8929063888463307,0.818883549422692,0.07646277282149395,0.06069073396558626,0.011744089424610138,0.5676309863726298,0.7175819985364567,0.3127051442485325,0.0,1.7674418638962197
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.8,30,3012345,0.0,requested,297,3604,0,0.0,106.5088882446289,76.16460418701172,0.7999996542930603,0.007511110229247398,1000,100,0.5,1.0,84231,0.2836060606060606,84.231,60.9923741848824,195,37189,0.12521548821548822,closed,6527,3.8929063888463307,0.818883549422692,0.048902923108724586,0.03881567710664619,0.007511110045015812,0.36303699016571045,0.717581997325698,0.3127051428218198,0.0,1.7674418557709644
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.8,30,3012345,0.5,requested,297,3604,1802,0.5,51.08953094482422,76.16460418701172,0.8000003695487976,0.015658785375500625,1000,100,0.5,1.0,90107,0.3033905723905724,90.107,57.24535423579438,220,39840,0.13414141414141414,closed,6527,3.8929063888463307,0.818883549422692,0.10195035530421379,0.08092097192881989,0.01565878465771675,0.7568412522474924,0.7175819978237049,0.3127051452194669,0.0,1.7674418668984364
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.95,30,3012345,0.0,requested,297,3604,0,0.0,106.5088882446289,76.16460418701172,0.9500000476837158,0.008919443397231283,1000,100,0.5,1.0,85590,0.2881818181818182,85.59,59.86456101622784,199,37798,0.12726599326599328,closed,6527,3.8929063888463307,0.818883549422692,0.05807221956990268,0.04609361545604587,0.008919443003833294,0.43110641837120056,0.7175819976717622,0.31270514557947854,0.0,1.7674418621592463
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.95,30,3012345,0.5,requested,297,3604,1802,0.5,51.08953094482422,76.16460418701172,0.9500007033348083,0.018594807633406988,1000,100,0.5,1.0,94048,0.31665993265993264,94.048,55.91194721919316,227,41554,0.1399124579124579,closed,6527,3.8929063888463307,0.818883549422692,0.12106604870609677,0.09609365572207877,0.018594807013869286,0.8987490038077036,0.7175819992623388,0.3127051457873454,0.0,1.767441866424402
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,1.05,30,3012345,0.0,requested,297,3604,0,0.0,106.5088882446289,76.16460418701172,1.0499987602233887,0.009858332175887208,1000,100,0.5,1.0,86760,0.2921212121212121,86.76,59.05905834308885,202,38261,0.12882491582491581,closed,6527,3.8929063888463307,0.818883549422692,0.06418509076268439,0.05094557949617685,0.009858332574367523,0.47648607691129047,0.7175819991091736,0.3127051450570485,0.0,1.7674418563776917
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,1.05,30,3012345,0.5,requested,297,3604,1802,0.5,51.08953094482422,76.16460418701172,1.0499966144561768,0.020552155805344568,1000,100,0.5,1.0,96752,0.32576430976430976,96.752,54.86452963994691,235,42601,0.14343771043771045,closed,6527,3.8929063888463307,0.818883549422692,0.1338098522274069,0.10620878456781271,0.02055215649306774,0.9933542211850485,0.7175819991196362,0.3127051456944543,0.0,1.76744186389622
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,31,3112345,0.0,requested,297,3604,0,0.0,106.5088882446289,68.50299835205078,0.5999988317489624,0.005633332671935548,1000,100,0.5,1.0,76103,0.25623905723905727,76.103,59.15403275002129,185,36182,0.12182491582491582,closed,6527,3.8929063888463307,0.818883549422692,0.03667719408504558,0.02911175922533852,0.005633332766592503,0.2722777525583903,0.7175819986832869,0.31270514310059905,0.0,1.7674418613592404
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,31,3112345,0.5,requested,297,3604,1802,0.5,60.57406234741211,68.50299835205078,0.5999997854232788,0.009905229676669252,1000,100,0.5,1.0,77229,0.26003030303030306,77.229,58.65081821660698,194,36981,0.12451515151515151,closed,6527,3.8929063888463307,0.818883549422692,0.06449042318961853,0.051187930801743,0.009905229322612286,0.4787527471780777,0.7175819984751733,0.3127051451415848,0.0,1.7674418538544985
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.8,31,3112345,0.0,requested,297,3604,0,0.0,106.5088882446289,68.50299835205078,0.7999996542930603,0.007511110229247398,1000,100,0.5,1.0,77994,0.2626060606060606,77.994,58.42761119325134,192,36853,0.12408417508417509,closed,6527,3.8929063888463307,0.818883549422692,0.048902923108724586,0.03881567710664619,0.007511110045015812,0.36303699016571045,0.717581997325698,0.3127051428218198,0.0,1.7674418557709644
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.8,31,3112345,0.5,requested,297,3604,1802,0.5,60.57406234741211,68.50299835205078,0.7999996542930603,0.013206972902225672,1000,100,0.5,1.0,80139,0.2698282828282828,80.139,57.28545454390933,204,38573,0.12987542087542087,closed,6527,3.8929063888463307,0.818883549422692,0.08598723234543133,0.0682505756893505,0.013206972740590572,0.6383370161056519,0.7175819966805961,0.3127051459055432,0.0,1.7674418570326804
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.95,31,3112345,0.0,requested,297,3604,0,0.0,106.5088882446289,68.50299835205078,0.9500000476837158,0.008919443397231283,1000,100,0.5,1.0,79544,0.2678249158249158,79.544,57.8747920562619,196,37409,0.12595622895622896,closed,6527,3.8929063888463307,0.818883549422692,0.05807221956990268,0.04609361545604587,0.008919443003833294,0.43110641837120056,0.7175819976717622,0.31270514557947854,0.0,1.7674418621592463
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.95,31,3112345,0.5,requested,297,3604,1802,0.5,60.57406234741211,68.50299835205078,0.9500000476837158,0.015683280321392983,1000,100,0.5,1.0,82902,0.2791313131313131,82.902,56.01467700558524,211,39932,0.13445117845117846,closed,6527,3.8929063888463307,0.818883549422692,0.10210984121451792,0.08104756062443005,0.015683280304074287,0.758025199174881,0.7175819987246037,0.31270514374198943,0.0,1.767441850830208
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,1.05,31,3112345,0.0,requested,297,3604,0,0.0,106.5088882446289,68.50299835205078,1.0499987602233887,0.009858332175887208,1000,100,0.5,1.0,80745,0.27186868686868687,80.745,57.35799782868048,196,37748,0.1270976430976431,closed,6527,3.8929063888463307,0.818883549422692,0.06418509076268439,0.05094557949617685,0.009858332574367523,0.47648607691129047,0.7175819991091736,0.3127051450570485,0.0,1.7674418563776917
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,1.05,31,3112345,0.5,requested,297,3604,1802,0.5,60.57406234741211,68.50299835205078,1.0499998331069946,0.017334151934171194,1000,100,0.5,1.0,84985,0.28614478114478115,84.985,54.884196724103106,215,40787,0.13732996632996633,closed,6527,3.8929063888463307,0.818883549422692,0.11285824497633634,0.0895788822338613,0.01733415201306343,0.8378173410892487,0.7175819974740026,0.31270514503381713,0.0,1.7674418662766476
