model,d_max,mean_ipc_kset,std_ipc_kset,mean_capture_pct,std_capture_pct,n_runs
real,30,6.258156088580111,1.1751790207817774,94.43690661941483,1.2127692839559652,20
real,50,6.388530239039104,1.1700479606054297,96.48194880474237,0.8122741910166704,20
real,80,6.613113222989601,1.1639835989422223,100.0,4.4938668397781774e-15,20
cel_randN,30,12.772386845609807,1.9113853029694077,97.44992090064137,0.5709905381401335,20
cel_randN,50,12.895835212653243,1.9177046248722296,98.40592483201291,0.4698263038814875,20
cel_randN,80,13.0970761665559,1.906622553243563,100.0,6.355287432313019e-15,20
er_randN,30,14.314723995407396,0.6334130329042356,97.76154195714709,0.3207654714449661,20
er_randN,50,14.435046151393033,0.6358934008605354,98.58375300226555,0.2152078458501828,20
er_randN,80,14.642549998837769,0.6474072140321874,100.0,0.0,20
ws_p01_randN,30,14.522639492350555,0.5681954427634025,97.72806586347384,0.3139595363380029,20
ws_p01_randN,50,14.653544932184056,0.5734020947001482,98.60889915571082,0.2613126224679501,20
ws_p01_randN,80,14.860068933321486,0.5741426241896932,100.0,3.1776437161565094e-15,20
local_sign,30,6.76985188806776,0.8731127868214855,95.1417214666312,0.8952065613883865,20
local_sign,50,6.901819391084774,0.8699606520645371,97.02979844475314,0.6467583136569243,20
local_sign,80,7.108884925437243,0.8621173426829222,100.0,5.503840364735051e-15,20
local_sign+flat,30,6.044873997873867,1.2294541146395337,94.26537415356803,1.2274261902245502,20
local_sign+flat,50,6.174983231593817,1.2229284067152582,96.39652798014738,0.7419537786359369,20
local_sign+flat,80,6.399005409341624,1.230184948158804,100.0,7.78360568894479e-15,20
local_sign+binary,30,6.420168775043265,1.0305021912072154,94.58936990073407,1.646151136177167,20
local_sign+binary,50,6.557120083764159,1.031178885456364,96.68964765978241,1.018738617347842,20
local_sign+binary,80,6.772045304280359,1.0224457980375175,100.0,6.355287432313019e-15,20
global_sign_pres,30,6.410132727696604,0.929693283643118,94.89287267922568,0.9625867870206878,20
global_sign_pres,50,6.544268316374456,0.9274477553963039,96.92625026439376,0.555855381888059,20
global_sign_pres,80,6.747914919834393,0.9298633108400881,100.0,4.4938668397781774e-15,20
global_sign_pres_real_weight,30,6.584571135683868,1.0463408054976722,95.05587314577824,0.9625756195763243,20
global_sign_pres_real_weight,50,6.714869123264049,1.0493237288674961,96.9776990027913,0.6701396782944753,20
global_sign_pres_real_weight,80,6.919428811694582,1.0515829666301786,100.0,3.1776437161565094e-15,20
binary_base,30,6.605512895666583,0.9114452493096755,95.00013712550525,0.8268370425784045,20
binary_base,50,6.736669265347478,0.9100067513845693,96.92868423064053,0.5040432099611611,20
binary_base,80,6.947117006905327,0.920486199845825,100.0,5.503840364735051e-15,20
