config,model,washout,t_train,t_test,mean_score,std_score,cv_score,mean_capture_pct,std_capture_pct,n_runs
baseline,real,500,1500,500,4.0568970913688345,1.623754970820305,0.40024554092705245,100.0,0.0,48
baseline,shuffle_weights,500,1500,500,3.9705780719717345,2.0494669610030156,0.516163370636175,100.0,0.0,48
baseline,cel_randN,500,1500,500,8.765543306867281,5.367140675706178,0.6122998298920437,100.0,0.0,48
baseline,er_randN,500,1500,500,10.311167848606905,5.967860137374303,0.5787763544340512,100.0,0.0,48
baseline,ws_p01_randN,500,1500,500,10.398759134113789,5.870706609260422,0.5645583798552652,100.0,0.0,48
baseline,conn_shuf,500,1500,500,4.2094408844908076,1.9215552640871232,0.4564870529876946,100.0,0.0,48
baseline,local_sign,500,1500,500,3.8265298257271447,1.759360996484319,0.45977976825255573,100.0,0.0,48
baseline,conn_shuf_only,500,1500,500,4.250534017880757,1.6748345545792165,0.39402920845561423,100.0,0.0,48
baseline,cel_sample,500,1500,500,4.384230025112629,2.167521570629706,0.49439047636968436,100.0,0.0,48
baseline,local_sign+flat,500,1500,500,3.8580245077610016,1.627507001086342,0.4218498347567167,100.0,0.0,48
baseline,local_sign+sample,500,1500,500,4.287542621294658,1.9517271321464258,0.4552088001301515,100.0,0.0,48
baseline,local_sign+binary,500,1500,500,3.57847743978103,1.4553084710087922,0.4066837071069655,100.0,0.0,48
baseline,global_sign_pres,500,1500,500,3.644758885105451,1.563781942951263,0.42904949058269987,100.0,0.0,48
baseline,binary+shuffle,500,1500,500,3.594470739364624,1.5964454836497042,0.4441392347881234,100.0,0.0,48
washout_x0.25,real,125,1500,500,3.892189914981524,1.604788734259533,0.4123099769830093,100.47067590985189,37.790084064771506,48
washout_x0.25,shuffle_weights,125,1500,500,4.250592067837715,1.8632016062592225,0.4383393128588406,121.45279330316335,48.43966055823508,48
washout_x0.25,cel_randN,125,1500,500,8.779282102982203,5.326278107173805,0.6066872034291438,111.65786483547144,82.65784725510211,48
washout_x0.25,er_randN,125,1500,500,10.378599931796392,5.944596784002867,0.5727744419351503,102.51529561245916,14.041781502051922,48
washout_x0.25,ws_p01_randN,125,1500,500,10.365880837043127,5.859132414760327,0.5652324686024124,102.40388365992105,19.233135772490197,48
washout_x0.25,conn_shuf,125,1500,500,3.9928272863229117,1.8842668180840487,0.47191292860035383,99.81912109829466,33.14112390121689,48
washout_x0.25,local_sign,125,1500,500,3.770620074123144,1.7103134292122522,0.4535894350506752,105.67256138379649,45.7079894624134,48
washout_x0.25,conn_shuf_only,125,1500,500,4.0494870245456696,1.6859577784878361,0.41633860493156943,99.03217324015482,28.693249430555987,48
washout_x0.25,cel_sample,125,1500,500,4.431924174229304,2.0542103650172683,0.46350304839646495,106.854704851726,39.76737028556873,48
washout_x0.25,local_sign+flat,125,1500,500,3.6955018093188605,1.550186484949508,0.4194792926471958,100.53172661814266,33.2543088333506,48
washout_x0.25,local_sign+sample,125,1500,500,4.341974880546331,2.256896536169234,0.519785719231351,100.79036284972138,29.312601764823714,48
washout_x0.25,local_sign+binary,125,1500,500,3.4073111029962697,1.4602047014821906,0.4285504485334896,97.78071675914657,26.64857995676402,48
washout_x0.25,global_sign_pres,125,1500,500,3.6506109262506166,1.5151673523785392,0.41504487412869867,105.72863846251926,32.8370055060401,48
washout_x0.25,binary+shuffle,125,1500,500,3.630387815336386,1.6250674290595462,0.4476291547130399,110.18609685288868,50.2265738178195,48
t_train_x0.25,real,500,375,500,3.8884467718501887,1.4631266933121303,0.3762753559864084,101.56756054628296,40.4381079513283,48
t_train_x0.25,shuffle_weights,500,375,500,4.172811793784301,1.633582023329365,0.39148231553666074,122.34044431043066,64.01429574007274,48
t_train_x0.25,cel_randN,500,375,500,7.203252422312896,5.033618764218718,0.6987980524778654,94.4725715517559,106.80130918988257,48
t_train_x0.25,er_randN,500,375,500,7.8374183637400465,5.859144462139818,0.7475860277214819,73.53033443622182,27.408748779720273,48
t_train_x0.25,ws_p01_randN,500,375,500,7.680094676713149,5.690171334611305,0.7408985922874753,71.36934940035162,23.413948709763602,48
t_train_x0.25,conn_shuf,500,375,500,4.080158665776253,1.8982864296291706,0.46524818888826724,100.44224335970334,34.609151453927375,48
t_train_x0.25,local_sign,500,375,500,3.788181070238352,1.7381430532406377,0.4588331500033798,104.66451660623643,47.748793681035956,48
t_train_x0.25,conn_shuf_only,500,375,500,4.0507483432690305,1.6064366416351918,0.3965777445307222,98.62739963150881,25.822351755867743,48
t_train_x0.25,cel_sample,500,375,500,4.273577399551868,1.886420711601647,0.4414148932459861,104.32744839977151,31.692148366604286,48
t_train_x0.25,local_sign+flat,500,375,500,3.575506957868735,1.396908348356443,0.39068819186107895,98.83042165022259,34.27043584488836,48
t_train_x0.25,local_sign+sample,500,375,500,4.177660208195448,2.1884979421630955,0.5238573347516033,96.10478087556487,34.438418993748805,48
t_train_x0.25,local_sign+binary,500,375,500,3.5611861596504846,1.364388787445187,0.38312762272980866,104.46864604248454,39.645628104019494,48
t_train_x0.25,global_sign_pres,500,375,500,3.4717757664620876,1.427508036798454,0.4111751831982962,98.41706930758163,23.92472629506311,48
t_train_x0.25,binary+shuffle,500,375,500,3.5367399429281554,1.479172578350579,0.41823051799673316,110.83828057478782,59.89008898665973,48
t_test_x0.25,real,500,1500,125,3.9309986469646296,1.5950178683942338,0.40575385840589057,102.90654326214913,35.151299365292566,48
t_test_x0.25,shuffle_weights,500,1500,125,3.9455030461152396,1.9322158401064662,0.48972610527038746,110.19632900688744,55.44604869983118,48
t_test_x0.25,cel_randN,500,1500,125,8.750605816642443,5.321365698011232,0.6081139762793029,115.31065580862223,112.02091196724592,48
t_test_x0.25,er_randN,500,1500,125,10.346960489948591,6.00952326670546,0.5808008325288694,102.27032351321822,17.858787804425226,48
t_test_x0.25,ws_p01_randN,500,1500,125,10.22544147570928,5.91957889979977,0.5789069267925337,97.50589292320238,11.081531969047827,48
t_test_x0.25,conn_shuf,500,1500,125,3.941859506070614,1.8859248890329443,0.47843533898875595,98.83026790345222,36.12973216677613,48
t_test_x0.25,local_sign,500,1500,125,3.6750290555258593,1.78318646457496,0.4852169704328512,100.98638673299568,37.72203439513786,48
t_test_x0.25,conn_shuf_only,500,1500,125,4.037248286108176,1.6451641240707369,0.4074963954363681,99.46216014284767,32.81295243327857,48
t_test_x0.25,cel_sample,500,1500,125,4.33991705129544,2.0677601991148933,0.47645154842249327,104.11908752656278,34.809258814832155,48
t_test_x0.25,local_sign+flat,500,1500,125,3.724982483933369,1.529654437964626,0.4106474176891694,101.95574286739998,32.64439558037968,48
t_test_x0.25,local_sign+sample,500,1500,125,4.269663433233897,2.1018333318698916,0.4922714318673911,100.78961691910838,24.456152920010474,48
t_test_x0.25,local_sign+binary,500,1500,125,3.566597522546848,1.5475718833283931,0.43390707068716233,103.21206538696389,32.21049343314051,48
t_test_x0.25,global_sign_pres,500,1500,125,3.563912165661653,1.5190416606105563,0.4262287031780821,102.2940749709053,31.291304207208857,48
t_test_x0.25,binary+shuffle,500,1500,125,3.4317890827854476,1.7044790138300516,0.4966735929023334,98.95356565609863,49.33909860936431,48
washout_x0.75,real,375,1500,500,4.091307138403256,1.6361944380629483,0.39991972802646086,105.44046173478637,34.303948091889076,48
washout_x0.75,shuffle_weights,375,1500,500,3.9995970154802003,1.894009270610748,0.47355002598514273,111.72571800808312,51.16387934902112,48
washout_x0.75,cel_randN,375,1500,500,8.888498609264692,5.22707006661406,0.5880712026174771,121.02615920330761,132.4944416311917,48
washout_x0.75,er_randN,375,1500,500,10.362579171856245,6.023513896636104,0.5812755489478315,101.97794815833241,15.784027858044187,48
