config,model,seed,rho_target,leak,input_scale,washout,t_train,t_test,score,capture_pct_vs_baseline
baseline,real,16,0.6,0.6,0.1,500,1500,500,4.3939900398254395,100.0
baseline,shuffle_weights,16,0.6,0.6,0.1,500,1500,500,5.028456211090088,100.0
baseline,cel_randN,16,0.6,0.6,0.1,500,1500,500,7.788118362426758,100.0
baseline,er_randN,16,0.6,0.6,0.1,500,1500,500,8.211792945861816,100.0
baseline,ws_p01_randN,16,0.6,0.6,0.1,500,1500,500,8.984258651733398,100.0
baseline,conn_shuf,16,0.6,0.6,0.1,500,1500,500,4.532327651977539,100.0
baseline,local_sign,16,0.6,0.6,0.1,500,1500,500,4.472464084625244,100.0
baseline,conn_shuf_only,16,0.6,0.6,0.1,500,1500,500,4.426685333251953,100.0
baseline,cel_sample,16,0.6,0.6,0.1,500,1500,500,5.341377258300781,100.0
baseline,local_sign+flat,16,0.6,0.6,0.1,500,1500,500,4.025330543518066,100.0
baseline,local_sign+sample,16,0.6,0.6,0.1,500,1500,500,5.693717002868652,100.0
baseline,local_sign+binary,16,0.6,0.6,0.1,500,1500,500,4.41043758392334,100.0
baseline,global_sign_pres,16,0.6,0.6,0.1,500,1500,500,3.9263620376586914,100.0
baseline,binary+shuffle,16,0.6,0.6,0.1,500,1500,500,4.210570812225342,100.0
baseline,real,16,0.6,0.6,0.5,500,1500,500,3.01284122467041,100.0
baseline,shuffle_weights,16,0.6,0.6,0.5,500,1500,500,3.995044231414795,100.0
baseline,cel_randN,16,0.6,0.6,0.5,500,1500,500,3.713887929916382,100.0
baseline,er_randN,16,0.6,0.6,0.5,500,1500,500,5.0768537521362305,100.0
baseline,ws_p01_randN,16,0.6,0.6,0.5,500,1500,500,5.650944232940674,100.0
baseline,conn_shuf,16,0.6,0.6,0.5,500,1500,500,4.104139804840088,100.0
baseline,local_sign,16,0.6,0.6,0.5,500,1500,500,4.229348182678223,100.0
baseline,conn_shuf_only,16,0.6,0.6,0.5,500,1500,500,3.2830793857574463,100.0
baseline,cel_sample,16,0.6,0.6,0.5,500,1500,500,4.27455997467041,100.0
baseline,local_sign+flat,16,0.6,0.6,0.5,500,1500,500,3.2985856533050537,100.0
baseline,local_sign+sample,16,0.6,0.6,0.5,500,1500,500,4.345020771026611,100.0
baseline,local_sign+binary,16,0.6,0.6,0.5,500,1500,500,4.177001953125,100.0
baseline,global_sign_pres,16,0.6,0.6,0.5,500,1500,500,2.9632604122161865,100.0
baseline,binary+shuffle,16,0.6,0.6,0.5,500,1500,500,3.840606451034546,100.0
baseline,real,16,0.6,0.6,1.0,500,1500,500,2.4530231952667236,100.0
baseline,shuffle_weights,16,0.6,0.6,1.0,500,1500,500,2.048069715499878,100.0
baseline,cel_randN,16,0.6,0.6,1.0,500,1500,500,3.6667885780334473,100.0
baseline,er_randN,16,0.6,0.6,1.0,500,1500,500,1.7010538578033447,100.0
baseline,ws_p01_randN,16,0.6,0.6,1.0,500,1500,500,1.902327537536621,100.0
baseline,conn_shuf,16,0.6,0.6,1.0,500,1500,500,3.3165879249572754,100.0
baseline,local_sign,16,0.6,0.6,1.0,500,1500,500,2.138986110687256,100.0
baseline,conn_shuf_only,16,0.6,0.6,1.0,500,1500,500,2.6004576683044434,100.0
baseline,cel_sample,16,0.6,0.6,1.0,500,1500,500,1.9029295444488525,100.0
baseline,local_sign+flat,16,0.6,0.6,1.0,500,1500,500,2.652374744415283,100.0
baseline,local_sign+sample,16,0.6,0.6,1.0,500,1500,500,2.967935800552368,100.0
baseline,local_sign+binary,16,0.6,0.6,1.0,500,1500,500,2.2017927169799805,100.0
baseline,global_sign_pres,16,0.6,0.6,1.0,500,1500,500,1.9897992610931396,100.0
baseline,binary+shuffle,16,0.6,0.6,1.0,500,1500,500,2.764853000640869,100.0
baseline,real,16,0.6,0.6,1.5,500,1500,500,1.3391127586364746,100.0
baseline,shuffle_weights,16,0.6,0.6,1.5,500,1500,500,2.2251462936401367,100.0
baseline,cel_randN,16,0.6,0.6,1.5,500,1500,500,1.7640364170074463,100.0
baseline,er_randN,16,0.6,0.6,1.5,500,1500,500,1.4669979810714722,100.0
baseline,ws_p01_randN,16,0.6,0.6,1.5,500,1500,500,0.908420205116272,100.0
baseline,conn_shuf,16,0.6,0.6,1.5,500,1500,500,1.4455238580703735,100.0
baseline,local_sign,16,0.6,0.6,1.5,500,1500,500,1.723430871963501,100.0
baseline,conn_shuf_only,16,0.6,0.6,1.5,500,1500,500,2.3776705265045166,100.0
baseline,cel_sample,16,0.6,0.6,1.5,500,1500,500,1.2967214584350586,100.0
baseline,local_sign+flat,16,0.6,0.6,1.5,500,1500,500,0.8667446374893188,100.0
baseline,local_sign+sample,16,0.6,0.6,1.5,500,1500,500,1.9014766216278076,100.0
baseline,local_sign+binary,16,0.6,0.6,1.5,500,1500,500,2.1555628776550293,100.0
baseline,global_sign_pres,16,0.6,0.6,1.5,500,1500,500,2.412705898284912,100.0
baseline,binary+shuffle,16,0.6,0.6,1.5,500,1500,500,2.436971664428711,100.0
baseline,real,16,0.6,0.8,0.1,500,1500,500,4.971314430236816,100.0
baseline,shuffle_weights,16,0.6,0.8,0.1,500,1500,500,5.687068462371826,100.0
baseline,cel_randN,16,0.6,0.8,0.1,500,1500,500,9.424539566040039,100.0
baseline,er_randN,16,0.6,0.8,0.1,500,1500,500,10.365723609924316,100.0
baseline,ws_p01_randN,16,0.6,0.8,0.1,500,1500,500,10.887726783752441,100.0
baseline,conn_shuf,16,0.6,0.8,0.1,500,1500,500,5.313112258911133,100.0
baseline,local_sign,16,0.6,0.8,0.1,500,1500,500,5.453517436981201,100.0
baseline,conn_shuf_only,16,0.6,0.8,0.1,500,1500,500,4.86401891708374,100.0
baseline,cel_sample,16,0.6,0.8,0.1,500,1500,500,6.156148910522461,100.0
baseline,local_sign+flat,16,0.6,0.8,0.1,500,1500,500,4.589802265167236,100.0
baseline,local_sign+sample,16,0.6,0.8,0.1,500,1500,500,6.04529333114624,100.0
baseline,local_sign+binary,16,0.6,0.8,0.1,500,1500,500,4.641143798828125,100.0
baseline,global_sign_pres,16,0.6,0.8,0.1,500,1500,500,4.723072528839111,100.0
baseline,binary+shuffle,16,0.6,0.8,0.1,500,1500,500,4.964393615722656,100.0
baseline,real,16,0.6,0.8,0.5,500,1500,500,3.8146848678588867,100.0
baseline,shuffle_weights,16,0.6,0.8,0.5,500,1500,500,3.3205463886260986,100.0
baseline,cel_randN,16,0.6,0.8,0.5,500,1500,500,5.669721603393555,100.0
baseline,er_randN,16,0.6,0.8,0.5,500,1500,500,5.008708477020264,100.0
baseline,ws_p01_randN,16,0.6,0.8,0.5,500,1500,500,6.814749240875244,100.0
baseline,conn_shuf,16,0.6,0.8,0.5,500,1500,500,4.103102684020996,100.0
baseline,local_sign,16,0.6,0.8,0.5,500,1500,500,3.7914857864379883,100.0
baseline,conn_shuf_only,16,0.6,0.8,0.5,500,1500,500,4.652682781219482,100.0
baseline,cel_sample,16,0.6,0.8,0.5,500,1500,500,4.656119346618652,100.0
baseline,local_sign+flat,16,0.6,0.8,0.5,500,1500,500,3.8621926307678223,100.0
baseline,local_sign+sample,16,0.6,0.8,0.5,500,1500,500,3.6258020401000977,100.0
baseline,local_sign+binary,16,0.6,0.8,0.5,500,1500,500,3.4643170833587646,100.0
baseline,global_sign_pres,16,0.6,0.8,0.5,500,1500,500,3.7757039070129395,100.0
baseline,binary+shuffle,16,0.6,0.8,0.5,500,1500,500,4.323732376098633,100.0
baseline,real,16,0.6,0.8,1.0,500,1500,500,3.217668294906616,100.0
baseline,shuffle_weights,16,0.6,0.8,1.0,500,1500,500,3.1951684951782227,100.0
baseline,cel_randN,16,0.6,0.8,1.0,500,1500,500,3.8652219772338867,100.0
baseline,er_randN,16,0.6,0.8,1.0,500,1500,500,3.88393497467041,100.0
baseline,ws_p01_randN,16,0.6,0.8,1.0,500,1500,500,4.523753643035889,100.0
baseline,conn_shuf,16,0.6,0.8,1.0,500,1500,500,2.2885582447052,100.0
baseline,local_sign,16,0.6,0.8,1.0,500,1500,500,2.839107036590576,100.0
baseline,conn_shuf_only,16,0.6,0.8,1.0,500,1500,500,3.6879048347473145,100.0
baseline,cel_sample,16,0.6,0.8,1.0,500,1500,500,2.653538703918457,100.0
baseline,local_sign+flat,16,0.6,0.8,1.0,500,1500,500,1.8846744298934937,100.0
baseline,local_sign+sample,16,0.6,0.8,1.0,500,1500,500,4.033036708831787,100.0
baseline,local_sign+binary,16,0.6,0.8,1.0,500,1500,500,2.213956832885742,100.0
baseline,global_sign_pres,16,0.6,0.8,1.0,500,1500,500,1.6039862632751465,100.0
baseline,binary+shuffle,16,0.6,0.8,1.0,500,1500,500,2.326072931289673,100.0
baseline,real,16,0.6,0.8,1.5,500,1500,500,1.0191974639892578,100.0
baseline,shuffle_weights,16,0.6,0.8,1.5,500,1500,500,3.0186703205108643,100.0
baseline,cel_randN,16,0.6,0.8,1.5,500,1500,500,2.926798105239868,100.0
baseline,er_randN,16,0.6,0.8,1.5,500,1500,500,2.3283133506774902,100.0
baseline,ws_p01_randN,16,0.6,0.8,1.5,500,1500,500,3.028369188308716,100.0
baseline,conn_shuf,16,0.6,0.8,1.5,500,1500,500,0.9113117456436157,100.0
baseline,local_sign,16,0.6,0.8,1.5,500,1500,500,1.951336145401001,100.0
baseline,conn_shuf_only,16,0.6,0.8,1.5,500,1500,500,1.9516868591308594,100.0
baseline,cel_sample,16,0.6,0.8,1.5,500,1500,500,2.496230363845825,100.0
baseline,local_sign+flat,16,0.6,0.8,1.5,500,1500,500,2.5262351036071777,100.0
baseline,local_sign+sample,16,0.6,0.8,1.5,500,1500,500,1.8567476272583008,100.0
baseline,local_sign+binary,16,0.6,0.8,1.5,500,1500,500,1.209743857383728,100.0
baseline,global_sign_pres,16,0.6,0.8,1.5,500,1500,500,1.8136987686157227,100.0
baseline,binary+shuffle,16,0.6,0.8,1.5,500,1500,500,1.033669352531433,100.0
baseline,real,16,0.6,1.0,0.1,500,1500,500,5.577386856079102,100.0
baseline,shuffle_weights,16,0.6,1.0,0.1,500,1500,500,6.239344596862793,100.0
baseline,cel_randN,16,0.6,1.0,0.1,500,1500,500,12.657496452331543,100.0
baseline,er_randN,16,0.6,1.0,0.1,500,1500,500,13.760087013244629,100.0
baseline,ws_p01_randN,16,0.6,1.0,0.1,500,1500,500,14.353699684143066,100.0
baseline,conn_shuf,16,0.6,1.0,0.1,500,1500,500,6.505185127258301,100.0
baseline,local_sign,16,0.6,1.0,0.1,500,1500,500,5.973196029663086,100.0
baseline,conn_shuf_only,16,0.6,1.0,0.1,500,1500,500,5.9179487228393555,100.0
baseline,cel_sample,16,0.6,1.0,0.1,500,1500,500,7.048504829406738,100.0
baseline,local_sign+flat,16,0.6,1.0,0.1,500,1500,500,5.329987525939941,100.0
baseline,local_sign+sample,16,0.6,1.0,0.1,500,1500,500,6.977020740509033,100.0
baseline,local_sign+binary,16,0.6,1.0,0.1,500,1500,500,5.304518222808838,100.0
baseline,global_sign_pres,16,0.6,1.0,0.1,500,1500,500,5.412302017211914,100.0
baseline,binary+shuffle,16,0.6,1.0,0.1,500,1500,500,5.5143842697143555,100.0
baseline,real,16,0.6,1.0,0.5,500,1500,500,5.204436779022217,100.0
baseline,shuffle_weights,16,0.6,1.0,0.5,500,1500,500,4.556767463684082,100.0
baseline,cel_randN,16,0.6,1.0,0.5,500,1500,500,6.699456214904785,100.0
baseline,er_randN,16,0.6,1.0,0.5,500,1500,500,7.518069267272949,100.0
baseline,ws_p01_randN,16,0.6,1.0,0.5,500,1500,500,10.627223014831543,100.0
baseline,conn_shuf,16,0.6,1.0,0.5,500,1500,500,5.472561836242676,100.0
baseline,local_sign,16,0.6,1.0,0.5,500,1500,500,5.433730125427246,100.0
baseline,conn_shuf_only,16,0.6,1.0,0.5,500,1500,500,4.638124465942383,100.0
baseline,cel_sample,16,0.6,1.0,0.5,500,1500,500,4.763911724090576,100.0
baseline,local_sign+flat,16,0.6,1.0,0.5,500,1500,500,4.152752876281738,100.0
baseline,local_sign+sample,16,0.6,1.0,0.5,500,1500,500,4.172765254974365,100.0
baseline,local_sign+binary,16,0.6,1.0,0.5,500,1500,500,3.5592269897460938,100.0
baseline,global_sign_pres,16,0.6,1.0,0.5,500,1500,500,4.2825703620910645,100.0
baseline,binary+shuffle,16,0.6,1.0,0.5,500,1500,500,3.656294822692871,100.0
baseline,real,16,0.6,1.0,1.0,500,1500,500,2.297546863555908,100.0
baseline,shuffle_weights,16,0.6,1.0,1.0,500,1500,500,3.8806185722351074,100.0
baseline,cel_randN,16,0.6,1.0,1.0,500,1500,500,5.518001079559326,100.0
baseline,er_randN,16,0.6,1.0,1.0,500,1500,500,8.48193073272705,100.0
baseline,ws_p01_randN,16,0.6,1.0,1.0,500,1500,500,8.615843772888184,100.0
baseline,conn_shuf,16,0.6,1.0,1.0,500,1500,500,3.682767391204834,100.0
baseline,local_sign,16,0.6,1.0,1.0,500,1500,500,3.149397134780884,100.0
baseline,conn_shuf_only,16,0.6,1.0,1.0,500,1500,500,3.785526752471924,100.0
baseline,cel_sample,16,0.6,1.0,1.0,500,1500,500,2.80726957321167,100.0
baseline,local_sign+flat,16,0.6,1.0,1.0,500,1500,500,3.183289051055908,100.0
baseline,local_sign+sample,16,0.6,1.0,1.0,500,1500,500,4.323981285095215,100.0
baseline,local_sign+binary,16,0.6,1.0,1.0,500,1500,500,4.606091499328613,100.0
baseline,global_sign_pres,16,0.6,1.0,1.0,500,1500,500,3.7107439041137695,100.0
baseline,binary+shuffle,16,0.6,1.0,1.0,500,1500,500,3.6777536869049072,100.0
baseline,real,16,0.6,1.0,1.5,500,1500,500,1.9908233880996704,100.0
baseline,shuffle_weights,16,0.6,1.0,1.5,500,1500,500,1.988221526145935,100.0
