mode,normalization,shuffle_id,rho_target,leak,input_scale,neuron_bias,MC,IPC,KR,GR,wt_mean,cosine_similarity,kl_to_gaussian,seed,src,raw_rho,ref_rho,post_rho,raw_fro,ref_fro,post_fro,scale_factor
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,0.6,0.1,0.0,4.938960075378418,5.799839995782966,3.1582939624786377,3.3068723678588867,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,0.6,0.5,0.0,3.3690249919891357,6.234094962199549,3.7718687057495117,5.328212261199951,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,0.6,1.0,0.0,3.076150894165039,6.101205192743691,4.051449775695801,7.027825355529785,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,0.6,1.5,0.0,2.278717041015625,4.728282270087078,4.082241058349609,7.922952175140381,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,0.8,0.1,0.0,6.101025104522705,7.234560933081389,3.4260597229003906,3.6407196521759033,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,0.8,0.5,0.0,4.171996116638184,6.8794244538725025,4.201870441436768,6.15596342086792,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,0.8,1.0,0.0,3.766810655593872,7.280177451371685,4.623432636260986,8.376814842224121,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,0.8,1.5,0.0,2.8038337230682373,5.116300857527051,4.70997428894043,9.625051498413086,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,1.0,0.1,0.0,7.798683166503906,9.32356193536853,3.9024901390075684,4.223355293273926,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
sign_test_og_cel0.06113256113256113__norm_spectral_radius,spectral_radius,40,1.0,1.0,0.5,0.0,5.495534896850586,8.622671979599957,4.894286155700684,7.475355625152588,0.0018171541159972548,0.5698047280311584,0.8963917762820998,4012346,chunk_15,45.12622833251953,52.364280700683594,1.0000005960464478,230.77911376953125,230.77911376953125,5.114078998565674,0.022160061608325576
