model,d_max,mean_mc,std_mc,mean_capture_pct,std_capture_pct,n_runs
real,30,3.337452620267868,0.6642848359880259,99.97456643949464,0.07696555724306342,20
real,50,3.3378645837306977,0.6645097344225395,99.98568710726761,0.06238845301026302,20
real,80,3.3382196605205534,0.6640496251238408,100.0,0.0,20
shuffle_weights,30,3.410919451713562,0.5282943800601139,100.0,0.0,20
shuffle_weights,50,3.410919451713562,0.5282943800601139,100.0,0.0,20
shuffle_weights,80,3.410919451713562,0.5282943800601139,100.0,0.0,20
cel_randN,30,7.264838361740113,0.8690542332936313,100.0,0.0,20
cel_randN,50,7.264838361740113,0.8690542332936313,100.0,0.0,20
cel_randN,80,7.264838361740113,0.8690542332936313,100.0,0.0,20
er_randN,30,8.320322489738464,0.33533970941921043,100.0,0.0,20
er_randN,50,8.320322489738464,0.33533970941921043,100.0,0.0,20
er_randN,80,8.320322489738464,0.33533970941921043,100.0,0.0,20
ws_p01_randN,30,8.399997520446778,0.4058562492322025,100.0,0.0,20
ws_p01_randN,50,8.399997520446778,0.4058562492322025,100.0,0.0,20
ws_p01_randN,80,8.399997520446778,0.4058562492322025,100.0,0.0,20
conn_shuf,30,3.3274568915367126,0.5540061652829315,100.0,0.0,20
conn_shuf,50,3.3274568915367126,0.5540061652829315,100.0,0.0,20
conn_shuf,80,3.3274568915367126,0.5540061652829315,100.0,0.0,20
local_sign,30,3.3003612399101256,0.5781981793415868,100.0,0.0,20
local_sign,50,3.3003612399101256,0.5781981793415868,100.0,0.0,20
local_sign,80,3.3003612399101256,0.5781981793415868,100.0,0.0,20
conn_shuf_only,30,3.5594781637191772,0.7444046391913072,100.0,0.0,20
conn_shuf_only,50,3.5594781637191772,0.7444046391913072,100.0,0.0,20
conn_shuf_only,80,3.5594781637191772,0.7444046391913072,100.0,0.0,20
cel_sample,30,3.538789677619934,0.6708812940663685,100.0,0.0,20
cel_sample,50,3.538789677619934,0.6708812940663685,100.0,0.0,20
cel_sample,80,3.538789677619934,0.6708812940663685,100.0,0.0,20
local_sign+flat,30,2.9793469429016115,0.8139246127887603,100.0,0.0,20
local_sign+flat,50,2.9793469429016115,0.8139246127887603,100.0,0.0,20
local_sign+flat,80,2.9793469429016115,0.8139246127887603,100.0,0.0,20
local_sign+sample,30,3.1900185346603394,0.6174766803469348,100.0,0.0,20
local_sign+sample,50,3.1900185346603394,0.6174766803469348,100.0,0.0,20
local_sign+sample,80,3.1900185346603394,0.6174766803469348,100.0,0.0,20
local_sign+binary,30,2.852195221185684,0.754974925032519,99.99999964867348,1.5313968025207244e-06,20
local_sign+binary,50,2.852195233106613,0.7549749335736227,100.0,0.0,20
local_sign+binary,80,2.852195233106613,0.7549749335736227,100.0,0.0,20
global_sign_pres,30,3.1522671937942506,0.545852277565961,100.0,0.0,20
global_sign_pres,50,3.1522671937942506,0.545852277565961,100.0,0.0,20
global_sign_pres,80,3.1522671937942506,0.545852277565961,100.0,0.0,20
binary+shuffle,30,3.0418772757053376,0.5224861133641272,100.0,0.0,20
binary+shuffle,50,3.0418772757053376,0.5224861133641272,100.0,0.0,20
binary+shuffle,80,3.0418772757053376,0.5224861133641272,100.0,0.0,20
