EI_bal,MC_mean,MC_disp,IPC_mean,IPC_disp,KR_mean,KR_disp,GR_mean,GR_disp
220,4.512311791196281,2.6315736393012306,6.744064540038874,4.044831399746007,6.656756748387843,3.1716535086973905,13.96274839801553,8.660400822165974
221,4.4189852476119995,2.567505991530398,6.617234811370755,3.9135920718930532,7.062537325753106,3.3746881126011252,15.04762453208735,9.78916051441714
222,4.81190421036732,2.772167658384395,7.021386125205476,4.0381473833281,7.593322497827035,4.56859706518558,16.34131881042763,12.122425577362163
223,4.746355954511666,2.7575807780062314,7.098581609902559,4.1438643422705255,7.708885331212739,3.8597295952662702,16.485095029995765,10.773038889110284
224,4.7096736151495096,2.827681283324465,7.018704069249424,4.23868601984445,7.223731871004458,3.9927692980762437,15.417852869740239,11.045843060999593
225,4.6443457316469265,2.928150413572478,6.775853678768064,4.225335487257614,7.276980291178197,4.142067623758388,15.40017858552344,11.07911201804233
226,4.696970885918464,2.6990268625201908,6.8669808941122925,3.939301743862973,6.92520832721098,3.442822886136636,14.654632800891076,9.596367221260415
227,4.753538412812316,2.855257754438876,6.985872788929645,4.145798320266643,7.365936176276501,4.071036570821799,15.544014180148089,10.530559864563005
228,4.705222132029356,2.6869435685017113,7.144426259729597,4.344578101765879,7.827623187759777,4.0162720716223355,16.61922069537787,10.982131861504016
229,4.902139877095634,2.87346332921097,7.305761083408639,4.307538879740247,7.77456897865107,4.166620314191362,16.613594149365838,11.385697978052832
230,4.662478978987093,2.5145856734244014,6.932331141130424,3.759466089345855,7.477551734005964,4.064164632830395,15.995957144984493,11.364196500694234
231,4.704309423764546,2.8102266776031506,6.899197400352101,4.18079225844738,7.066489181400817,3.5864737110445213,14.99118059652823,9.787107804545817
232,4.310833247355473,2.4364232701273116,6.421597370394954,3.6290041058421028,6.069687799171165,2.771657839492429,12.639024849291202,8.039800745866767
233,4.8049331101370445,2.7626982226209233,7.132558907991574,4.0882109347674,7.837864504920112,4.770267423424342,16.6305079607316,12.197621963425163
234,4.498529510733522,2.4908088063969536,6.629661414358351,3.773769917283565,6.531725642121868,3.050183689356229,13.602990945180258,8.543634932100874
235,4.795078302607124,2.792503054786181,7.147638802911028,4.213981283776015,7.612739786689664,4.120994678130095,16.262243153136453,11.192716860855704
236,4.5603286859429915,2.6235940418488557,7.015151402832549,4.032258577466952,7.622878192383566,3.813026782780421,16.20421204154874,10.461757508233609
237,4.659624006277249,2.7861087407813847,7.027169975233667,4.333513778861547,7.478952711011156,4.360365708390423,16.006110968413175,11.696198079080569
238,4.429425148316372,2.6777217824330286,6.58185949811229,4.142097567814818,6.931210264747525,3.769640638672049,14.478370330951831,9.830839827323715
239,4.743502146667904,2.7304281846789014,7.0905386231563705,4.122963895517562,7.628106629406965,3.5187736624249717,16.435960540065057,10.276367453468975
